contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,CDA,Socialistische Waterschapsvereniging,Partij voor de Dieren,Eigen Woning en Water !,Algemene Waterschapspartij,Recreatie Wonen en Water,ChristenUnie - SGP,50PLUS,De Groenen,Partij voor Mens en Spirit (MenS)
"Amstel, Gooi en Vecht",Bussum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau 1  Gemeentehuis,0381::SB1,,1838,961,20,7,0,0,1,916,71,0,0,0,0,0,0,988,188,103,257,131,21,80,19,19,27,35,36,38,7
"Amstel, Gooi en Vecht",Bussum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau 2  Vrije Evangelische Gemeente,0381::SB2,,1600,934,19,7,0,0,2,844,114,0,0,0,0,0,0,960,164,68,395,108,11,76,14,20,8,18,12,36,4
"Amstel, Gooi en Vecht",Bussum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau 3  Huize Godelinde,0381::SB3,,1536,812,15,5,0,0,1,749,82,0,0,0,0,0,0,832,136,118,246,106,11,68,19,15,16,19,31,22,5
"Amstel, Gooi en Vecht",Bussum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau 4  De Hoeksteen,0381::SB4,,1537,999,13,10,0,0,0,892,130,0,0,0,0,0,0,1022,185,101,375,115,16,66,20,14,15,24,19,42,7
"Amstel, Gooi en Vecht",Bussum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau 5  Café De Viersprong,0381::SB5,,1653,712,24,6,0,0,1,675,66,0,0,0,0,0,0,742,149,86,150,73,8,93,17,12,13,18,36,49,8
"Amstel, Gooi en Vecht",Bussum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau 6  Peuterspeelzaal Talamander,0381::SB6,,1602,558,12,2,0,0,1,523,48,0,0,0,0,0,0,572,103,77,105,56,19,51,16,14,16,23,46,24,8
"Amstel, Gooi en Vecht",Bussum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau 7  Julianaschool,0381::SB7,,1754,866,25,0,0,0,1,795,95,0,0,0,0,0,0,891,164,95,226,118,20,61,35,13,14,35,44,37,4
"Amstel, Gooi en Vecht",Bussum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau 9  R.I.B.W. (v/h De Essen),0381::SB9,,1851,783,16,4,0,0,0,750,53,0,0,0,0,0,0,803,168,102,140,123,21,68,28,16,16,32,26,36,7
"Amstel, Gooi en Vecht",Bussum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau 10 Trefpunt,0381::SB10,,1729,706,17,0,0,0,0,677,46,0,0,0,0,0,0,723,143,76,110,143,17,63,11,9,17,29,46,28,14
"Amstel, Gooi en Vecht",Bussum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau 11 Breeduit,0381::SB11,,1629,635,14,0,0,0,0,584,65,0,0,0,0,0,0,649,133,87,79,86,19,62,23,9,17,35,44,31,10
"Amstel, Gooi en Vecht",Bussum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau 13 De Antonius Hof,0381::SB13,,1670,545,21,9,0,0,0,546,29,0,0,0,0,0,0,575,88,74,58,90,22,87,8,8,11,25,45,23,6
"Amstel, Gooi en Vecht",Bussum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau 14 Mariënburg,0381::SB14,,1466,625,24,1,0,0,1,589,60,0,0,0,0,0,0,650,112,67,132,109,18,79,10,9,19,8,25,32,5
"Amstel, Gooi en Vecht",Bussum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau 15 De Zandzee,0381::SB15,,1620,950,24,13,0,0,0,882,106,0,0,0,1,0,0,988,158,126,285,123,13,68,19,18,28,27,37,35,13
"Amstel, Gooi en Vecht",Bussum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau 16 Koningin Emmaschool,0381::SB16,,1251,716,18,5,0,0,3,634,102,0,0,0,0,0,0,739,151,72,284,73,6,35,15,12,14,9,11,31,3
"Amstel, Gooi en Vecht",Bussum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau 17 Chr. Brandsmaschool,0381::SB17,,1578,976,20,17,0,0,0,874,135,0,0,4,0,4,0,1009,141,83,451,125,14,55,16,10,15,25,18,17,6
"Amstel, Gooi en Vecht",Bussum,AB2015_AmstelGooienVecht,"Algemeen bestuur van het hoogheemraadschap Amstel, Gooi en Vecht 2015",,"Amstel, Gooi en Vecht",2015-03-18,Stembureau 18 Evang. Luth. Kerk,0381::SB18,,1046,448,18,11,0,0,0,429,48,0,0,0,0,0,0,477,101,41,130,64,3,32,10,5,6,21,7,22,6
