contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Algemene Waterschapspartij,ChristenUnie-SGP,Partij voor de Dieren,Partij voor Mens en Spirit (MenS),50PLUS
Rijnland,Voorschoten,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Kerk Het Kruispunt,0626::SB1,2251 BH,1118,601,12,5,0,0,1,576,41,0,0,0,0,0,0,618,117,131,118,67,53,29,53,10,23
Rijnland,Voorschoten,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Zorgcentr. Topaz,0626::SB2,2251 VG,1685,722,24,4,0,1,0,689,60,0,0,1,0,0,0,749,144,111,122,93,70,32,75,15,60
Rijnland,Voorschoten,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Gymnastiek Ver.,0626::SB3,2252 KZ,753,397,12,4,0,1,1,374,39,0,0,0,1,0,0,414,53,135,90,48,35,19,8,3,6
Rijnland,Voorschoten,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau School Het Kompas,0626::SB4,2253 VW,1446,581,11,4,0,0,0,534,62,0,0,0,0,0,0,596,103,135,132,69,63,24,39,4,12
Rijnland,Voorschoten,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Florence Adegeest,0626::SB5,2253 XL,1374,600,18,7,0,2,0,569,58,0,0,0,2,0,0,627,114,106,107,81,56,32,72,4,28
Rijnland,Voorschoten,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Alettahof,0626::SB6,2253 RP,1547,1068,24,8,0,1,0,1003,98,0,0,0,1,0,0,1101,143,170,227,169,109,70,120,11,49
Rijnland,Voorschoten,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Seniorenflat Rossini,0626::SB7,2253 GA,1174,636,17,4,0,0,0,606,51,0,0,0,0,0,0,657,118,141,109,74,68,22,82,2,20
Rijnland,Voorschoten,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Cult. Centrum,0626::SB8,2252 HH,1000,689,5,25,0,0,0,652,67,0,0,0,0,0,0,719,82,154,179,85,67,35,63,2,22
Rijnland,Voorschoten,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau De Boschbloem,0626::SB9,2252 EA,1506,958,24,6,0,0,0,892,96,0,0,0,0,0,0,988,166,233,201,118,88,26,82,6,38
Rijnland,Voorschoten,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Brandweerkazerne,0626::SB10,2251 CT,1272,957,23,5,0,1,0,893,91,0,0,1,0,0,0,984,195,231,165,129,81,25,78,8,45
Rijnland,Voorschoten,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Bondsgebouw,0626::SB11,2251 LG,1160,642,18,2,0,0,0,599,63,0,0,0,0,0,0,662,124,169,133,62,38,16,69,7,24
Rijnland,Voorschoten,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Taxi Avance,0626::SB12,2252 TW,1283,580,15,4,0,1,0,530,70,0,0,0,1,0,0,600,86,137,116,65,73,33,48,4,18
Rijnland,Voorschoten,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Bibliotheek,0626::SB13,2252 XN,1382,443,17,4,0,0,1,414,49,0,0,0,0,0,0,464,72,103,92,57,36,16,53,1,13
Rijnland,Voorschoten,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau School Starrenburg,0626::SB14,2251 DM,1737,745,6,4,0,0,0,674,81,0,0,0,0,0,0,755,118,236,125,105,67,10,50,7,27
Rijnland,Voorschoten,AB2015_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2015,,Rijnland,2015-03-18,Stembureau Sportzaal de Vos,0626::SB15,2251 ZM,1215,646,11,2,0,0,0,596,63,0,0,0,0,0,0,659,99,252,106,70,47,12,44,2,14
