contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_kwijtgeraakte stembiljetten,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,Lagere Lasten Burger,"Bedrijf, Boer en Burger",FNP,VVD,ChristenUnie,50PLUS,Partij voor de Dieren
Fryslân,Opsterland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Beetsterzwaag, Gemeentehuis",0086::SB1,9244 CR,1601,799,14,1,0,0,3,734,78,0,1,0,1,0,0,815,162,102,98,43,97,96,88,35,25,53
Fryslân,Opsterland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Beetsterzwaag, Dorpshuis",0086::SB2,9244 CH,1414,908,14,4,0,1,0,855,72,0,0,0,1,0,0,927,214,134,122,68,58,83,108,39,20,62
Fryslân,Opsterland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Bakkeveen, It Ankerplak",0086::SB3,9243 KN,1476,787,6,11,0,0,0,709,95,0,0,0,0,0,0,804,136,113,146,47,71,65,81,44,27,57
Fryslân,Opsterland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Frieschepalen, De Dobber",0086::SB4,9249 MC,740,433,2,1,0,0,0,396,40,0,0,0,0,0,0,436,21,35,92,23,21,32,16,166,11,16
Fryslân,Opsterland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Gorredijk, De Miente",0086::SB5,8401 AC,1446,640,9,4,0,0,1,606,46,0,0,0,0,0,0,653,85,109,65,71,108,65,65,16,21,35
Fryslân,Opsterland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Gorredijk, De Skâns",0086::SB6,8401 DV,1712,799,21,7,0,0,0,774,53,0,0,0,0,0,0,827,135,117,76,92,86,101,62,35,40,55
Fryslân,Opsterland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Gorredijk, R.K.-kerk",0086::SB7,8401 RV,1274,433,8,2,0,0,0,421,22,0,0,0,0,0,0,443,63,77,50,47,43,65,26,16,17,29
Fryslân,Opsterland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Hemrik, Dorpshuis",0086::SB8,8409 JW,574,359,4,4,0,1,0,329,39,0,0,0,1,0,0,368,65,37,25,39,56,53,37,9,6,32
Fryslân,Opsterland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Langezwaag, Dorpshuis",0086::SB9,8404 BV,1189,534,9,4,0,0,0,497,49,0,0,1,0,1,0,546,73,85,41,62,102,70,41,10,10,40
Fryslân,Opsterland,AB2015_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2015,,Fryslân,2015-03-18,"Stembureau Lippenhuizen, Dorpshuis",0086::SB10,8408 HH,1048,581,7,3,0,1,0,524,68,0,0,0,1,0,0,592,106,97,35,51,85,62,66,24,12,43
