contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK,JEZUS LEEFT
Arnhem,Winterswijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Gemeentekantoor,0294::SB1,7101GH,1481,1157,2,1,0,1,4,1067,90,0,0,1,0,0,1161,202,159,109,97,52,114,34,5,122,38,45,9,161,6,4
Arnhem,Winterswijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Vrije Basisschool de Esch,0294::SB2,7101 JH,1507,830,5,3,0,1,0,779,60,0,0,1,0,0,839,183,128,76,49,26,78,22,3,103,29,24,8,99,1,1
Arnhem,Winterswijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Regionaal Verpleeghuis Pronsweide,0294::SB3,7101 BH,1330,886,3,4,0,0,0,806,87,0,0,0,0,0,893,196,130,78,61,43,114,12,1,67,26,30,4,121,2,1
Arnhem,Winterswijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau o.b.s. De Kolibrie,0294::SB4,7101 VG,2055,787,1,4,0,1,0,736,57,0,0,1,0,0,793,103,80,57,88,76,113,9,2,60,12,39,11,109,28,0
Arnhem,Winterswijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Woonzorgcentrum De Pelkwijk,0294::SB5,7101 WL,2044,929,4,4,0,0,0,880,57,0,0,0,0,0,937,112,134,82,90,69,123,31,7,83,35,38,6,117,1,1
Arnhem,Winterswijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Daltonschool de Vlier,0294::SB6,7101 TR,1770,827,2,1,0,0,0,761,70,1,0,1,0,0,831,120,119,64,77,43,116,12,5,95,19,37,6,108,6,0
Arnhem,Winterswijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Woonzorgcentrum de Berkhof,0294::SB7,7103 VX,1587,827,5,1,1,0,0,798,36,0,0,1,0,0,834,117,129,42,76,55,111,22,4,63,17,59,4,121,6,1
Arnhem,Winterswijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau o.b.s. Bargerpaske,0294::SB8,7103 AW,1609,1298,3,3,0,0,0,1199,105,0,0,0,0,0,1304,189,161,112,87,35,202,32,4,165,31,57,18,197,7,1
Arnhem,Winterswijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau o.b.s. De Schakel,0294::SB9,7102 CN,2144,1045,11,2,0,0,0,961,97,0,0,0,0,0,1058,138,144,83,104,76,127,28,5,93,20,43,11,162,11,0
Arnhem,Winterswijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Verenigingsgebouw De Eendracht,0294::SB10,7104 AK,1159,710,2,1,0,1,0,648,64,0,1,0,0,0,712,169,232,37,32,19,47,12,3,29,8,23,10,89,0,0
Arnhem,Winterswijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Receptie 'camping de Twee Bruggen',0294::SB11,7109 AH,712,418,1,1,0,0,0,375,45,0,0,0,0,0,420,113,115,20,18,13,33,2,3,32,14,10,5,38,1,1
Arnhem,Winterswijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Emmaschool Henxel,0294::SB12,7113 AE,848,545,3,0,0,0,0,500,48,0,0,0,0,0,548,160,156,39,21,16,32,18,1,27,11,16,5,43,0,0
Arnhem,Winterswijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Zalencentrum Reuselink,0294::SB13,7115 AG,1493,762,1,1,0,0,0,693,71,0,0,0,0,0,764,246,166,56,33,18,53,13,4,57,19,15,10,71,0,1
Arnhem,Winterswijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Streekziekenhuis Koningin Beatrix,0294::SB14,7101 BN,1105,520,0,0,0,0,0,476,44,0,0,0,0,0,520,126,78,47,27,20,47,24,0,63,15,10,3,59,1,0
Arnhem,Winterswijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Zalencentrum De Harmonie,0294::SB15,7101 AJ,1757,770,1,4,0,0,0,712,63,0,0,0,0,0,775,169,135,49,38,26,95,15,3,71,22,30,11,103,3,0
Arnhem,Winterswijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Villa Mondriaan,0294::SB16,7101 NC,0,125,1,0,0,0,2,115,9,0,0,0,0,0,126,22,13,7,10,5,22,6,0,13,8,4,1,13,0,1
