contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,50PLUS/PARTIJ VAN DE OUDEREN,Ouderenpartij Noord-Holland,NIDA,Code Oranje,Forum voor Democratie,DENK,ChristenUnie
Haarlem,Heemskerk,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Woonzorgcentrum Sint Agnes,0396::SB1,1962GA,1924,918,6,1,0,0,0,848,77,0,0,0,0,0,925,78,47,100,84,59,95,114,38,44,28,4,10,168,27,22
Haarlem,Heemskerk,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Verpleeghuis Meerstate,0396::SB2,1962AB,1692,1075,3,1,0,0,0,998,81,0,0,0,0,0,1079,152,88,118,76,76,107,141,51,32,21,1,18,143,16,35
Haarlem,Heemskerk,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Basisschool De Otterkolken,0396::SB3,1963AS,1911,1069,4,5,0,0,0,980,98,0,0,0,0,0,1078,120,78,123,48,66,77,169,59,45,12,4,25,192,6,45
Haarlem,Heemskerk,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Basisschool De Zevenhoeven,0396::SB4,1963KH,1938,1144,2,2,0,0,1,1056,91,0,0,0,0,0,1148,119,97,135,73,73,97,182,42,47,23,1,26,189,3,37
Haarlem,Heemskerk,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Brandweerkazerne,0396::SB5,1962TG,1702,718,3,3,0,0,0,683,41,0,0,0,0,0,724,65,35,70,75,51,74,75,23,33,23,3,16,141,9,25
Haarlem,Heemskerk,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Buurthuis de Schuilhoek,0396::SB6,1962TV,1616,742,0,1,0,0,0,687,56,0,0,0,0,0,743,87,52,69,45,46,90,93,34,18,15,2,19,149,4,19
Haarlem,Heemskerk,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Gemeentehuis,0396::SB7,1964EZ,2254,1334,8,5,0,0,0,1237,110,0,0,0,0,0,1347,172,83,103,82,97,158,203,61,34,28,1,20,261,13,18
Haarlem,Heemskerk,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Woongroep van Ouderen Burisbeek,0396::SB8,1964KT,1742,1041,1,4,0,0,2,971,73,0,0,0,0,0,1046,125,71,97,66,60,84,142,43,44,28,1,20,218,4,38
Haarlem,Heemskerk,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Verpleeghuis Heemswijk,0396::SB9,1964RM,1808,1120,0,2,0,0,0,1028,94,0,0,0,0,0,1122,146,94,101,82,88,98,120,45,42,18,0,15,225,10,36
Haarlem,Heemskerk,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Buurtcentrum D'Evelaer,0396::SB10,1969MV,1436,797,3,2,0,0,0,713,89,0,0,0,0,0,802,151,52,54,40,37,136,64,38,23,7,1,16,161,0,17
