contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH)
Leiden,Oegstgeest,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gemeentehuis,0579::SB1,2342 AN,1417,1244,3,0,0,2,0,1102,147,0,0,2,0,0,1249,320,10,250,112,108,28,1,39,167,53,23,1,1,0,122,9
Leiden,Oegstgeest,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Woonzorgcentrum Rustenborch,0579::SB2,2341 AV,1416,706,3,3,0,0,0,635,78,1,0,1,0,0,713,201,22,124,80,59,24,5,17,54,30,25,1,0,2,57,5
Leiden,Oegstgeest,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Recreatiezaal Trompenburg,0579::SB3,2341 TJ,1368,819,1,1,0,4,2,733,90,0,0,4,0,0,825,194,9,157,77,55,21,5,42,116,52,25,3,0,2,58,3
Leiden,Oegstgeest,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Hockeyclub LOHC,0579::SB4,2341 LM,1045,760,3,2,0,0,0,659,106,0,0,0,0,0,765,255,9,197,50,46,9,2,20,88,23,6,0,0,1,48,6
Leiden,Oegstgeest,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Jenaplanschool ""de Kring""",0579::SB5,2343 SR,871,800,2,6,0,0,1,806,1,0,0,0,0,0,808,150,13,172,51,92,13,3,42,128,41,22,0,0,4,66,3
Leiden,Oegstgeest,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Dorpscentrum Lijtweg,0579::SB6,2341 HA,1401,1345,6,0,0,12,2,1256,105,0,0,12,0,0,1363,279,38,176,119,136,44,5,74,174,80,42,1,0,5,164,8
Leiden,Oegstgeest,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Brandweerkazerne,0579::SB7,2343 BB,1447,885,3,3,0,0,2,826,63,0,0,0,0,0,891,167,28,103,83,94,36,3,48,117,42,41,2,0,2,109,10
Leiden,Oegstgeest,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Basisschool Het Dok,0579::SB8,2342 BT,1956,1057,2,0,0,2,0,961,100,0,0,2,0,0,1061,247,47,157,65,61,19,7,48,102,56,31,9,2,10,188,8
Leiden,Oegstgeest,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau woonlocatie ""Tilly Koenen""",0579::SB9,2343 PG,1070,709,0,1,0,0,0,650,60,0,0,0,0,0,710,113,27,92,51,59,29,1,43,87,44,58,7,1,2,91,4
Leiden,Oegstgeest,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau recreatiezaal Boerhaaveplein,0579::SB10,2343 LW,1138,768,1,1,0,1,0,713,58,0,0,1,0,0,771,112,19,82,90,77,24,1,45,104,56,44,3,1,2,100,8
Leiden,Oegstgeest,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Daltonschool Oegstgeest,0579::SB11,2343 BK,945,769,2,0,0,1,0,772,0,0,0,1,0,0,772,156,25,107,60,75,27,2,33,119,40,31,4,0,3,82,5
Leiden,Oegstgeest,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Verenigingsgebouw Attila,0579::SB12,2343 MA,1399,822,1,0,0,0,2,766,57,2,0,2,0,0,825,167,36,121,81,75,28,6,34,73,33,35,0,2,2,121,8
Leiden,Oegstgeest,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gymzaal Poelgeest,0579::SB13,2341 PM,991,797,3,0,0,5,2,718,75,0,5,0,0,0,795,179,25,136,44,84,21,0,29,123,42,16,11,0,4,79,4
Leiden,Oegstgeest,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wellantcollege,0579::SB14,2341 KD,1099,615,5,0,0,0,0,547,73,0,0,0,0,0,620,175,10,106,59,47,11,4,18,59,38,18,0,0,0,67,3
