contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH)
Leiden,Waddinxveen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Gemeentehuis,0627::SB1,2741 HS,877,957,3,3,0,0,3,861,99,0,0,0,0,0,963,208,40,57,93,53,16,100,89,70,17,28,9,1,1,167,8
Leiden,Waddinxveen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Wijkgebouw Zonnig Zuid,0627::SB2,2741 JR,1453,753,0,0,0,0,0,676,79,0,0,2,0,0,755,102,59,43,72,39,30,74,57,33,28,40,11,1,6,152,6
Leiden,Waddinxveen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Cultuurhuys De Kroon,0627::SB3,2741 MW,1734,1032,2,3,0,0,0,948,89,0,0,0,0,0,1037,171,55,76,74,63,36,50,119,76,30,74,8,5,5,181,9
Leiden,Waddinxveen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Hoeksteen,0627::SB4,2742 XG,1490,908,1,2,0,0,0,820,93,0,0,2,0,0,913,106,67,39,51,49,20,190,129,41,24,30,4,0,3,152,3
Leiden,Waddinxveen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Zorgcentrum Souburgh,0627::SB5,2741 DW,1317,727,1,0,0,0,0,682,46,0,0,0,0,0,728,70,38,24,81,32,23,120,109,36,11,24,19,0,4,133,3
Leiden,Waddinxveen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Bethelkerk,0627::SB6,2741 AP,1254,681,2,1,0,0,0,626,58,0,0,0,0,0,684,63,32,37,52,37,26,101,139,47,19,21,26,5,0,75,1
Leiden,Waddinxveen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Regenboogschool,0627::SB7,2741 XL,1514,766,0,3,0,1,0,710,60,0,0,1,0,0,770,88,49,43,68,61,30,96,92,35,34,31,21,1,6,105,6
Leiden,Waddinxveen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Anne Frankcentrum,0627::SB8,2741 DS,1346,810,4,1,0,0,0,751,64,0,0,0,0,0,815,86,61,52,91,58,24,95,90,57,21,40,15,5,2,99,14
Leiden,Waddinxveen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Ontmoetingskerk,0627::SB9,2742 DJ,1433,1066,2,0,0,0,0,977,92,0,0,1,0,1,1069,156,47,69,108,69,39,132,170,60,25,44,10,0,0,133,4
Leiden,Waddinxveen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Nieuwe School,0627::SB10,2742 SC,1314,844,1,4,0,0,0,763,86,0,0,0,0,0,849,106,48,54,74,59,23,89,118,74,24,40,11,4,2,114,4
Leiden,Waddinxveen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Dick Brunaschool,0627::SB11,2743 GC,1331,831,2,0,0,0,0,750,84,1,0,1,0,0,834,118,48,65,75,63,34,42,84,58,35,56,8,3,1,135,6
Leiden,Waddinxveen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Wijkgebouw Zuidhonk A,0627::SB12,2743 KD,1448,732,0,0,0,0,0,667,65,0,0,0,0,0,732,132,43,60,49,47,19,32,59,52,22,38,0,0,0,172,7
Leiden,Waddinxveen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Wijkgebouw Zuidhonk B,0627::SB13,2743 KD,1405,912,0,1,0,0,0,827,86,0,0,0,0,0,913,155,37,67,70,56,37,33,79,70,35,65,12,0,6,183,7
Leiden,Waddinxveen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Morgenster,0627::SB14,2743 LW,1477,1202,3,5,0,0,2,1083,125,0,0,0,0,0,1210,219,57,81,79,49,14,113,199,72,43,53,7,1,3,204,8
Leiden,Waddinxveen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau speeltuin De Overkant,0627::SB15,2741 KP,826,461,0,1,0,0,0,408,54,0,0,0,0,0,462,103,24,32,42,31,12,53,58,25,4,20,3,0,0,51,3
Leiden,Waddinxveen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Projectbureau Triangel,0627::SB16,2742 KK,1195,538,4,0,0,0,0,468,74,0,0,0,0,0,542,91,23,57,46,18,4,62,54,36,18,10,4,6,1,106,2
