contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK,JEZUS LEEFT
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Gemeentehuis,1509::SB1,7081BN,1818,911,1,1,0,3,1,836,79,0,0,3,0,0,916,172,165,33,94,80,68,20,1,44,29,37,12,127,28,1
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Sportzaal Prinsenhof,1509::SB2,7081DG,1725,1037,1,2,0,0,0,957,83,0,0,0,0,0,1040,148,184,67,122,86,99,20,2,56,27,60,13,147,6,0
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau DRU Cultuurfabriek,1509::SB3,7071BV,1794,967,2,1,0,1,0,880,91,0,0,1,0,0,971,123,107,65,146,68,107,13,3,88,33,55,17,118,23,1
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Mariaschool,1509::SB4,7071VG,1589,921,3,0,0,0,0,843,81,0,0,0,0,0,924,134,110,69,114,71,105,9,0,60,35,55,14,134,11,0
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Eendracht,1509::SB5,7071AH,1739,791,1,5,0,0,0,717,80,0,0,0,0,0,797,98,95,32,98,74,89,13,3,41,19,40,9,126,54,0
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau St Joris,1509::SB6,7071KA,1666,912,2,2,0,0,0,837,79,0,0,0,0,0,916,131,109,70,102,96,115,7,0,52,22,48,20,119,19,2
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Gildegebouw Netterden,1509::SB7,7077AG,390,252,2,1,0,0,0,217,37,0,1,0,1,0,254,40,67,11,15,23,13,2,2,9,10,6,4,49,1,0
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Glazeren Kast,1509::SB8,7075AB,1529,875,1,1,0,0,0,809,68,0,0,0,0,0,877,128,196,38,71,57,59,24,1,54,38,41,19,148,1,0
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau t Dorpshuus,1509::SB9,7076AD,658,376,0,1,0,0,0,338,39,0,0,0,0,0,377,84,100,23,20,28,24,1,1,20,14,15,11,35,0,0
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Koenders,1509::SB10,7084AB,826,504,2,0,0,0,0,455,51,0,0,0,0,0,506,80,179,23,27,13,28,23,2,34,8,20,8,56,2,1
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Ter Voert,1509::SB11,7078BC,812,470,0,0,0,0,0,432,38,0,0,0,0,0,470,74,154,17,32,33,31,3,2,25,12,20,5,61,1,0
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Van Pallandthal kantine,1509::SB12,7051DE,1524,955,3,2,0,0,0,876,84,0,0,0,0,0,960,224,193,50,77,47,65,29,0,60,27,39,17,126,1,0
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Op Koers,1509::SB13,7051AK,1591,820,1,0,0,0,0,753,68,0,0,0,0,0,821,176,136,49,65,67,73,23,5,49,16,42,10,109,0,0
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Bettekamp,1509::SB14,7051AK,1622,938,5,3,0,0,0,869,77,0,0,0,0,0,946,151,174,51,102,51,104,21,5,55,24,55,10,132,2,1
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Kulturhus,1509::SB15,7061ZM,1538,848,3,6,0,0,0,786,71,0,0,0,0,0,857,80,96,34,104,90,87,8,2,49,23,46,13,121,94,1
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Antonia Verpleeghuis,1509::SB16,7061AP,1619,879,3,3,0,0,0,812,73,0,0,0,0,0,885,114,140,41,106,64,75,15,2,89,35,55,18,109,15,1
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Schuylenburch,1509::SB17,7064AL,1554,807,5,5,0,0,0,744,73,0,0,0,0,0,817,150,140,54,70,71,92,20,2,42,23,45,11,81,6,0
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Ons Pakhuus,1509::SB18,7064GK,1550,843,6,1,0,0,0,762,88,0,0,0,0,0,850,111,104,41,100,79,73,12,3,60,30,42,18,120,49,1
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Drie Linden,1509::SB19,7064GP,1609,767,5,3,0,0,0,722,53,0,0,0,0,0,775,91,134,51,88,51,61,8,0,72,23,38,15,107,27,1
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Buurtschapshuis Sinderen,1509::SB20,7065BM,790,449,0,1,0,0,0,400,50,0,0,0,0,0,450,68,119,16,26,25,32,43,6,36,23,11,7,37,0,0
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Buurtschapshuus Heelweg,1509::SB21,7055AW,794,395,5,1,0,0,0,355,46,0,0,0,0,0,401,67,108,19,17,10,40,6,3,31,15,21,13,45,0,0
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Kulturhus de Vos,1509::SB22,7054BH,937,541,3,0,0,0,0,502,42,0,0,0,0,0,544,95,90,21,51,31,46,36,7,30,18,26,10,79,0,1
Arnhem,Oude IJsselstreek,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Debbeshoek,1509::SB23,7071XL,1673,746,9,3,0,1,0,696,63,0,0,1,0,0,759,86,134,44,98,59,83,4,0,30,24,46,8,88,42,0
