contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Maastricht,Heerlen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Stadhuis ingang Raadhuisplein,0917::SB1,6411 HP,1970,1308,5,10,0,0,0,1215,108,0,0,0,0,0,1323,144,126,192,147,91,103,118,40,102,23,195,16,11
Maastricht,Heerlen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Zorgcentrum Douvenrade,0917::SB2,6419 AA,1008,482,1,2,0,0,0,446,39,0,0,0,0,0,485,103,38,57,59,24,27,33,34,22,8,70,4,3
Maastricht,Heerlen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Trefcentrum 't Loon,0917::SB4,6411 TR,2037,888,6,1,0,0,2,801,94,0,0,0,0,0,897,66,174,201,42,17,58,69,34,59,15,129,11,13
Maastricht,Heerlen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Stg. De TWEE gezusters,0917::SB6,6411 GT,1500,870,5,2,0,0,1,825,51,0,0,0,0,0,877,132,78,128,92,45,80,77,43,41,20,126,6,2
Maastricht,Heerlen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Bernardinuscollege,0917::SB7,6417 BK,1669,896,3,1,0,1,0,802,99,0,0,1,0,0,901,90,27,98,178,107,75,124,21,56,21,86,10,3
Maastricht,Heerlen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Basisschool St. Tarcisius,0917::SB10,6417 XH,1562,888,1,3,0,4,0,817,71,0,4,0,0,0,888,82,55,152,74,94,79,133,23,52,18,106,13,7
Maastricht,Heerlen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau MEE Zuid-Limburg,0917::SB11,6419 BT,927,656,3,1,0,1,0,585,76,0,0,1,0,0,661,122,41,63,117,46,61,53,33,42,11,60,7,0
Maastricht,Heerlen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Zorgcentrum St. Anna,0917::SB12,6419 CW,1827,1080,3,3,0,6,0,1004,88,0,0,6,0,0,1092,168,73,152,130,74,66,118,63,75,22,124,14,1
Maastricht,Heerlen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Verpleeghuis Plataan,0917::SB14,6419 PB,343,109,1,0,0,0,0,95,12,0,0,0,0,0,107,21,8,11,12,9,12,11,5,7,3,7,3,0
Maastricht,Heerlen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Wijkgebouw Peter Schunck,0917::SB15,6418XL,995,462,1,1,0,0,0,431,33,0,0,0,0,0,464,57,64,87,25,15,33,26,35,29,12,74,2,3
Maastricht,Heerlen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Zorgcentrum Oranjehof,0917::SB16,6418 HT,1024,486,2,0,0,0,1,457,32,0,0,0,0,0,490,79,90,91,24,17,19,32,19,17,19,62,6,11
