contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK,JEZUS LEEFT
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Huis van de Stad (Raadzaal),0243::SB1,3841AA,1426,1158,2,2,0,0,3,1020,139,0,0,0,0,0,1162,236,112,92,54,48,94,95,33,120,54,34,6,166,12,2
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau CBS 'Het Kompas',0243::SB2,3841KK,1478,706,4,0,0,0,0,629,81,0,0,0,0,0,710,90,88,39,19,57,52,112,12,50,26,21,4,112,21,3
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau CBS 'De Rank',0243::SB3,3841CV,967,537,0,2,0,0,0,487,52,0,0,0,0,0,539,122,63,45,16,19,50,30,6,58,31,8,10,78,0,1
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Sociaal Centrum 'De Kiekmure' (1),0243::SB4,3842GA,1559,934,2,1,0,1,1,860,78,1,0,2,0,0,939,102,111,45,38,83,59,114,53,38,24,49,15,156,45,2
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Sociaal Centrum 'De Kiekmure' (2),0243::SB5,3842GA,1697,1088,4,2,0,0,0,986,108,0,0,0,0,0,1094,123,156,38,54,79,78,145,42,60,21,48,10,169,61,4
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Mehmet Akif Moskee,0243::SB6,3842GV,1465,499,0,3,0,1,0,416,87,0,0,1,0,0,503,43,38,22,10,16,27,48,12,15,10,5,6,28,219,0
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Buurthuis 'de Tweeling',0243::SB7,3843EB,1956,774,1,0,0,0,0,706,69,0,0,0,0,0,775,63,82,23,39,56,51,144,41,34,23,40,12,122,42,2
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Clusterhuis,0243::SB8,3844MB,1303,426,1,1,0,0,0,392,36,0,0,0,0,0,428,26,26,24,37,25,45,59,8,35,33,12,3,64,29,0
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Gebouw Stedelijke Harmonie,0243::SB9,3842GD,2087,943,5,8,0,0,1,866,89,0,0,0,0,0,956,115,90,32,47,78,66,109,27,71,45,41,10,161,50,1
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau CBS 'Willem-Alexander',0243::SB10,3843BG,1365,972,1,1,0,0,0,877,97,0,0,0,0,0,974,136,128,41,26,50,83,162,28,99,27,38,15,129,7,3
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Gebouw Leger des Heils,0243::SB11,3844BD,1209,832,1,2,0,0,0,778,57,0,0,0,0,0,835,130,106,57,30,26,62,136,26,107,31,10,8,97,5,1
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Woonzorgcentrum 'Randmeer',0243::SB12,3844DE,1322,864,5,4,0,0,0,814,59,0,0,0,0,0,873,169,157,50,25,41,63,107,21,57,31,29,6,104,4,0
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Zalencentrum 'de Roef' (1),0243::SB13,3844JV,1429,887,0,5,0,0,0,809,83,0,0,0,0,0,892,105,83,65,34,46,98,117,25,93,35,34,9,134,8,1
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Zalencentrum 'de Roef' (2),0243::SB14,3844JV,1203,726,3,0,2,0,0,662,65,0,2,0,0,0,727,78,74,58,32,49,78,113,11,78,29,20,13,79,12,2
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau GBS 'Fontanusschool',0243::SB15,3844HZ,1198,910,0,1,0,0,0,857,54,0,0,0,0,0,911,117,81,40,37,38,79,186,26,107,39,40,9,105,6,0
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau 'Dorpskerk' Hierden,0243::SB16,3849AD,1357,989,1,1,0,0,0,897,94,0,0,0,0,0,991,142,177,30,18,59,22,200,99,42,18,27,6,144,1,4
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau 'Dorpshuis' Hierden,0243::SB17,3849AD,1289,565,1,1,0,0,0,494,73,0,0,0,0,0,567,110,79,21,12,50,16,73,46,16,11,17,3,110,0,1
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Wooncentrum 'Walstein',0243::SB18,3848AE,1249,690,2,4,0,0,0,624,72,0,0,0,0,0,696,101,109,27,19,43,46,120,24,48,15,18,7,98,14,1
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Hervormde kerk 'Het Visnet',0243::SB19,3848DE,1090,846,1,6,0,0,0,779,74,0,0,0,0,0,853,118,131,31,14,49,43,180,33,56,11,41,12,117,9,1
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Sporthal Drielanden (1),0243::SB20,3845GC,1401,604,2,5,0,1,0,533,77,0,1,0,0,0,610,108,60,39,14,35,42,98,13,48,17,18,3,71,37,1
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Sporthal Drielanden (2),0243::SB21,3845GC,1286,725,0,4,0,0,0,653,76,0,0,0,0,0,729,142,84,60,18,52,43,123,3,34,19,24,13,86,24,0
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Sporthal Drielanden (3),0243::SB22,3845GC,1239,850,3,0,0,1,0,782,72,0,0,1,0,0,854,178,107,50,18,25,73,132,16,54,28,27,7,105,30,0
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Sporthal Drielanden (4),0243::SB23,3845GC,1571,1061,2,1,0,0,0,949,115,0,0,0,0,0,1064,184,146,56,37,64,83,130,34,71,30,37,19,150,20,0
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau CBS 'Het Startblok',0243::SB24,3845KA,1420,927,1,1,0,0,0,812,117,0,0,0,0,0,929,208,113,46,24,41,65,148,28,55,25,21,16,132,2,3
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Hervormde kerk 'Het Visnet' (av),0243::SB25,3848DE,640,385,0,0,0,0,0,347,38,0,0,0,0,0,385,64,59,24,9,17,19,91,14,20,10,8,4,45,1,0
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Wijkontmoetingscentrum Stad (de Tinne),0243::SB26,3841XH,1417,729,0,0,0,0,0,666,63,0,0,0,0,0,729,122,59,51,23,37,70,88,36,68,23,31,8,106,7,0
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Mobiel stembureau (1),0243::SB27,,0,147,2,1,0,0,0,136,14,0,0,0,0,0,150,15,25,4,6,13,21,26,7,10,4,9,0,7,0,0
Arnhem,Harderwijk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Mobiel stembureau (2),0243::SB28,,0,196,1,1,0,0,1,185,12,0,0,0,0,0,198,25,18,13,8,5,23,26,5,29,10,1,5,23,5,0
