contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Venlo,Venlo,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stadhuis Venlo,0983::SB1,5941 HJ,1928,984,2,1,0,0,0,904,83,0,0,0,0,0,987,116,81,64,173,60,94,137,27,39,13,168,6,6
Venlo,Venlo,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Huize Beerendonck,0983::SB2,5911 AD,1637,753,3,5,0,0,0,694,67,0,0,0,0,0,761,112,49,49,137,63,62,84,30,34,17,99,6,11
Venlo,Venlo,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeentearchief Venlo,0983::SB3,5914 PV,1724,839,3,3,0,0,0,780,65,0,0,0,0,0,845,134,87,63,103,45,76,107,28,38,23,111,6,18
Venlo,Venlo,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Lokaal Veestraat,0983::SB4,5914 RN,1347,549,0,3,0,0,0,482,70,0,0,0,0,0,552,83,127,52,23,21,30,49,14,18,20,67,3,42
Venlo,Venlo,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool de Meule,0983::SB5,5914 XS,1467,763,3,1,0,0,0,702,65,0,0,0,0,0,767,124,99,58,92,45,68,66,47,16,23,118,2,5
Venlo,Venlo,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stichting de Witte Kerk,0983::SB6,5914 PE,1288,618,1,3,0,0,0,536,86,0,0,0,0,0,622,51,179,61,40,18,38,38,21,21,8,99,4,40
Venlo,Venlo,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gilde Opleidingen,0983::SB7,5913 ES,1443,779,3,2,0,0,0,697,87,0,0,0,0,0,784,150,60,48,178,36,52,72,24,20,15,109,15,0
Venlo,Venlo,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau De Bantuin,0983::SB8,5916 SW,1734,996,4,0,0,0,0,896,104,0,0,0,0,0,1000,186,123,58,170,58,67,105,31,28,23,136,11,0
Venlo,Venlo,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau wijkgebouw d'n Dörpel,0983::SB9,5913 CZ,1804,1173,3,2,0,0,0,1068,110,0,0,0,0,0,1178,201,111,67,218,82,100,126,44,29,23,159,7,6
Venlo,Venlo,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Talentencampus Venlo,0983::SB10,5913 GB,1619,826,0,3,0,0,0,751,78,0,0,0,0,0,829,171,58,55,187,63,59,84,29,16,13,79,10,2
Venlo,Venlo,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau School aan de Vijver,0983::SB11,5913 TV,1669,948,5,1,0,0,0,953,1,0,0,0,0,0,954,132,68,63,207,84,99,117,36,26,13,100,2,1
