contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stadhuis,0297::SB1,5301 AL,1462,986,3,4,0,0,0,915,78,0,0,0,0,0,993,236,74,117,60,32,88,32,12,140,60,24,9,100,2
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Brede school de Waluwe cult café,0297::SB2,5301 RT,1321,895,5,4,0,1,0,815,90,0,0,1,0,0,905,158,103,79,57,56,101,32,14,79,27,39,9,125,16
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Brandweerkazerne,0297::SB3,5301 HK,1303,639,2,6,0,0,0,584,63,0,0,0,0,0,647,97,56,31,35,49,65,35,15,51,27,38,10,111,19
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Grote Aak,0297::SB4,5301 GX,1175,798,2,1,0,0,0,724,77,0,0,0,0,0,801,133,88,78,57,49,73,33,6,104,41,29,13,85,9
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Brede school  'de Zandkampen',0297::SB5,5301 WE,1076,705,0,0,0,0,0,644,61,0,0,0,0,0,705,92,65,65,43,34,77,42,9,112,32,38,6,88,2
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Wijkcentrum de Schans,0297::SB6,5301 JK,975,736,2,1,0,2,0,679,62,0,0,2,0,0,741,140,85,53,60,46,67,38,16,83,28,28,8,81,3
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis Kerkwijk,0297::SB7,5315 AL,766,456,0,1,0,0,1,397,59,0,0,0,0,0,457,51,79,19,15,41,23,41,87,20,10,18,3,48,1
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Eben Haëzer Bruchem,0297::SB8,5314 AX,1221,817,1,1,0,0,0,717,102,0,0,0,0,0,819,92,122,31,13,32,33,168,133,34,20,33,6,100,0
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Zorgcentrum  't Slot,0297::SB9,5311 CM,1229,908,3,3,0,0,0,784,130,0,0,0,0,0,914,125,130,22,19,22,34,90,259,43,22,17,3,118,4
Nijmegen,Zaltbommel,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Ons Trefpunt,0297::SB10,5313 AP,528,369,4,0,0,0,0,328,45,0,0,0,0,0,373,43,45,11,12,19,15,26,129,7,8,6,4,44,0
