contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK,JEZUS LEEFT
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Sociaal Cultureel centrum De Wieken,1734::SB1,6661 EA,1613,694,1,1,0,0,1,615,80,0,0,0,0,0,696,133,93,61,56,36,59,21,2,86,33,16,8,84,5,1
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Sportcentrum de Helster,1734::SB2,6661 AW,1571,979,4,1,0,0,0,863,122,0,0,1,0,0,985,191,151,108,70,66,78,35,2,104,22,35,8,104,5,0
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Overbetuwe College,1734::SB3,6661 ZR,2185,825,1,4,0,0,0,764,67,0,0,1,0,0,831,80,113,72,80,69,87,23,11,66,24,42,15,135,8,0
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Kruisakkers,1734::SB4,6662 DV,2609,1610,4,1,0,0,1,1400,214,0,0,0,0,0,1615,224,179,184,127,100,162,54,9,223,66,75,21,177,8,1
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Verzorgingscentrum Tertzio,1734::SB5,6661 CP,1178,829,3,1,0,0,0,746,87,0,0,0,0,0,833,203,143,89,34,35,61,26,0,68,27,42,15,85,0,1
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Brede School de Kersentuin,1734::SB6,6662 VH,1919,1279,1,5,0,0,1,1144,142,0,0,2,0,0,1287,226,137,154,121,50,107,43,5,182,44,37,16,146,10,1
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Onder de Toren,1734::SB7,6661 DA,1132,749,1,2,0,0,0,680,72,0,0,0,0,0,752,142,80,100,30,36,70,20,2,81,26,48,8,104,2,0
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Het Westeraam,1734::SB8,6661 TZ,2067,904,2,11,0,0,0,790,128,0,0,1,0,0,918,204,80,117,60,33,81,27,2,98,40,16,8,120,16,2
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Zorgcentrum Liefkenshoek, Heteren",1734::SB9,6666 BR,1784,924,9,1,0,0,0,853,81,0,0,0,0,0,934,124,127,57,54,82,78,71,16,80,22,41,13,156,2,1
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Zalencentrum De Bongerd,1734::SB10,6666 CR,2076,1298,3,6,0,0,0,1171,137,0,0,1,0,0,1308,212,180,81,56,97,129,89,18,77,42,59,18,232,8,0
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Cunerahof, Driel",1734::SB11,6665 CS,1767,1039,1,2,0,0,1,955,79,0,7,0,0,0,1035,141,153,73,57,88,89,34,4,100,52,56,15,170,6,1
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau RKSV Driel,1734::SB12,6665 CB,1549,619,0,1,0,0,0,554,66,0,0,0,0,0,620,122,80,49,35,45,39,34,2,57,23,14,7,109,3,0
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis Randwijks Hof,1734::SB13,6668 AS,1075,703,0,0,0,2,1,628,76,0,0,2,0,0,705,57,84,29,31,29,32,89,117,78,37,21,7,87,2,3
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Verenigingsgebouw de Poort Andelst,1734::SB14,6673 BM,1776,796,1,0,0,0,0,706,92,0,0,1,0,0,798,141,143,34,22,65,41,40,46,35,20,24,13,167,0,5
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Zorgcentrum De Hoge Hof, Herveld",1734::SB15,6674 BR,1932,1207,10,4,0,0,0,1101,120,0,0,0,0,0,1221,182,230,72,61,105,70,62,36,59,38,56,16,218,2,0
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis de Schakel,1734::SB16,6678 BT,1905,1054,4,2,0,0,0,959,101,0,0,0,0,0,1060,169,138,92,77,67,88,33,10,121,54,38,18,146,0,3
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Verenigingsgebouw Valburg,1734::SB17,6675 BR,1588,980,2,2,0,0,0,899,87,0,0,2,0,0,986,158,174,56,76,74,46,30,24,122,31,24,6,155,4,0
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau De Wanmolen, Zetten",1734::SB18,6671 BR,2084,1415,1,0,0,9,0,1277,130,0,9,0,0,0,1407,182,178,87,74,101,109,134,79,161,36,53,13,205,1,2
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau basisschool Ds. van Lingen,1734::SB19,6671 AN,1782,955,4,2,0,0,0,958,2,0,1,0,0,0,960,139,131,63,47,49,78,98,75,71,32,43,12,116,0,1
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau multifunctioneel centrum De Zon,1734::SB88,6661 TW,2449,1583,3,7,0,0,0,1592,2,0,0,1,0,0,1594,347,166,190,94,79,123,50,0,184,69,49,26,190,16,0
Arnhem,Overbetuwe,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau dorpshuis Beatrix (13-21 uur),1734::SB93,6677 PG,398,225,1,0,0,0,22,203,1,0,0,0,0,0,226,18,37,9,14,19,8,8,10,21,19,10,4,48,0,0
