contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),FNP,PVV (Partij voor de Vrijheid),ChristenUnie,Democraten 66 (D66),GROENLINKS,Partij voor de Dieren,50PLUS,Provinciaal Belang Fryslân,Natuurlijk Fryslân,DENK,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau LindeStede, Wolvega",0098::SB1,8471 KZ,1912,734,3,1,0,0,0,674,64,0,0,0,0,0,738,112,128,77,57,13,58,13,39,37,13,31,27,5,3,1,120
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Lycklama Stins, Wolvega",0098::SB2,8472 AB,1397,784,6,1,0,0,0,727,64,0,0,0,0,0,791,108,107,149,54,25,36,21,48,48,26,22,14,5,0,0,121
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Lenna, Wolvega",0098::SB3,8471 MT,1651,807,0,3,0,0,0,746,64,0,0,0,0,0,810,115,140,91,52,14,60,27,25,55,21,36,17,9,3,11,131
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Sickengaoord, Wolvega",0098::SB4,8471 BS,1519,795,4,4,0,0,0,750,53,0,0,0,0,0,803,133,102,74,48,24,74,47,23,41,25,23,26,5,1,3,146
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau kantine kv SIOS, Wolvega",0098::SB5,8471 HH,1499,770,2,2,0,0,0,722,52,0,0,0,0,0,774,118,99,78,65,19,93,17,27,42,13,29,29,5,6,4,126
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau OBS ""De Heidepolle"", Wolvega",0098::SB6,8471 VM,1461,715,2,2,0,0,0,667,52,0,0,0,0,0,719,80,100,92,57,17,57,30,23,46,27,31,21,10,7,7,110
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau 't Polderhuus, Munnekeburen",0098::SB7,8485 JE,1169,695,1,2,0,0,0,591,107,0,0,0,0,0,698,114,63,98,41,20,38,30,20,91,44,13,23,11,0,2,87
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Dorpshuis 't Griffioentje, Oldelamer",0098::SB8,8486 GD,301,217,0,0,0,0,0,190,27,0,0,0,0,0,217,66,15,41,5,5,10,11,6,17,9,0,1,2,0,1,28
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Dorpshuis De Bult, Ter Idzard",0098::SB9,8476 EN,533,335,0,0,0,0,0,300,35,0,0,0,0,0,335,91,22,71,4,15,14,11,13,32,12,13,3,2,0,0,32
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau OBS ""De Striepe"", Oldeholtpade",0098::SB10,8474 CE,877,533,2,0,0,0,0,490,45,0,0,0,0,0,535,96,72,76,23,16,40,15,25,37,20,22,9,1,0,3,78
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Mfc De Nije Stienze, Nijeholtpade",0098::SB11,8475 CB,381,283,1,0,0,0,0,254,30,0,0,0,0,0,284,56,56,37,6,5,13,2,22,18,12,11,8,5,0,0,32
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Dorpshuis De Tille, Boijl",0098::SB12,8392 MA,740,413,1,3,0,2,0,376,43,0,0,2,0,0,419,59,45,73,28,10,28,8,21,23,22,14,8,8,1,0,65
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Openbare Bibliotheek Noordwolde,0098::SB13,8391 BG,1199,673,5,1,0,0,0,631,48,0,0,0,0,0,679,29,101,80,54,13,67,26,23,48,39,34,14,11,0,4,130
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Clubgebouw vv Zandhuizen,0098::SB14,8389 TH,327,197,0,0,0,1,0,182,16,0,0,1,0,0,198,16,21,20,16,7,20,4,13,18,21,3,2,5,0,2,29
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau OBS ""De Velden"", Noordwolde",0098::SB15,8391 KG,695,409,0,1,0,0,0,373,37,0,0,0,0,0,410,41,60,44,29,2,23,18,22,44,36,23,5,3,1,0,58
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpscentrum Sonnega-Oldetrijne,0098::SB16,8479 HH,394,259,1,0,0,0,0,238,22,0,0,0,0,0,260,52,21,57,9,10,13,19,13,13,8,6,3,1,0,1,33
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau De Krommestede, Noordwolde",0098::SB17,8391 LH,1022,449,4,4,0,0,0,423,34,0,0,0,0,0,457,27,64,72,40,3,45,12,8,28,17,29,17,5,0,3,79
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau OBS ""De Klaeter"", De Hoeve",0098::SB18,8394 VL,326,242,0,1,0,0,0,214,28,0,1,0,1,0,242,40,21,32,6,7,7,15,17,32,16,9,2,6,0,0,32
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Gebouw Het Anker, Steggerda",0098::SB19,8395 PJ,975,560,1,0,0,0,0,504,57,0,0,0,0,0,561,144,65,62,31,15,36,15,7,29,20,26,10,10,0,0,90
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Gebouw 't Centrum, De Blesse",0098::SB20,8397 GC,1080,673,0,0,0,0,0,589,84,0,0,0,0,0,673,141,49,99,54,17,40,19,22,43,15,20,19,5,1,8,121
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Dorpshuis, Oosterstreek",0098::SB21,8388 NE,416,249,2,0,0,0,0,230,21,0,0,0,0,0,251,31,40,48,20,8,18,7,8,19,8,9,2,1,1,1,28
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Linde College, Wolvega",0098::SB22,8471 KR,860,370,4,0,0,0,1,334,39,0,0,0,0,0,374,60,66,41,23,9,33,14,24,21,9,16,5,1,0,0,48
,Weststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Gemeentehuis, Wolvega",0098::SB23,8472 AS,0,465,0,3,0,0,0,427,41,0,0,0,0,0,468,55,68,56,28,7,34,16,25,38,22,23,17,4,3,2,67
