contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,50PLUS/PARTIJ VAN DE OUDEREN,Ouderenpartij Noord-Holland,NIDA,Code Oranje,Forum voor Democratie,DENK,ChristenUnie
Den Helder,Heiloo,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Gemeentehuis Heiloo,0399::SB1,1851 JL,1991,1449,5,0,0,1,0,1297,158,0,0,1,0,0,1455,286,164,156,51,44,113,220,93,31,18,2,11,209,2,49
Den Helder,Heiloo,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Basisschool Paulus,0399::SB2,1851 ZC,1564,959,3,2,0,3,0,886,81,0,3,0,0,0,967,178,107,79,47,46,86,134,47,22,19,1,19,144,6,24
Den Helder,Heiloo,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Basisschool de Springschans,0399::SB3,1851 MA,2109,1384,2,4,0,2,2,1284,106,0,0,2,0,0,1392,234,149,147,50,61,107,246,95,31,28,1,18,186,1,30
Den Helder,Heiloo,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Bowling Heiloo,0399::SB4,1851 ND,1641,1071,1,1,1,0,2,967,103,0,1,0,0,0,1072,223,112,61,55,42,99,142,70,22,16,0,11,182,1,35
Den Helder,Heiloo,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Wijkgebouw Ypsalon,0399::SB5,1851 ZC,1953,1197,0,0,0,0,0,1090,107,0,0,0,0,0,1197,256,111,139,72,47,79,126,71,32,19,0,21,187,3,34
Den Helder,Heiloo,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Jan van Rijckenborghschool,0399::SB6,1852 CC,2284,1501,5,4,0,4,0,1377,129,0,4,0,0,0,1506,341,203,155,48,41,125,190,99,31,21,2,16,162,1,66
Den Helder,Heiloo,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Bibliotheek Heiloo,0399::SB7,1852 AR,1819,1557,6,4,2,0,2,1452,115,0,0,2,0,0,1569,232,132,202,57,76,182,214,113,46,33,3,17,195,5,50
Den Helder,Heiloo,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Basisschool Elckerlyc,0399::SB8,1852 WS,1857,1084,1,3,0,0,0,980,108,0,0,0,0,0,1088,172,118,123,45,44,73,172,67,45,18,1,23,148,2,33
Den Helder,Heiloo,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau De Benedictusschool,0399::SB9,1851 CK,1420,927,2,1,0,2,0,859,69,0,2,0,0,0,928,195,101,73,33,33,95,137,50,15,15,2,19,118,2,39
Den Helder,Heiloo,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau R.K. Basisschool Willibrord,0399::SB10,1852 WS,1944,1193,1,2,0,2,0,1061,137,0,0,2,0,0,1198,229,121,147,52,37,102,164,59,35,25,1,12,160,0,49
Den Helder,Heiloo,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Mobiel stembureau,0399::SB11,,0,71,1,2,0,0,0,68,4,1,2,0,1,0,72,14,4,9,1,1,14,6,7,2,3,0,0,7,0,3
