contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK,JEZUS LEEFT
Arnhem,Voorst,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Gemeentehuis,0285::SB1,7391 KA,1251,1147,5,4,0,0,0,1046,110,0,0,0,0,0,1156,301,154,114,24,39,92,57,16,115,44,43,15,131,1,1
Arnhem,Voorst,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis Voorst,0285::SB2,7383 CG,856,505,4,0,0,0,0,473,36,0,0,0,0,0,509,70,77,38,30,29,43,26,3,47,25,23,11,83,0,0
Arnhem,Voorst,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau 'De Benring',0285::SB3,7383 XC,1092,647,3,2,0,0,0,612,40,0,0,0,0,0,652,109,91,29,40,57,72,26,7,38,20,32,8,118,0,0
Arnhem,Voorst,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Multifunctioneel Centrum 'De Pauw',0285::SB4,7382 CC,1085,658,1,1,0,0,0,589,71,0,0,0,0,0,660,69,167,42,35,26,61,30,8,67,24,35,17,76,0,1
Arnhem,Voorst,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Verenigingsgebouw Lawa Mena,0285::SB5,7391 KG,1029,467,0,2,0,0,0,426,43,0,0,0,0,0,469,52,56,39,28,24,55,24,7,48,13,34,10,63,10,4
Arnhem,Voorst,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Openb basisschool Wilp-Achterhoek,0285::SB6,7384 DE,718,462,1,2,0,0,0,425,40,0,0,0,0,0,465,65,124,23,22,22,25,22,15,28,12,24,4,76,0,0
Arnhem,Voorst,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau 'Bethel',0285::SB7,7384 CS,1008,389,1,1,0,0,0,368,23,0,0,0,0,0,391,100,65,22,19,22,27,13,3,37,17,10,5,48,1,0
Arnhem,Voorst,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis 'de Pompe',0285::SB8,7384 BD,923,565,3,1,0,0,0,527,42,0,0,0,0,0,569,132,69,51,35,33,46,14,4,63,15,23,5,73,2,0
Arnhem,Voorst,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Schoolgebouw 'Wilpse Dijk',",0285::SB9,7391 JM,1144,547,1,2,0,0,0,503,47,0,0,0,0,0,550,110,67,48,32,17,62,19,4,78,28,25,7,49,1,0
Arnhem,Voorst,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Bibliotheek,0285::SB10,7391 DH,1379,794,3,3,0,0,1,742,57,0,0,0,0,0,800,108,111,64,54,62,76,32,10,65,23,49,20,106,14,0
