contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,50PLUS/PARTIJ VAN DE OUDEREN,Ouderenpartij Noord-Holland,NIDA,Code Oranje,Forum voor Democratie,DENK,ChristenUnie
Den Helder,Heerhugowaard,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Gemeentehuis,0398::SB1,1703EZ,2954,1675,10,13,0,3,0,1564,137,0,0,3,0,0,1701,239,126,144,96,92,156,173,50,62,93,5,48,327,4,60
Den Helder,Heerhugowaard,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau O.B.S. de Carrousel,0398::SB2,1703GA,1386,710,3,3,0,0,0,658,58,0,0,0,0,0,716,76,43,88,41,66,38,68,41,21,29,0,33,123,3,40
Den Helder,Heerhugowaard,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau De Zonnewijzer,0398::SB3,1703RC,2046,1357,4,6,0,2,0,1238,131,0,0,2,0,0,1369,219,169,129,68,92,92,154,40,37,37,6,39,222,14,39
Den Helder,Heerhugowaard,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Buurthuis de Hoeksteen,0398::SB4,1703AP,1839,771,1,3,0,0,0,712,63,0,0,0,0,0,775,66,56,74,50,88,36,86,32,21,38,5,32,146,3,38
Den Helder,Heerhugowaard,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau I.C.B.S. de Vaart Bakboord,0398::SB5,1703NK,1549,656,2,6,0,0,0,628,36,0,0,0,0,0,664,49,32,53,75,76,24,58,17,31,35,2,22,153,9,20
Den Helder,Heerhugowaard,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau I.C.B.S. de Vaart Stuurboord,0398::SB6,1703NK,1739,680,2,4,0,0,0,635,51,0,0,0,0,0,686,67,24,52,74,55,52,75,31,15,22,0,21,143,24,25
Den Helder,Heerhugowaard,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,"Stembureau Huygens college, Windmolen",0398::SB7,1703PS,1292,647,5,2,0,0,0,605,51,2,0,2,0,0,656,88,46,49,49,53,50,66,44,28,21,0,13,127,4,9
Den Helder,Heerhugowaard,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau O.B.S. Atalanta,0398::SB8,1704ZE,1751,547,3,1,0,0,0,488,63,0,0,0,0,0,551,124,71,50,28,25,19,55,13,15,15,2,13,92,13,12
Den Helder,Heerhugowaard,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau I.C.B.S. de Boomladder,0398::SB9,1702TB,1553,1008,3,2,0,0,0,945,68,0,0,0,0,0,1013,124,64,105,58,64,85,112,40,44,63,1,21,171,12,44
Den Helder,Heerhugowaard,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Woonzorgcomplex Arboretum,0398::SB10,1702TB,1818,817,3,3,0,0,0,768,55,0,0,0,0,0,823,62,33,89,60,72,77,83,48,24,61,4,29,136,7,32
