contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH),JEZUS LEEFT
Dordrecht,Molenlanden,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau De Spil, Bleskengraaf",1978::SB1,2971XG,1114,633,1,0,0,0,0,548,86,0,0,0,0,0,634,78,14,15,92,9,7,179,130,17,12,4,0,2,2,61,6,5
Dordrecht,Molenlanden,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Graafzicht, Bleskensgraaf",1978::SB2,2971AC,934,779,1,9,0,0,1,701,87,0,0,0,0,0,789,52,35,8,101,20,23,270,154,13,11,9,1,2,2,76,0,2
Dordrecht,Molenlanden,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau De Beemd, Oud-Alblas",1978::SB3,2969CD,1679,1116,1,3,0,0,0,990,130,0,0,0,0,0,1120,114,46,23,130,42,16,287,254,23,16,28,0,0,9,117,8,3
Dordrecht,Molenlanden,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau De Schommel, Molenaarsgraaf",1978::SB5,2973AJ,882,602,0,0,0,0,0,518,84,0,0,0,0,0,602,57,27,15,94,19,8,111,166,5,9,9,0,1,4,74,1,2
Dordrecht,Molenlanden,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Boerenklaas, Brandwijk",1978::SB6,2974BD,959,635,3,0,0,1,0,542,97,0,0,1,0,0,639,69,25,23,132,29,14,92,137,11,11,9,1,1,2,72,5,2
Dordrecht,Molenlanden,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau 't Wingerds Hof, Wijngaarden",1978::SB7,3366BD,548,419,1,3,0,0,0,370,53,0,0,0,0,0,423,37,15,11,71,6,6,108,88,12,15,6,0,0,0,42,1,1
Dordrecht,Molenlanden,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Dorpshuis, Ottoland",1978::SB8,2975BV,710,542,0,0,0,0,0,468,74,0,0,0,0,0,542,57,13,18,152,17,10,71,110,20,6,9,0,0,3,52,3,1
Dordrecht,Molenlanden,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Multistee, Goudriaan",1978::SB9,2977AB,701,504,1,0,0,0,0,445,60,0,0,0,0,0,505,63,21,9,132,22,5,79,92,14,15,9,0,0,2,40,1,0
Dordrecht,Molenlanden,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Sporthal De Reiger, Groot-Ammers",1978::SB10,2964AV,1654,828,0,0,0,0,0,711,117,0,0,0,0,0,828,113,52,39,128,25,9,139,142,15,11,27,2,0,2,118,6,0
Dordrecht,Molenlanden,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Hof van Ammers, Groot-Ammers",1978::SB11,2964BC,1524,1243,2,0,0,1,0,1105,141,0,0,1,0,0,1246,145,65,34,173,54,32,266,255,22,23,24,0,0,7,135,6,2
Dordrecht,Molenlanden,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau De Vijverhof, Nieuwpoort",1978::SB12,2965CG,1141,799,1,0,0,0,0,709,89,0,2,0,2,0,798,121,49,23,124,54,13,72,130,21,25,26,7,0,1,121,8,4
Dordrecht,Molenlanden,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Koningskerk, Langerak",1978::SB13,2967EG,1301,848,1,3,0,2,0,744,110,0,0,2,0,0,854,101,58,27,126,46,20,118,177,19,16,19,0,0,2,110,4,5
