contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),FNP,PVV (Partij voor de Vrijheid),ChristenUnie,Democraten 66 (D66),GROENLINKS,Partij voor de Dieren,50PLUS,Provinciaal Belang Fryslân,Natuurlijk Fryslân,DENK,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Rikkingahof Oosterwolde,0085::SB1,8431 MB,816,642,1,1,0,0,0,598,46,0,0,0,0,0,644,107,101,56,45,15,45,22,36,59,20,20,24,1,0,1,90
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Openbare Bibliotheek,0085::SB2,8431 LN,1185,662,4,1,0,0,0,622,45,0,0,0,0,0,667,59,109,74,52,20,56,27,38,69,27,21,25,6,1,5,73
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis Et Trefpuntien Makkinga,0085::SB3,8423 TG,831,493,3,0,0,0,0,455,41,0,0,0,0,0,496,58,78,82,23,23,22,8,26,46,26,8,20,5,1,1,66
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Kantine dorpsbelang Nijeberkoop,0085::SB4,8422 DH,211,150,4,0,0,0,0,127,27,0,0,0,0,0,154,27,7,29,6,7,8,3,3,12,16,4,0,5,0,0,23
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau MFA MeJander Oldeberkoop,0085::SB5,8421 PE,1258,764,1,1,0,0,0,707,59,0,0,0,0,0,766,99,142,101,36,23,34,23,41,66,54,25,14,7,0,2,97
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Zaal 't Anker Elsloo,0085::SB6,8424 PJ,524,328,0,0,0,0,1,298,29,0,0,0,0,0,328,58,20,49,20,7,17,8,13,29,19,9,17,4,0,1,57
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis Oons Dorpshuus Langedijke,0085::SB7,8425 SV,339,253,0,0,0,0,0,228,25,0,0,0,0,0,253,37,27,40,7,9,11,13,5,33,12,10,5,1,0,1,42
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Zaal Appelhof Riemsoord,0085::SB8,8426 EC,1224,773,1,1,0,0,3,706,66,0,0,0,0,0,775,76,122,80,57,17,58,29,35,56,43,31,33,3,0,3,130
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau De Schutse Appelscha,0085::SB9,8426 AG,1316,719,2,0,0,0,2,649,70,0,0,0,0,0,721,116,87,75,41,15,45,31,25,52,24,36,34,3,0,3,132
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis Et Legien Fochteloo,0085::SB10,8428 HE,315,228,0,1,0,0,0,206,23,0,0,0,0,0,229,31,28,33,7,6,9,21,8,32,14,4,4,0,0,4,27
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Verenigingsgebouw Pro Rege Donkerbroek,0085::SB11,8435 WV,1461,869,2,1,0,0,0,806,66,0,0,0,0,0,872,166,91,93,52,52,53,78,28,47,22,18,31,10,0,6,122
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Het Anker Oosterwolde,0085::SB12,8431 AH,1535,743,2,2,0,0,0,702,45,0,0,0,0,0,747,105,111,88,51,25,63,32,26,33,27,21,27,12,2,1,119
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis De Mande Haule,0085::SB13,8432 PL,479,349,0,1,0,0,0,313,37,0,0,0,0,0,350,52,33,48,13,9,22,29,9,34,15,15,3,6,3,3,55
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau MFC Waskemeer,0085::SB14,8434 NC,654,445,1,2,0,0,0,411,37,0,0,0,0,0,448,99,29,30,15,18,27,68,15,32,23,15,8,6,1,7,52
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Sinnehiem Haulerwijk,0085::SB15,8433 JP,1288,644,3,3,0,0,0,594,56,0,0,0,0,0,650,88,75,31,32,13,48,100,18,46,16,24,27,3,0,14,109
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau De Enter Haulerwijk,0085::SB16,8433 KV,1324,937,3,3,0,0,3,861,79,0,0,0,0,0,943,143,77,93,71,24,71,138,26,44,33,25,25,6,0,20,141
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Dorpshuis De Wijken Ravenswoud,0085::SB17,8427 RS,356,231,0,0,0,0,0,210,21,0,0,0,0,0,231,19,29,18,5,10,20,0,2,34,26,12,10,1,0,1,44
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau De Miente Oosterwolde,0085::SB18,8431 EJ,1616,897,9,1,0,0,0,871,36,0,0,0,0,0,907,95,175,73,61,23,99,35,21,71,24,38,32,6,3,1,140
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Gemeentehuis Oosterwolde,0085::SB19,8431 LE,1190,627,0,0,0,0,0,589,38,0,0,0,0,0,627,84,84,100,31,12,54,26,21,52,26,21,20,6,0,8,82
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau Stellinghaven Oosterwolde,0085::SB20,8431 HW,1255,569,0,2,0,0,1,527,43,0,0,0,0,0,571,74,91,30,42,12,45,17,12,37,34,16,30,12,0,0,117
,Ooststellingwerf,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,Stembureau CBS De Mandebrink,0085::SB21,8426 BZ,1385,734,0,7,0,0,0,679,62,0,0,0,0,0,741,114,96,69,49,22,39,37,22,54,52,15,36,12,0,6,111
