contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK,JEZUS LEEFT
Arnhem,Doetinchem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stadhuis,0222::SB1,7001EW,1520,950,8,2,0,0,1,901,58,0,0,0,0,0,960,135,115,54,103,61,104,17,8,92,44,42,10,152,13,0
Arnhem,Doetinchem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Pas,0222::SB2,7001GL,1678,842,5,1,0,0,0,779,69,0,0,0,0,0,848,118,133,96,52,40,111,19,5,91,28,27,6,112,3,1
Arnhem,Doetinchem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Daele,0222::SB3,7002HC,1677,967,3,3,0,0,1,906,66,0,0,0,0,0,973,106,146,78,86,65,117,66,19,98,25,42,10,98,8,3
Arnhem,Doetinchem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Het Trommelslag,0222::SB4,7002AZ,1637,731,1,3,0,0,0,688,47,0,0,0,0,0,735,66,95,37,92,76,77,36,13,56,28,38,13,97,4,3
Arnhem,Doetinchem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau OBS Hogenkamp,0222::SB5,7002KA,1265,571,2,2,0,0,0,530,45,0,0,0,0,0,575,35,51,29,70,63,54,22,7,57,24,33,10,101,14,1
Arnhem,Doetinchem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Schoneveld,0222::SB6,7003BK,1419,795,3,2,0,0,0,732,68,0,0,0,0,0,800,63,66,49,77,80,82,35,6,94,39,33,14,114,41,2
Arnhem,Doetinchem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Schavenweide,0222::SB7,7003EB,1312,598,2,2,0,0,1,557,44,0,0,0,0,0,602,78,104,49,38,35,66,46,5,59,16,28,6,62,5,1
Arnhem,Doetinchem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Ondernemingscentrum,0222::SB8,7005BK,1498,485,2,1,0,0,0,443,45,0,0,0,0,0,488,66,68,37,29,15,52,10,5,76,22,22,9,68,6,0
Arnhem,Doetinchem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Zonneboom,0222::SB9,7004EL,1431,930,2,3,0,0,0,853,82,0,0,0,0,0,935,165,132,64,63,72,72,33,4,101,30,37,12,133,9,3
Arnhem,Doetinchem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau IJzevoorde,0222::SB10,7004HT,607,383,1,1,0,0,0,345,40,0,0,0,0,0,385,87,112,17,4,19,16,32,9,19,25,5,0,38,0,0
Arnhem,Doetinchem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Canadaschool,0222::SB11,7006AD,908,563,0,0,0,0,0,523,40,0,0,0,0,0,563,113,95,57,52,13,60,8,1,48,16,24,7,67,2,0
