contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,50PLUS/PARTIJ VAN DE OUDEREN,Ouderenpartij Noord-Holland,NIDA,Code Oranje,Forum voor Democratie,DENK,ChristenUnie
Den Helder,Waterland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau Ned. Herv. Weeshuis,0852::SB1,1141 BN,1548,1088,2,2,0,0,0,976,116,0,0,0,0,0,1092,171,78,126,58,49,113,181,61,15,18,2,11,180,0,25
Den Helder,Waterland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau zorgcentra Evean Swaensborch,0852::SB2,1141 VZ,1454,864,6,2,0,0,1,797,74,0,0,0,0,0,872,88,45,63,65,36,140,90,35,24,28,1,6,216,1,26
Den Helder,Waterland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau openbare basisschool De Fuut,0852::SB3,1141 JL,945,677,0,1,0,0,0,616,61,0,1,0,1,0,677,89,57,93,43,44,45,77,37,18,12,0,16,130,0,16
Den Helder,Waterland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau Gemeentehuis,0852::SB4,1141 GV,1336,834,0,2,0,0,1,765,70,0,0,0,0,0,836,72,50,76,62,48,85,106,40,29,23,1,11,203,1,27
Den Helder,Waterland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau sporthal 't Spil,0852::SB5,1141 VC,1165,753,0,0,0,0,0,695,58,0,0,0,0,0,753,89,82,86,29,41,61,103,41,24,10,0,9,159,0,19
Den Helder,Waterland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau Karmac Bibliotheek,0852::SB6,1141 SE,1267,934,2,4,0,0,1,852,87,0,0,0,0,0,940,109,70,93,50,36,96,123,38,32,15,1,18,234,0,19
Den Helder,Waterland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau Het Hart van Katwoude,0852::SB7,1145 PN,231,177,0,0,0,0,1,154,22,0,0,0,0,0,177,22,10,2,8,3,39,30,8,2,2,0,0,43,0,8
Den Helder,Waterland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau Dorpshuis Het Trefpunt,0852::SB8,1156 BM,1453,991,4,3,0,1,2,897,101,0,0,2,0,1,1000,91,37,85,50,26,315,58,36,13,5,0,14,210,0,51
Den Helder,Waterland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau Karmac bibliotheek,0852::SB9,1151 AK,894,636,4,0,0,0,0,584,56,0,0,0,0,0,640,108,84,64,17,20,48,160,43,10,1,0,10,63,0,8
Den Helder,Waterland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau wijksteunpunt Broek in Waterland,0852::SB10,1151 CD,1128,805,0,2,0,0,0,720,87,0,0,0,0,0,807,123,77,73,40,34,53,143,63,17,18,1,8,129,2,24
Den Helder,Waterland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau obs De Overhaal,0852::SB11,1153 PD,338,282,1,0,0,0,0,250,32,0,1,0,0,0,282,44,25,23,7,9,25,65,22,4,1,0,3,42,0,12
Den Helder,Waterland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau Dorpshuis Ilpendam,0852::SB12,1452 PR,1403,1059,2,2,0,0,0,966,97,0,0,0,0,0,1063,150,74,98,57,39,154,134,49,20,15,0,9,230,1,29
Den Helder,Waterland,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau Dorpshuis De Nieuwe Boet,0852::SB13,1454 AM,393,249,1,0,0,0,0,209,41,0,0,0,0,0,250,50,21,18,15,5,19,50,21,5,2,0,2,36,0,5
