contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH)
Leiden,Noordwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Gemeentehuis Noordwijk,0575::SB1,2201 HW,1142,941,4,9,0,0,0,836,118,0,0,0,0,0,954,253,31,115,96,57,22,4,20,75,34,24,2,0,1,203,4
Leiden,Noordwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Vinkenhof,0575::SB2,2201 EM,1486,841,2,0,0,1,0,749,93,0,1,0,0,0,842,175,49,58,116,47,23,5,23,61,34,38,0,6,2,193,11
Leiden,Noordwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Woonzorgcentrum Jeroen,0575::SB3,2201 KS,1518,789,2,2,0,2,0,708,87,0,0,2,0,0,795,201,38,67,73,62,30,0,24,64,25,39,0,0,1,157,8
Leiden,Noordwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Wieken,0575::SB4,2201 RD,1529,853,5,5,0,0,0,796,69,0,0,2,0,0,865,139,75,49,65,61,46,4,11,74,34,51,9,1,3,221,10
Leiden,Noordwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Bibliotheek Noordwijk,0575::SB5,2201 MC,1771,1025,6,2,0,0,0,937,96,0,0,0,0,0,1033,215,56,110,103,94,38,2,26,90,36,59,2,0,2,185,7
Leiden,Noordwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Basisschool De Schapendel,0575::SB6,2203 GH,1391,938,1,2,0,0,0,857,84,0,0,0,0,0,941,170,73,81,109,76,22,1,27,76,31,38,17,0,2,208,7
Leiden,Noordwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Buurtkerk,0575::SB7,2202 GD,1364,747,5,1,0,0,2,645,106,0,0,0,0,0,753,291,34,57,61,23,5,4,14,26,27,17,0,0,2,182,4
Leiden,Noordwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Het Trefpunt,0575::SB8,2202 HJ,1050,920,1,5,0,1,0,818,107,0,1,0,0,0,925,219,51,66,79,68,26,7,19,54,37,38,1,0,1,246,8
Leiden,Noordwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Muze,0575::SB9,2202 NS,1203,541,1,1,0,0,0,477,66,0,0,0,0,0,543,157,17,59,33,29,7,5,6,34,18,33,0,0,0,140,3
Leiden,Noordwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Chr. Basisschool Wakersduin,0575::SB10,2202 SP,1012,644,0,2,0,0,0,579,67,0,0,0,0,0,646,147,34,55,52,55,23,1,10,40,16,37,3,4,2,154,11
Leiden,Noordwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Woonzorgcentrum Groot Hoogwaak,0575::SB11,2202 TG,1272,650,0,5,0,0,0,587,68,0,0,0,0,0,655,121,45,47,82,49,25,1,21,40,27,61,2,1,0,124,4
Leiden,Noordwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Fletcher Hotel De Witte Raaf,0575::SB12,2204 AT,656,341,1,1,0,0,4,290,49,0,0,0,0,0,343,95,29,23,39,18,6,2,10,16,17,14,0,0,0,67,5
Leiden,Noordwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Openbare Basisschool De Jutter,0575::SB13,2201 XP,1023,567,1,0,0,0,1,511,56,0,0,0,0,0,568,108,33,62,41,51,25,0,15,42,24,31,3,0,0,130,2
Leiden,Noordwijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Uitvaltij (voormalig basisschool),0575::SB14,2201 WL,1470,910,2,2,0,0,2,815,97,0,0,0,0,0,914,135,49,64,77,86,63,2,26,89,33,44,5,2,4,220,11
