contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH)
Leiden,Zuidplas,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Winkelcentrum de Reigerhof (v.m. Foto Klein),1892::SB1,2914KE,2054,1751,3,10,0,1,1,1589,177,2,0,3,0,0,1767,333,116,108,94,114,103,81,117,114,53,114,9,2,3,363,27
Leiden,Zuidplas,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Batavier,1892::SB2,2912SG,2108,833,0,4,0,0,0,750,87,0,0,0,0,0,837,165,42,76,63,59,36,48,89,50,34,29,0,1,1,131,9
Leiden,Zuidplas,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Comenius College,1892::SB3,2914 PN,1908,923,1,2,0,0,2,817,107,0,0,0,0,0,926,179,59,54,70,56,45,55,75,59,36,39,3,0,4,180,9
Leiden,Zuidplas,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Brede School Esse Zoom,1892::SB4,2911 CV,2167,1414,0,3,0,3,4,1222,186,0,5,0,2,0,1412,394,62,137,124,72,32,79,110,95,49,44,6,0,0,199,11
Leiden,Zuidplas,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Elim School,1892::SB5,2912VK,1789,767,1,3,0,1,0,687,85,0,0,1,0,0,772,103,41,52,88,46,36,23,87,45,20,29,44,6,1,137,9
Leiden,Zuidplas,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Woonzorgcentrum De Meander,1892::SB6,2912 PA,1550,1173,2,2,0,0,0,1062,116,1,0,1,0,0,1178,208,69,59,109,78,74,49,127,73,38,70,15,3,1,192,8
Leiden,Zuidplas,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Ringvaartkerk (voorheen de Bron),1892::SB7,2914VJ,1749,1252,1,0,0,0,0,1124,129,0,0,0,0,0,1253,211,52,92,119,82,53,39,122,89,62,67,1,3,4,246,10
Leiden,Zuidplas,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Basisschool de Wingerd,1892::SB8,2914 TK,1580,805,2,0,0,0,0,743,63,0,1,0,1,0,806,160,42,72,63,57,31,14,76,51,45,49,0,0,4,134,7
Leiden,Zuidplas,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Kerkelijk Centrum,1892::SB9,2912AA,1634,986,0,2,0,1,0,881,106,0,1,0,0,0,987,194,27,76,134,58,25,79,143,51,22,32,4,3,2,131,5
Leiden,Zuidplas,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Hervormd Centrum,1892::SB11,2761 AJ,1886,944,1,4,0,0,0,839,110,0,0,0,0,0,949,184,55,61,92,57,37,31,112,57,36,24,4,1,2,173,18
