contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gemeentehuis,0177::SB1,8101 AC,2302,1497,7,3,0,0,0,1416,92,1,0,1,0,0,1508,398,287,92,115,86,76,22,7,126,91,24,166,7
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau ZGR Swaenewoerd,0177::SB2,8102 BE,1451,880,4,1,0,0,0,820,65,0,0,0,0,0,885,241,145,46,64,53,60,11,6,76,49,24,101,4
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau KBS de Bolster,0177::SB3,8102 JH,1045,564,1,1,0,0,0,538,28,0,0,0,0,0,566,133,84,35,50,44,34,16,7,41,29,15,69,7
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dorpshuis Lierderholthuis,0177::SB4,8144 RG,473,271,0,0,0,0,0,254,17,0,0,0,0,0,271,88,40,13,20,11,10,6,1,25,8,6,43,0
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Adficount Salland B.V.,0177::SB5,8102 KE,1261,804,7,1,0,0,0,753,59,0,0,0,0,0,812,208,135,42,69,59,33,13,1,105,30,21,81,7
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Woonzorglocatie De Hartkamp,0177::SB6,8101 EN,1533,891,2,0,0,0,0,834,59,0,0,0,0,0,893,212,120,64,96,65,50,29,3,81,42,27,101,1
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Helpende Handen,0177::SB7,8101 PP,905,505,2,0,0,0,1,466,40,0,0,0,0,0,507,111,66,56,35,35,48,18,2,34,19,8,59,14
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Landstede MBO,0177::SB8,8101 AB,1175,315,0,0,0,0,0,290,25,0,0,0,0,0,315,49,77,18,22,8,28,4,0,45,12,2,41,9
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau OBS De Vogelaar,0177::SB9,8103 EA,1804,1146,3,0,0,0,0,1024,125,0,0,0,0,0,1149,237,236,59,103,92,52,27,4,143,44,21,127,1
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau De Noaber - Schuilenburg,0177::SB10,8103 RB,2068,983,2,0,0,0,0,883,102,0,0,0,0,0,985,244,278,43,56,69,47,18,0,85,27,14,102,0
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gemeenschapscentrum Elckerlyc,0177::SB11,8105 AR,1724,1104,1,3,0,0,0,985,123,0,0,0,0,0,1108,469,155,48,27,45,48,14,4,88,33,13,160,0
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gemeenschapscentrum De Schalm,0177::SB12,8106 AD,1223,704,0,1,0,0,0,621,84,0,0,0,0,0,705,327,115,30,14,34,32,13,3,30,19,4,82,1
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau MFA De Belte,0177::SB13,8112 AD,930,557,1,0,0,0,0,508,50,0,0,0,0,0,558,265,82,14,25,21,25,10,7,24,17,10,55,2
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau KulturhusTrefpunt,0177::SB14,8111 AD,1470,1037,6,1,0,0,0,949,95,0,0,0,0,0,1044,401,159,46,47,82,40,19,4,79,43,16,101,0
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau ZGR Stevenskamp,0177::SB15,8111 AR,1476,797,5,0,0,0,0,732,70,0,0,0,0,0,802,404,114,32,18,22,22,13,4,57,36,11,64,0
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Café De Hoppe,0177::SB16,8107 AD,1025,602,1,3,0,0,0,565,41,0,0,0,0,0,606,247,105,29,24,31,24,11,0,65,15,8,43,0
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau KBS De Rietkraag,0177::SB17,8103 BM,1768,812,3,0,0,0,0,754,61,0,0,0,0,0,815,154,132,56,70,83,37,25,4,77,51,16,105,2
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dorpshuis het Trefpunt,0177::SB18,8055 PZ,495,370,0,1,0,0,0,355,16,0,0,0,0,0,371,125,23,5,26,17,9,59,16,43,4,13,30,0
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Zaal-restaurant De Remise,0177::SB19,8141 PX,806,450,0,0,0,0,0,406,44,0,0,0,0,0,450,142,61,12,22,17,13,17,3,44,21,18,80,0
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Woonzorglocatie Het Wooldhuis,0177::SB20,8141 RV,1403,915,5,2,0,0,0,859,63,0,0,0,0,0,922,241,120,51,73,56,40,53,0,116,60,13,92,0
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dorpshuus Heino,0177::SB21,8141 GA,1618,1140,6,2,0,0,1,1065,83,1,0,1,0,0,1149,327,170,50,97,69,61,40,4,114,65,27,116,0
,Raalte,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Sporthal Hoogerheyne,0177::SB22,8141 HN,1736,1206,5,1,0,2,0,1128,86,0,0,2,0,0,1214,307,216,71,82,73,60,64,10,142,43,26,110,2
