contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Maastricht,Sittard-Geleen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Stadskantoor Sittard,1883::SB1,6131 LB,1836,866,4,4,0,0,0,785,89,0,0,0,0,0,874,200,69,47,108,80,60,102,27,40,18,103,12,0
Maastricht,Sittard-Geleen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Schouwburg De Domijnen,1883::SB2,6131 AJ,1737,843,2,2,0,0,1,788,58,0,0,0,0,0,847,170,67,58,87,73,75,116,36,39,14,101,5,2
Maastricht,Sittard-Geleen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Multifuntioneel Centrum Sanderbout,1883::SB3,6134 TZ,1768,713,0,4,0,0,0,618,99,0,0,0,0,0,717,26,260,80,19,28,51,47,38,13,21,102,8,20
Maastricht,Sittard-Geleen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis de Landjwaer,1883::SB4,6133 AJ,1672,1265,5,4,0,0,1,1108,165,0,0,0,0,0,1274,162,119,109,111,106,105,183,58,80,36,167,18,11
Maastricht,Sittard-Geleen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Fanfarezaal St. Jan,1883::SB5,6132 CD,1988,1194,3,0,0,0,1,1037,160,1,0,1,0,0,1198,284,63,44,255,102,73,100,59,32,20,139,22,1
Maastricht,Sittard-Geleen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Zorgcentrum de Kollenberg,1883::SB6,6137 AC,1067,573,6,5,0,0,0,539,45,0,0,0,0,0,584,104,74,54,55,35,30,57,39,31,18,68,8,0
Maastricht,Sittard-Geleen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Tafeltenniscentrum Sittard,1883::SB7,6137 PE,1625,738,4,3,0,0,0,679,64,0,2,0,2,0,743,114,142,95,37,37,55,75,36,32,11,88,15,1
Maastricht,Sittard-Geleen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis Broeksittard,1883::SB8,6137 SR,1632,719,6,1,0,0,0,623,103,0,0,0,0,0,726,64,227,56,19,16,47,71,43,20,8,109,11,28
Maastricht,Sittard-Geleen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Hogeschool Zuyd,1883::SB9,6131 MT,1356,580,3,1,0,0,0,529,55,0,0,0,0,0,584,112,74,31,55,46,32,76,32,31,18,65,5,3
Maastricht,Sittard-Geleen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Xonar,1883::SB10,6132 EL,1357,489,2,1,0,0,1,442,49,0,0,0,0,0,492,43,91,65,30,20,35,63,25,35,9,70,3,0
Maastricht,Sittard-Geleen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Basisschool Lahrhof,1883::SB11,6132 GN,1436,1094,3,2,0,0,2,968,129,0,0,0,0,0,1099,109,105,105,127,111,118,153,40,53,24,131,16,2
Maastricht,Sittard-Geleen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Zalencentrum De Oase,1883::SB12,6137 RX,2125,1124,36,7,0,0,0,1063,104,0,0,0,0,0,1167,140,162,113,99,84,100,144,45,51,19,135,29,3
