contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Maastricht,Gulpen-Wittem,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeentehuis,1729::SB1,6271 DA,1148,761,4,1,0,0,0,653,113,0,0,0,0,0,766,175,106,52,54,55,45,94,13,35,19,104,6,3
Maastricht,Gulpen-Wittem,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zorgcentr Dr. Ackenshuis,1729::SB2,6271 EA,1037,510,1,1,0,0,1,439,72,0,0,0,0,0,512,99,81,41,44,21,32,45,29,15,15,78,10,0
Maastricht,Gulpen-Wittem,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis Reijmerstok,1729::SB3,6274 NK,654,387,2,1,0,1,1,344,44,0,1,0,0,0,389,157,18,15,29,15,13,44,6,21,5,58,6,0
Maastricht,Gulpen-Wittem,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis Wielderhoes,1729::SB4,6321 BG,1079,570,3,0,0,0,0,515,58,0,0,0,0,0,573,180,68,32,42,34,25,63,11,22,19,70,4,0
Maastricht,Gulpen-Wittem,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool Op de Tien Bunder,1729::SB5,6321 CP,988,560,1,2,0,1,0,524,40,0,0,1,0,0,564,130,75,51,28,17,40,61,33,24,14,81,6,0
Maastricht,Gulpen-Wittem,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis A gen Sjoeël,1729::SB6,6281 AE,1500,899,11,4,0,0,0,802,112,0,0,0,0,0,914,200,103,68,74,48,41,139,40,25,22,126,12,1
Maastricht,Gulpen-Wittem,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis Patronaat,1729::SB7,6285 BD,894,534,2,3,0,0,0,463,76,0,0,0,0,0,539,168,63,38,42,16,18,67,11,25,10,69,6,1
Maastricht,Gulpen-Wittem,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Café A gen Baag,1729::SB8,6286 CA,574,286,2,0,0,0,0,245,43,0,0,0,0,0,288,46,39,18,20,11,15,21,19,25,16,53,3,0
Maastricht,Gulpen-Wittem,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis A ge Wienhoes,1729::SB9,6286 AM,584,387,1,0,0,0,0,340,48,0,0,0,0,0,388,88,51,34,26,15,21,36,12,30,14,58,2,0
Maastricht,Gulpen-Wittem,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Wooncomplex Agathahöfke,1729::SB10,6287 AL,1404,871,3,1,0,0,2,800,73,0,0,0,0,0,875,242,63,51,83,63,60,88,35,56,21,99,8,2
Maastricht,Gulpen-Wittem,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis Wilder Tref,1729::SB11,6286 BG,402,223,1,1,0,0,1,205,19,0,0,0,0,0,225,45,24,16,15,17,16,26,10,11,11,30,2,0
Maastricht,Gulpen-Wittem,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Fanfarezaal Berg en Dal,1729::SB12,6277 NC,533,346,0,0,0,0,2,307,37,0,0,0,0,0,346,96,23,23,42,7,21,45,14,26,7,41,1,0
Maastricht,Gulpen-Wittem,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Verpleeghuis Klein Gulpen,1729::SB13,6271 AA,1046,495,0,3,0,0,1,434,63,0,0,0,0,0,498,106,89,38,46,16,45,46,15,15,12,63,3,1
