contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK,JEZUS LEEFT
Arnhem,Berkelland,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Gemeentehuis,1859::SB1,7271 AX,1165,915,4,3,0,1,0,834,87,0,1,0,0,0,921,232,114,65,60,37,89,22,2,79,29,32,10,143,0,1
Arnhem,Berkelland,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Zorgcentrum J.W. Andriessen,1859::SB2,7271 EZ,1285,781,1,2,0,1,1,725,57,0,1,0,0,0,783,181,95,44,66,48,92,7,7,79,24,38,6,92,2,0
Arnhem,Berkelland,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau School Noord,1859::SB3,7271 XH,1528,880,2,0,0,0,0,814,68,0,0,0,0,0,882,183,86,58,81,72,100,15,2,89,30,36,11,108,8,1
Arnhem,Berkelland,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Wijkgebouw De Koppel,1859::SB4,7271 GN,1482,894,1,0,0,1,0,808,88,0,0,1,0,0,896,259,96,60,56,36,91,10,1,89,20,35,24,113,4,0
Arnhem,Berkelland,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Kiezel en Kei School,1859::SB5,7271 HB,764,430,1,1,0,0,0,394,38,0,0,0,0,0,432,94,52,21,33,22,45,11,3,45,14,20,6,62,1,1
Arnhem,Berkelland,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Zalencentrum Baan,1859::SB6,7274 AN,1057,750,3,2,1,0,2,679,76,1,0,2,0,0,757,251,140,31,31,24,60,22,2,68,19,18,7,77,0,0
Arnhem,Berkelland,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshoes Gelster,1859::SB7,7275 AH,523,348,0,2,0,0,0,328,22,0,0,0,0,0,350,70,86,17,8,10,29,17,2,36,12,3,3,54,1,0
Arnhem,Berkelland,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Kulturhus 't Stieltjen,1859::SB8,7273 SL,585,425,4,2,0,0,0,392,39,0,0,0,0,0,431,97,74,24,24,20,40,16,1,42,16,18,3,49,1,0
Arnhem,Berkelland,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Kerst Zwartschool,1859::SB9,7261 GH,1219,746,1,1,0,0,0,687,61,0,0,0,0,0,748,157,106,49,78,36,78,16,2,74,22,32,7,86,2,1
Arnhem,Berkelland,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Wooncentrum De Bundeling,1859::SB10,7261 BE,1228,781,5,0,0,0,0,716,70,0,0,0,0,0,786,184,110,38,55,21,71,25,3,86,31,25,16,116,0,0
