contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH),JEZUS LEEFT
Dordrecht,Zwijndrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gemeentehuis,0642::SB1,,1840,1710,3,4,0,1,1,1545,173,1,0,2,0,0,1719,235,123,80,169,104,82,134,142,97,75,88,26,6,1,325,20,3
Dordrecht,Zwijndrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau NS Station Zwijndrecht,0642::SB2,,0,906,0,0,0,0,0,828,78,0,0,0,0,0,906,92,75,59,64,53,47,46,62,65,30,43,23,3,4,227,12,1
Dordrecht,Zwijndrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Verenigingsgebouw 'P.V. Steeds Sneller',0642::SB3,,2037,718,2,4,0,0,0,645,79,0,0,0,0,0,724,106,59,19,74,42,40,33,59,26,17,46,1,0,1,185,9,1
Dordrecht,Zwijndrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Kinderdagcentrum 'Ons Blije Honck',0642::SB4,,1512,962,1,1,0,1,0,867,96,0,1,0,0,0,963,126,65,83,84,73,36,67,100,56,34,51,2,0,3,164,16,2
Dordrecht,Zwijndrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Winkelcentrum Walburg,0642::SB5,,4835,1804,8,4,0,0,3,1655,158,0,0,0,0,0,1816,264,146,103,195,128,83,84,139,125,69,110,18,4,4,300,24,8
Dordrecht,Zwijndrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Capital Sports 'Rob Sterkenzaal',0642::SB6,,2238,1318,5,1,0,4,0,1211,117,0,0,4,0,0,1328,177,69,47,156,100,53,177,132,41,36,84,15,2,5,204,19,1
Dordrecht,Zwijndrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wijkaccommodatie Xiejezo,0642::SB7,,2653,1160,2,6,0,0,0,1042,126,0,0,0,0,0,1168,94,87,34,97,71,57,100,106,62,41,55,152,7,3,169,24,1
Dordrecht,Zwijndrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wijkaccommodatie Hart van Meerdervoort,0642::SB8,,1662,1029,2,2,0,0,0,927,106,0,0,0,0,0,1033,63,126,39,84,90,65,44,115,51,46,53,57,6,3,171,16,0
Dordrecht,Zwijndrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wijkaccommodatie Kubiek,0642::SB9,,3578,1423,3,1,0,1,0,1306,120,0,1,0,0,0,1426,144,156,61,111,92,96,39,134,66,50,110,10,2,3,325,21,3
Dordrecht,Zwijndrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wijkaccommodatie 't Klankbord,0642::SB10,,3602,2305,8,3,0,16,2,2104,226,0,0,16,0,0,2332,434,158,127,200,149,97,56,218,126,64,124,9,3,12,498,30,0
Dordrecht,Zwijndrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Activiteitencentrum De Nedenrburgh / Cannenburgh,0642::SB11,,3434,1256,4,9,0,0,0,1163,106,0,0,0,0,0,1269,174,91,68,133,110,60,36,131,103,41,81,17,0,6,186,19,0
Dordrecht,Zwijndrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Sporthal ''Den Dam'',0642::SB12,,3058,1768,4,3,0,0,0,1605,170,0,0,0,0,0,1775,301,128,98,177,129,79,45,118,110,50,84,2,2,5,393,46,1
Dordrecht,Zwijndrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Sportcomplex ''De Hoge Devel'',0642::SB13,,1474,1028,7,0,0,0,2,920,113,0,0,0,0,0,1035,118,109,53,70,72,58,47,84,70,34,65,22,0,0,209,17,0
Dordrecht,Zwijndrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Nebo,0642::SB14,,1110,122,1,0,0,0,0,115,8,0,0,0,0,0,123,0,0,0,1,1,4,113,2,0,0,1,0,0,0,0,0,0
Dordrecht,Zwijndrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Swinhove / Ambachstaete,0642::SB15,,1479,117,1,0,0,0,0,103,15,0,0,0,0,0,118,12,16,3,24,11,6,1,8,2,4,9,2,0,0,16,3,0
