contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Maastricht,Beek,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeentehuis,0888::SB1,6191KA,1173,828,2,5,0,0,0,763,72,0,0,0,0,0,835,247,56,52,92,53,47,67,28,39,12,129,6,0
Maastricht,Beek,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau De Dagbeeker,0888::SB2,6191TX,1139,682,2,2,0,0,0,628,58,0,0,0,0,0,686,141,91,66,43,50,39,65,18,25,6,134,4,0
Maastricht,Beek,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Duivenlokaal,0888::SB3,6191TK,1149,635,1,0,0,0,0,585,51,0,0,0,0,0,636,163,65,50,31,33,46,51,46,32,12,87,10,9
Maastricht,Beek,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Woon-Zorgcentrum,0888::SB4,6191KZ,1144,704,2,7,0,0,0,645,68,0,0,0,0,0,713,246,60,31,84,51,22,53,31,21,15,81,6,3
Maastricht,Beek,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau L'Union,0888::SB5,6191BN,1255,631,2,0,0,3,0,586,50,0,0,3,0,0,636,183,77,36,37,33,38,36,33,22,14,105,13,4
Maastricht,Beek,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Muziekschool,0888::SB6,6191VP,1099,535,5,4,0,2,0,506,40,0,0,2,0,0,546,101,99,43,32,30,33,38,23,19,9,86,6,16
Maastricht,Beek,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis Neerbeek,0888::SB7,6191GN,933,676,0,2,0,4,2,608,64,0,4,0,0,0,674,159,55,54,62,45,41,50,85,20,9,86,10,0
Maastricht,Beek,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Willem-Tell,0888::SB8,6191RP,457,277,2,0,0,0,0,247,32,0,0,0,0,0,279,73,29,21,33,16,6,46,5,10,5,33,0,0
Maastricht,Beek,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis Genhout,0888::SB9,6191NZ,995,632,2,1,0,0,0,566,69,0,0,0,0,0,635,165,101,45,59,40,26,42,20,19,16,92,5,2
Maastricht,Beek,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau MFC 't Raodhoes,0888::SB10,6176BE,1072,645,1,0,0,0,0,585,60,0,1,0,0,0,645,156,87,44,43,41,35,53,33,18,15,113,7,0
Maastricht,Beek,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Bejaardensociëteit,0888::SB11,6176AS,961,561,0,0,0,0,0,513,48,0,0,0,0,0,561,131,88,47,51,32,27,31,25,21,17,84,7,0
Maastricht,Beek,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Schutterijlokaal,0888::SB12,6176BZ,776,477,1,1,0,0,0,417,62,0,0,0,0,0,479,137,61,32,54,18,26,42,14,20,9,57,7,0
Maastricht,Beek,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau School de Bron,0888::SB13,6191EK,1005,492,1,1,0,0,0,448,46,0,0,0,0,0,494,100,67,35,58,20,22,42,26,15,18,84,3,2
