contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Venlo,Roerdalen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau C.C. De Beuk,1669::SB1,6061 EG,1623,898,1,0,0,0,0,804,95,0,0,0,0,0,899,170,146,101,89,21,59,76,32,34,46,118,2,4
Venlo,Roerdalen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Hotel-Restaurant Roerdalen,1669::SB2,6061 AG,1606,657,3,1,0,0,1,587,75,2,0,2,0,0,663,129,112,45,63,14,39,37,25,27,25,136,1,4
Venlo,Roerdalen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Woonzorgcentrum Bergh,1669::SB3,6077 BK,1314,779,6,0,0,0,0,718,67,0,0,0,0,0,785,158,87,56,97,15,33,55,23,33,104,107,9,2
Venlo,Roerdalen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau MFC de Roerparel,1669::SB4,6077 CG,1391,713,1,2,0,0,0,636,80,0,0,0,0,0,716,141,81,47,89,24,35,57,20,23,87,102,6,1
Venlo,Roerdalen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Seniorenhof  De Vaert,1669::SB5,6065 CX,1243,678,6,1,0,0,0,620,66,0,0,1,0,0,686,176,120,43,68,13,48,28,21,17,37,101,6,0
Venlo,Roerdalen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zaal onder de Kerk,1669::SB6,6065 AS,1254,738,2,0,0,0,2,649,89,0,0,0,0,0,740,180,113,52,84,13,52,25,30,22,44,114,9,0
Venlo,Roerdalen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Andreasheem,1669::SB7,6074 BB,1489,799,0,3,0,0,0,718,84,0,0,0,0,0,802,125,130,53,148,48,34,55,12,22,49,110,3,10
Venlo,Roerdalen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Apollohal,1669::SB8,6074 EH,1302,771,1,4,0,0,0,702,74,0,0,0,0,0,776,160,89,41,154,34,49,67,29,17,39,86,4,2
Venlo,Roerdalen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Brede School De Berensprong,1669::SB9,6075 CW,1726,876,4,2,0,0,1,794,87,0,0,0,0,0,882,117,132,60,138,41,52,63,37,42,36,148,8,2
Venlo,Roerdalen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Woonzorgcentrum Bosscherhof,1669::SB10,6075 HE,1674,922,5,3,0,0,0,833,97,0,0,0,0,0,930,203,132,81,117,30,43,50,25,34,76,120,8,3
Venlo,Roerdalen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zaal Roerzicht,1669::SB11,6063 AL,976,442,1,1,0,0,0,388,56,0,0,0,0,0,444,121,60,19,44,16,12,24,18,24,28,72,4,0
Venlo,Roerdalen,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Basisschool St. Martinus,1669::SB12,6063 BW,828,439,5,1,0,0,1,390,54,0,0,0,0,0,445,96,105,26,49,15,16,22,10,10,26,59,5,0
