contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK,JEZUS LEEFT
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stadhuis,0267::SB1,3861 AK,1693,1060,0,0,0,1,6,929,124,0,1,0,0,0,1059,141,168,52,24,102,43,177,84,39,17,24,11,163,8,7
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Woonzorgcentrum De Pol,0267::SB2,3862 JN,1731,1159,2,1,0,0,0,1059,103,0,0,0,0,0,1162,216,205,43,32,44,49,221,133,51,21,30,3,106,2,3
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Schakel,0267::SB3,3862 CX,1916,1169,3,5,0,0,1,1056,120,0,0,0,0,0,1177,179,221,47,24,85,57,182,92,57,23,37,5,147,8,5
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Huize Sint Jozef,0267::SB4,3861 CK,1740,1069,8,2,0,0,3,1070,6,0,0,0,0,0,1079,132,242,45,27,86,58,123,67,44,24,34,18,154,15,0
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Oranje- Nassauschool,0267::SB5,3861 CW,1897,953,6,1,0,1,0,858,103,0,0,1,0,0,961,111,166,37,23,69,54,151,65,51,27,29,6,144,18,2
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Daltonschool Corlaer,0267::SB6,3863 AZ,1202,899,0,3,0,0,2,817,83,0,0,0,0,0,902,166,154,27,28,51,50,114,36,53,17,32,7,159,5,0
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Ichtusschool,0267::SB7,3863 AZ,1377,744,1,2,0,0,0,674,73,0,0,0,0,0,747,109,149,34,14,37,41,149,38,32,11,20,4,106,0,0
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau school Holk,0267::SB8,3863 EN,2281,859,0,1,0,0,0,771,89,0,0,0,0,0,860,165,128,36,17,47,39,140,32,33,20,28,5,155,13,1
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau school De Hoeksteen,0267::SB9,3863 HS,1371,821,4,1,0,0,1,738,87,0,0,0,0,0,826,123,96,33,23,45,37,161,65,45,21,19,8,123,22,0
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Open Kring,0267::SB11,3862 HN,1428,815,3,0,0,0,0,738,80,0,0,0,0,0,818,89,134,27,9,48,41,173,85,29,21,28,9,110,11,1
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Maranathaschool,0267::SB12,3862 GV,1456,978,5,3,0,0,0,900,86,0,0,0,0,0,986,112,163,25,18,61,55,211,93,67,16,22,9,111,14,1
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Koningslinde,0267::SB13,3862 EV,1263,761,2,2,0,0,0,684,81,0,0,0,0,0,765,76,117,37,28,55,39,108,67,55,10,27,10,111,19,2
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Vrijgemaakt Gereformeerde Kerk,0267::SB14,3862 MC,1498,868,6,1,0,0,0,801,74,0,0,0,0,0,875,74,132,19,46,53,34,199,50,63,31,26,15,119,5,2
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau school De Appelgaard,0267::SB15,3862 PD,1047,646,2,2,0,4,0,562,84,0,4,0,0,0,646,85,152,11,5,28,12,81,113,24,12,21,3,98,0,1
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Johannes Calvijnschool,0267::SB16,3864 EV,1647,967,4,1,0,1,0,861,112,0,0,1,0,0,973,156,137,32,18,99,25,127,93,35,26,24,10,177,2,6
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Voorpost,0267::SB17,3864 EC,1329,654,1,1,0,0,0,590,66,0,0,0,0,0,656,85,95,19,13,93,30,64,78,22,9,23,3,114,3,3
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Woonzorgcentrum De Stoutenborgh,0267::SB21,3871 HK,1239,742,0,0,0,0,0,674,68,0,0,0,0,0,742,132,91,54,21,44,42,68,82,60,18,27,9,93,1,0
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Spreng,0267::SB22,3871 TD,1519,1003,3,1,0,0,1,917,89,0,0,0,0,0,1007,198,135,64,24,48,82,100,73,97,43,30,7,97,2,3
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dorpshuis De Stuw,0267::SB23,3871 AM,1549,1280,4,2,0,1,3,1159,125,0,0,1,0,0,1287,242,134,122,32,75,80,115,81,116,47,43,8,184,1,0
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Willem Farelschool,0267::SB24,3871 JM,1679,802,1,1,0,2,0,715,87,0,2,0,0,0,802,145,73,61,20,20,49,85,133,62,24,15,9,102,2,2
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Hotel De Klepperman,0267::SB25,3871 AA,1421,1021,2,2,0,0,0,908,117,0,0,0,0,0,1025,219,112,74,26,51,50,113,88,59,25,33,15,154,2,0
Arnhem,Nijkerk,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Mobiel stembureau,0267::SB30,3863 EN,0,514,0,0,0,0,0,467,47,0,0,0,0,0,514,92,66,31,12,25,31,76,24,22,25,10,5,75,20,0
