contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,50PLUS/PARTIJ VAN DE OUDEREN,Ouderenpartij Noord-Holland,NIDA,Code Oranje,Forum voor Democratie,DENK,ChristenUnie
Haarlem,Uithoorn,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Gemeentehuis,0451::SB1,1423 AJ,1828,1408,0,3,0,4,0,1273,134,0,4,0,0,0,1407,299,120,127,97,62,88,145,72,51,14,4,12,276,5,36
Haarlem,Uithoorn,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau De Springschans,0451::SB2,1423 ET,2905,1702,2,3,0,9,0,1512,204,0,0,9,0,0,1716,386,175,134,106,67,112,193,79,44,3,3,34,316,8,42
Haarlem,Uithoorn,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau KnA-Gebouw,0451::SB3,1422 RG,1511,1102,3,2,0,0,0,1013,94,0,0,0,0,0,1107,195,75,102,75,62,55,109,57,38,10,1,20,284,3,16
Haarlem,Uithoorn,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Dorpshuis de Quakel,0451::SB4,1424 BK,1892,1163,0,5,0,3,0,1045,126,0,0,3,0,0,1171,279,61,61,56,28,144,102,34,45,10,1,23,284,3,32
Haarlem,Uithoorn,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Alkwin Kollege,0451::SB5,1422 MT,1453,757,2,0,0,4,0,693,70,0,0,4,0,0,763,171,62,64,50,25,47,69,25,35,4,2,14,171,3,15
Haarlem,Uithoorn,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Buurthuis Ponderosa,0451::SB6,1421 XM,1633,685,5,3,0,1,0,641,51,0,1,0,0,0,692,81,38,58,75,37,52,66,46,38,8,2,10,146,4,24
Haarlem,Uithoorn,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau het Duet,0451::SB7,1421 BN,1468,861,6,2,0,1,0,809,59,0,1,0,0,0,868,111,50,69,86,40,66,105,44,42,7,3,23,181,13,21
Haarlem,Uithoorn,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Wijkcentrum,0451::SB8,1422 DT,1354,905,3,5,0,3,0,842,68,0,3,0,0,0,910,138,71,106,67,36,100,112,35,45,11,1,14,137,6,26
Haarlem,Uithoorn,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Het Hoge Heem,0451::SB9,1422 CB,1988,1185,5,2,0,2,0,1093,101,0,0,2,0,0,1194,188,93,110,84,51,97,154,68,55,11,2,25,205,9,33
Haarlem,Uithoorn,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau De Brede School,0451::SB10,1422 WX,2264,993,1,0,0,0,0,860,134,0,0,0,0,0,994,289,99,71,56,34,65,98,31,26,4,1,17,182,6,14
Haarlem,Uithoorn,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Evang. Chr. Gem.,0451::SB11,1422 JP,1770,859,2,3,0,0,0,781,83,0,0,0,0,0,864,138,78,80,82,45,55,111,58,34,12,0,11,119,8,28
Haarlem,Uithoorn,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau R.K. Basisschool De Zon,0451::SB12,1424 AM,1446,829,2,0,0,1,0,749,83,0,0,1,0,0,832,174,47,43,75,39,79,69,34,30,13,1,20,177,0,28
