contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie-SGP,Lokaal Brabant,Ouderen Appèl - Hart voor Brabant,Forum voor Democratie,DENK,Senioren Brabant,Code Oranje
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeentehuis Meierijstad,1948::SB1,5461 KN,1445,1021,7,3,0,3,1,964,69,0,0,3,0,0,1034,212,181,82,61,87,65,73,40,30,7,16,8,117,29,12,1
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Dienstencentrum De Peppelhof,1948::SB2,5461 EA,1464,706,5,3,0,0,0,640,74,0,0,0,0,0,714,141,158,83,41,51,46,32,22,19,5,12,2,74,4,12,4
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Wijkgebouw De Bloemfontein,1948::SB3,5462 AE,1333,530,4,1,0,0,0,475,60,0,0,0,0,0,535,72,48,87,75,25,27,23,12,24,5,5,0,74,51,2,0
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Zorgcentrum Joachim en Anna,1948::SB4,5461 BL,1612,909,4,4,0,0,0,817,99,0,1,0,1,0,916,187,224,105,59,62,38,36,30,22,8,14,2,97,17,7,1
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Wijkcentrum De Lapvoet,1948::SB5,5463 JA,1418,708,1,0,0,0,0,634,75,0,0,0,0,0,709,89,60,90,56,29,30,53,13,17,4,18,4,127,113,5,0
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Zorgcentrum AAtrium,1948::SB6,5463 GK,1336,641,1,2,0,0,0,596,48,0,0,0,0,0,644,72,83,99,62,40,56,32,39,8,8,11,5,80,35,7,4
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Rode kruis gebouw,1948::SB7,5463 HM,1291,485,4,1,0,0,0,446,44,0,0,0,0,0,490,113,77,38,23,38,24,34,25,13,3,9,1,75,8,3,1
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gymzaal Zuid Basisschool De Vijfmaster,1948::SB8,5463 ET,1353,586,2,7,0,0,0,517,78,0,0,0,0,0,595,70,78,87,50,34,25,29,9,17,1,17,4,77,83,5,0
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Basisschool De Uilenbrink,1948::SB9,5467 BM,1325,778,2,2,0,1,1,693,89,0,0,1,0,0,783,170,93,68,45,89,51,61,24,26,8,14,3,103,17,5,1
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Verpleegtehuis de Watersteeg,1948::SB10,5467 AN,1123,731,3,4,0,0,0,666,72,0,0,0,0,0,738,109,134,104,52,49,44,41,24,30,15,8,2,96,18,5,0
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Wijkgebouw De Spil,1948::SB11,5467 JZ,964,517,3,2,0,0,0,457,65,0,0,0,0,0,522,57,52,77,59,44,39,25,16,15,7,13,2,87,18,3,3
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Basisschool  't Heibosch,1948::SB12,5467 KE,1236,686,1,1,0,0,2,634,52,0,0,0,0,0,688,124,82,75,52,63,39,65,25,21,6,11,3,98,13,8,1
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau ROC de Leijgraaf,1948::SB13,5467 HA,1151,569,0,0,0,0,3,507,59,0,0,0,0,0,569,80,67,59,44,72,31,43,22,16,9,12,3,76,25,8,2
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau M.F.C. De Hintel,1948::SB14,5464 PN,3076,1253,1,5,0,0,0,1099,160,0,0,0,0,0,1259,317,141,91,75,145,55,70,17,33,7,22,4,229,35,11,1
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeenschapshuis D'n Brak,1948::SB15,5464 VR,1363,726,0,2,0,0,0,632,94,0,2,0,0,0,726,157,212,71,28,48,16,26,16,27,2,23,4,88,1,6,1
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Dorpshuis Zijtaart,1948::SB16,5465 RJ,1347,797,3,4,0,1,0,712,93,0,0,1,0,0,805,111,312,40,59,44,31,26,28,15,2,33,2,88,1,4,1
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeenschapshuis De Brink,1948::SB17,5466 PE,1150,594,3,4,0,0,0,535,65,1,1,0,0,0,600,94,166,51,53,29,23,29,18,16,5,11,3,86,3,6,1
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Basisschool De Empel,1948::SB18,5469 SL,1244,591,5,1,0,1,0,512,84,0,1,0,0,0,596,90,189,53,31,60,17,23,16,10,1,11,4,82,0,3,1
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Simeonshof,1948::SB19,5469 CK,1250,644,4,1,0,0,0,570,79,0,0,0,0,0,649,85,256,44,41,34,20,22,24,9,2,13,4,89,0,1,0
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Raadhuis Erp,1948::SB20,5469 BK,1313,839,3,3,0,0,0,744,105,0,0,4,0,4,849,127,298,56,43,34,21,45,29,22,6,31,7,112,0,8,0
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeenschapshuis 't Span,1948::SB21,5469 EX,866,534,0,1,0,0,0,467,68,0,0,0,0,0,535,82,178,38,58,20,14,14,15,12,3,13,5,74,0,6,2
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeenschapshuis Den Hazenpot,1948::SB22,5469 PS,616,424,0,0,0,0,0,384,40,0,0,0,0,0,424,36,227,24,15,21,15,10,12,14,1,8,3,37,0,1,0
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Locatie voormalig gemeentehuis Schijndel,1948::SB101,5482 NG,2029,903,6,3,0,0,0,838,74,0,0,0,0,0,912,160,137,106,54,78,67,75,35,23,6,3,7,119,6,17,10
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Mgr. Bekkershuis,1948::SB102,5482 JD,1816,756,1,2,0,0,0,696,63,0,0,0,0,0,759,90,110,127,74,45,51,52,35,11,1,17,4,103,0,16,20
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Sportcomplex De Dioscuren (ingang HKV Amicitia),1948::SB103,5481 KD,1856,1099,0,3,0,5,0,964,133,0,5,0,0,0,1097,182,226,113,70,71,89,100,33,29,5,22,4,134,0,5,16
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau BS de Regenboog (locatie Hoevenbraak),1948::SB104,5482 BJ,2057,843,5,1,0,0,1,767,81,0,0,0,0,0,849,129,60,106,85,56,58,81,25,23,2,23,8,160,3,9,15
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Sociaal Cultureel Centrum de Vink,1948::SB105,5482 BD,2223,1085,3,4,0,16,0,996,114,2,0,18,0,0,1110,144,100,173,111,76,75,69,35,21,4,21,6,212,5,16,17
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Dorpscentrum De Schakel,1948::SB106,5482 DA,1368,681,4,1,0,0,0,590,96,0,0,0,0,0,686,117,94,71,44,59,50,44,29,23,5,11,4,111,3,2,14
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau 't Spectrum,1948::SB107,5482 WN,2201,1305,2,6,0,0,0,1157,156,0,0,0,0,0,1313,235,210,90,67,109,115,109,45,49,3,17,4,204,1,11,36
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Sociaal Cultureel Centrum de Kajuit,1948::SB108,5482 MA,1699,807,1,7,0,0,0,734,81,0,0,0,0,0,815,98,73,122,104,38,55,53,30,20,7,17,4,143,7,13,23
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Basisschool de Vossenberg,1948::SB109,5481 HD,1520,589,4,4,0,0,1,534,62,0,0,0,0,0,597,65,88,77,68,45,32,31,22,18,4,13,3,103,2,9,9
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Het Gasthuis,1948::SB110,5481 HL,1903,750,6,5,0,0,0,717,44,0,0,0,0,0,761,84,121,117,66,54,66,44,30,19,5,16,3,101,2,10,12
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Kasteel-Raadhuis Dommelrode,1948::SB201,5492 GD,1183,655,5,3,0,0,1,611,51,0,0,0,0,0,663,130,118,68,28,71,48,57,26,19,4,6,1,71,0,4,4
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Zorgcentrum Odendael,1948::SB202,5492 CT,1494,863,7,7,0,2,0,817,62,0,0,2,0,0,879,119,182,121,66,59,63,44,63,25,4,12,18,75,0,10,2
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Basisschool Dommelrode,1948::SB203,5492 BJ,1275,620,2,3,0,2,0,554,69,0,2,0,0,0,623,115,130,53,41,55,32,65,22,16,1,6,1,72,0,6,5
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Parochie De Goede Herder,1948::SB204,5491 EB,1697,808,6,3,0,0,0,747,70,0,0,0,0,0,817,139,151,102,72,64,53,43,34,17,7,16,1,92,1,8,8
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Basisschool Eerschot,1948::SB205,5491 AB,1210,710,5,1,0,0,0,618,98,0,0,0,0,0,716,148,167,55,33,66,27,38,17,8,3,20,4,116,1,5,2
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Kantine brandweerkazerne,1948::SB206,5491 GD,1668,1106,3,4,0,1,3,1007,102,0,1,0,0,0,1112,238,146,140,49,114,63,94,41,37,7,31,11,121,0,10,4
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Basisschool Kienehoef,1948::SB207,5491 JD,1655,967,0,3,0,1,0,870,99,0,1,0,0,0,969,149,104,138,62,89,97,87,35,26,9,16,5,133,0,9,8
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Meidoorn,1948::SB208,5492 EC,1203,652,2,0,0,2,0,588,68,0,0,2,0,0,656,113,155,55,46,47,28,33,36,17,8,13,5,81,1,6,8
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau MFA De Loop'r,1948::SB209,5491 XP,824,456,1,0,0,0,1,401,55,0,0,0,0,0,457,90,141,31,32,31,18,19,18,4,2,13,1,51,0,4,1
's-Hertogenbosch,Meierijstad,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Zalencentrum De Beckart,1948::SB210,5492 HT,1987,1068,9,2,0,0,0,945,134,0,0,0,0,0,1079,176,285,106,70,76,41,45,33,40,4,16,12,152,0,8,4
