contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH)
Leiden,Nieuwkoop,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Kaleidoskoop,0569::SB1,2421 EX,2303,1734,5,2,0,0,0,1566,176,1,0,1,0,0,1742,348,97,154,185,136,61,35,75,139,56,96,6,2,7,323,14
Leiden,Nieuwkoop,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Rank,0569::SB2,2421 BE,2296,1115,4,2,0,0,2,998,121,0,0,0,0,0,1121,298,53,90,149,61,16,39,39,62,23,43,0,0,5,230,7
Leiden,Nieuwkoop,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Kaleidoskoop theaterzaal,0569::SB4,2421 EX,2502,1222,1,0,0,0,0,1082,141,0,0,0,0,0,1223,257,75,89,154,82,34,24,51,83,36,60,5,2,4,252,14
Leiden,Nieuwkoop,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Rietzanger,0569::SB5,2431 AD,1279,829,1,2,0,0,0,749,83,0,0,0,0,0,832,177,33,50,160,59,26,6,23,54,33,42,2,3,6,147,8
Leiden,Nieuwkoop,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Schutse,0569::SB6,3652 LH,1022,586,1,2,0,0,0,522,67,0,0,0,0,0,589,116,24,36,117,22,5,32,56,30,15,12,1,0,0,118,2
Leiden,Nieuwkoop,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Parola,0569::SB8,2461 CE,2239,1227,2,2,0,0,0,1123,108,0,0,0,0,0,1231,243,68,66,235,85,39,9,27,54,45,71,1,0,13,255,16
Leiden,Nieuwkoop,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Koeleman Potplanten B.V.,0569::SB9,2461 TZ,1781,509,1,0,0,0,0,460,50,0,0,0,0,0,510,128,23,23,120,16,6,13,23,16,8,12,0,1,1,116,3
Leiden,Nieuwkoop,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Gemeentehuis Ter Aar,0569::SB10,2461 CC,1375,721,3,1,0,0,1,672,52,0,0,0,0,0,725,153,39,63,125,37,10,20,41,41,18,38,1,2,2,124,7
Leiden,Nieuwkoop,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Bibliotheek Ter Aar,0569::SB12,2461 DR,1840,1601,5,3,0,2,0,1475,136,0,0,2,0,0,1611,313,127,87,251,96,26,41,89,107,48,91,2,1,7,299,16
Leiden,Nieuwkoop,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Ringkant,0569::SB13,2441 AD,1592,734,0,0,0,1,1,667,67,0,0,1,0,0,735,138,58,70,107,32,24,20,39,39,8,35,0,0,3,157,4
Leiden,Nieuwkoop,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Gemeentehuis Nieuwveen,0569::SB14,2441 LE,2205,1102,0,3,0,2,0,982,125,0,0,2,0,0,1107,184,72,62,168,71,35,22,65,45,27,60,3,0,2,278,8
Leiden,Nieuwkoop,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Party-Centrum 't Trefpunt,0569::SB16,2435 XP,1792,939,3,1,0,2,0,842,103,0,0,2,0,0,945,185,60,63,168,42,21,10,57,45,28,42,0,1,3,208,6
Leiden,Nieuwkoop,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Mobiel stembureau,0569::SB21,,0,320,0,6,0,0,0,297,29,0,0,0,0,0,326,69,19,9,49,10,7,8,21,8,6,13,1,1,3,93,3
