contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Zwartewaterland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gemeentehuis Hasselt,1896::SB1,8061 CB,1537,833,2,1,0,0,0,735,101,0,0,0,0,0,836,119,78,46,57,26,55,183,65,62,30,14,97,1
,Zwartewaterland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Teeuwland Hasselt,1896::SB2,8061 JR,1427,903,2,0,0,0,0,827,79,0,0,1,0,0,906,142,55,32,55,15,61,247,73,47,29,33,114,0
,Zwartewaterland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau De Baak Hasselt,1896::SB3,8061 DA,1359,632,0,1,0,0,0,575,58,0,0,0,0,0,633,87,48,32,40,17,27,210,36,32,20,10,72,1
,Zwartewaterland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gemeentehuis Hasselt,1896::SB4,8061 CB,1160,924,3,1,0,0,0,826,102,0,0,0,0,0,928,135,87,50,56,32,42,218,76,51,31,16,130,0
,Zwartewaterland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau 't Olde Staduus Genemuiden,1896::SB5,8281 EV,1338,911,0,4,0,2,0,804,113,0,0,2,0,0,917,96,55,19,29,7,72,134,344,18,13,15,108,1
,Zwartewaterland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau De Schakel Genemuiden,1896::SB6,8281 AB,1872,649,0,0,0,0,0,556,93,0,0,0,0,0,649,66,25,15,23,3,35,145,281,5,3,3,45,0
,Zwartewaterland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau De Driester Kamperzeedijk,1896::SB7,8281 PG,600,456,0,0,0,0,0,407,49,0,0,0,0,0,456,127,14,6,1,4,18,77,164,2,2,1,40,0
,Zwartewaterland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau De Meente Genemuiden,1896::SB8,8281 DG,1675,848,4,3,0,0,0,751,104,0,0,0,0,0,855,78,18,32,30,5,45,190,342,17,17,4,70,0
,Zwartewaterland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Eben Haëzerschool Genemuiden,1896::SB9,8281 KN,1889,840,0,2,0,0,2,704,137,1,0,1,0,0,843,68,49,9,21,5,23,136,467,7,8,4,43,0
,Zwartewaterland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Arembergschool Zwartsluis,1896::SB10,8064 CD,1327,799,0,0,0,0,0,726,73,0,0,0,0,0,799,162,115,50,63,26,57,81,35,47,24,26,113,0
,Zwartewaterland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau De Schans Zwartsluis,1896::SB11,8064 DC,1044,722,3,2,0,0,0,662,65,0,0,0,0,0,727,171,64,40,67,12,58,117,15,20,31,16,111,0
,Zwartewaterland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Hotel Zwartewater Zwartsluis,1896::SB12,8064 PC,1295,744,0,3,0,0,0,673,74,0,0,0,0,0,747,162,70,34,54,21,65,112,42,28,24,19,113,0
,Zwartewaterland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Mobiel bureau De Schakel Genemuiden,1896::SB13,8281 AB,0,481,0,1,0,0,0,409,73,0,0,0,0,0,482,40,13,7,13,2,33,77,241,4,5,4,42,0
,Zwartewaterland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Mobiel bureau De Meente Genemuiden,1896::SB14,8281 DG,0,429,1,1,0,0,0,377,54,0,0,0,0,0,431,27,14,9,18,2,19,93,201,4,7,4,31,0
,Zwartewaterland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Mobiel bureau Eben Haëzerschool Genemuiden,1896::SB15,8281 KN,0,561,1,1,0,0,0,475,88,0,0,0,0,0,563,46,30,9,7,1,26,82,294,2,3,4,57,0
,Zwartewaterland,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Mobiel bureau De Baak Hasselt,1896::SB16,8061 DA,0,429,1,0,0,0,0,399,31,0,0,0,0,0,430,67,36,19,26,15,31,134,24,17,13,8,38,1
