contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH),JEZUS LEEFT
Dordrecht,Sliedrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Raadhuis,0610::SB1,3361 HE,1878,1014,6,0,0,0,0,896,127,3,0,3,0,0,1023,110,46,35,81,70,35,228,162,44,26,24,3,1,0,142,6,1
Dordrecht,Sliedrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gemeentekantoor,0610::SB2,3361 HJ,943,549,2,2,0,1,2,488,62,0,1,0,0,0,552,53,31,20,48,34,13,113,85,27,18,16,6,0,0,82,3,0
Dordrecht,Sliedrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau ASVZ (Merwebolder),0610::SB3,3363 WB,870,463,1,3,0,0,1,405,61,0,0,0,0,0,467,45,28,24,49,35,34,71,48,23,22,14,1,0,1,62,5,1
Dordrecht,Sliedrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau School De Sprong,0610::SB4,3363 HE,1159,649,1,4,0,0,0,591,63,0,0,0,0,0,654,60,51,12,64,41,30,115,84,28,20,24,5,0,2,108,5,0
Dordrecht,Sliedrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Roald Dahlschool,0610::SB5,3363 AH,1273,738,0,0,0,0,0,648,90,0,0,0,0,0,738,101,44,32,67,54,24,89,103,22,26,20,1,1,1,142,9,2
Dordrecht,Sliedrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Bibliotheek AanZet,0610::SB6,3363 CK,1837,1078,1,4,0,2,1,958,122,0,2,0,0,0,1081,80,58,28,104,78,39,302,135,42,22,39,7,0,5,127,7,5
Dordrecht,Sliedrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Voormalige BSO Pluk,0610::SB7,3363 CJ,611,406,1,0,0,1,0,361,45,0,1,0,0,0,406,21,31,11,38,19,11,126,51,8,6,10,0,1,3,68,2,0
Dordrecht,Sliedrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Verpleeghuis Waerthove,0610::SB8,3361 BM,394,239,0,1,0,0,1,208,31,0,0,0,0,0,240,11,18,8,20,18,7,44,33,10,9,8,2,0,0,49,2,0
Dordrecht,Sliedrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Prins Willem-Alexanderschool,0610::SB9,3362 GH,1966,1014,2,3,0,1,1,893,126,0,0,1,0,0,1020,128,96,44,99,54,57,89,133,25,22,38,16,3,3,192,12,3
Dordrecht,Sliedrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Trimclubgebouw ABC,0610::SB10,3362 BV,1211,720,0,4,0,0,0,662,62,0,0,0,0,0,724,58,55,17,60,67,50,151,68,26,24,38,14,1,2,84,5,0
Dordrecht,Sliedrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Stoeprand,0610::SB11,3361 CH,1553,849,2,1,0,1,0,758,93,0,1,0,0,0,851,75,78,27,88,47,39,153,98,32,19,18,16,0,1,151,5,2
Dordrecht,Sliedrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Zorgcentrum Parkzicht,0610::SB12,3362 BB,1453,871,1,4,0,0,0,782,94,0,0,0,0,0,876,56,58,21,84,63,48,251,88,30,24,36,6,1,5,93,7,0
