contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK,JEZUS LEEFT
Arnhem,Putten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Cultureel Centrum Stroud,0273::SB1,3881 BP,1395,1565,4,8,0,1,2,1400,174,0,1,0,0,0,1576,289,216,60,24,82,51,245,159,82,50,44,12,249,0,2
Arnhem,Putten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Andreaskerk,0273::SB2,3881 SH,1530,929,5,0,0,0,0,853,81,0,0,0,0,0,934,138,120,30,18,52,30,178,113,34,28,39,5,139,3,2
Arnhem,Putten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Woonzorgcentrum Elim,0273::SB3,3882 AL,1467,662,1,2,0,0,0,614,51,0,0,0,0,0,665,58,121,16,18,41,24,150,82,20,11,33,2,82,2,2
Arnhem,Putten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Aker,0273::SB4,3881 BZ,1333,886,4,3,0,0,2,816,75,0,0,0,0,0,893,106,139,22,10,40,22,190,145,28,16,39,9,114,2,4
Arnhem,Putten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Zuiderkerk,0273::SB5,3882 LJ,1509,1026,1,1,0,0,1,1027,0,0,0,0,0,0,1028,125,185,23,15,60,10,150,221,33,23,24,2,154,0,1
Arnhem,Putten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Verenigingsgebouw Stenenkamer,0273::SB6,3882 RC,1401,937,0,0,0,0,0,805,132,0,0,0,0,0,937,74,268,22,4,42,9,136,244,16,13,8,4,95,0,2
Arnhem,Putten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau School Schovenhorst,0273::SB7,3881 NC,703,357,0,0,0,0,0,306,51,0,0,0,0,0,357,47,39,9,11,27,14,34,35,29,13,8,2,88,0,1
Arnhem,Putten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau School Klein Schovenhorst, t.o. Aldi",0273::SB8,,1514,1078,4,4,0,0,0,985,101,0,0,0,0,0,1086,108,159,34,29,84,33,216,137,21,26,45,7,176,3,0
Arnhem,Putten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Verzorgingshuis De Schauw,0273::SB9,3882 AL,1529,1071,3,3,0,0,1,987,89,0,0,0,0,0,1077,112,166,23,35,76,34,229,134,30,24,49,3,149,0,7
Arnhem,Putten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau School De Wegwijzer,0273::SB10,3882 XE,1509,817,0,2,0,0,0,740,79,0,0,0,0,0,819,76,82,14,13,57,35,186,117,23,15,34,6,156,3,0
Arnhem,Putten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau School De Pelikaan,0273::SB11,3882 GN,1474,730,0,3,0,1,0,674,60,0,0,1,0,0,734,87,121,20,17,57,25,112,65,16,19,34,6,150,1,0
Arnhem,Putten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Wijkgebouw De Arendshof,0273::SB12,3882 JJ,1449,920,1,0,0,2,0,838,85,0,0,2,0,0,923,126,147,23,12,43,19,247,112,28,20,18,3,120,1,1
Arnhem,Putten,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Samaritaan,0273::SB13,3882 HS,1789,976,2,0,0,0,0,863,115,0,0,0,0,0,978,148,148,37,25,43,28,190,172,24,13,21,4,113,10,0
