contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Borne,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gemeentehuis,0147::SB1,7622 DG,1495,944,6,5,0,1,1,873,80,0,1,0,0,0,954,166,128,73,85,59,87,27,5,85,43,32,142,12
,Borne,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Basisschool Sprankel,0147::SB2,7622 HB,1489,826,0,3,0,2,0,756,71,0,2,0,0,0,827,144,123,78,70,49,71,20,4,79,43,17,118,10
,Borne,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Bornse Harmonie,0147::SB3,7621 EM,923,407,0,1,0,0,0,371,37,0,0,0,0,0,408,58,33,42,28,17,50,13,3,44,18,13,87,1
,Borne,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wijkgebouw De Letterbak,0147::SB4,7621 CV,1467,844,3,7,0,1,0,795,58,0,1,0,0,0,853,155,125,60,71,46,72,23,2,90,48,12,129,11
,Borne,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Sporthal 't Wooldrik,0147::SB5,7621 AH,1212,803,0,1,0,0,0,715,89,0,0,0,0,0,804,156,138,63,58,46,51,25,2,78,41,22,123,0
,Borne,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Brandweerkazerne,0147::SB6,7622 BM,1298,667,1,3,0,0,2,602,67,0,0,0,0,0,671,101,160,39,53,33,50,15,2,51,26,19,111,7
,Borne,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Het Dijkhuis,0147::SB7,7622 CM,1279,857,4,1,0,1,2,786,73,0,1,0,0,0,861,215,152,55,80,59,37,25,7,68,24,18,116,1
,Borne,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Basisschool Het Prisma,0147::SB8,7623 DR,1452,913,2,0,0,0,1,843,71,0,0,0,0,0,915,148,138,79,128,59,32,34,2,111,39,25,118,0
,Borne,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau MFA Sindron,0147::SB9,7625 PJ,1126,701,1,6,0,1,0,651,58,0,0,1,0,0,709,225,99,46,38,33,65,14,1,45,19,11,104,1
,Borne,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau De Veste 1,0147::SB10,7623 AX,1040,716,0,1,0,0,0,624,93,0,0,0,0,0,717,101,197,32,56,68,39,16,0,72,10,22,100,3
,Borne,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Basisschool St. Aegidius,0147::SB11,7626 LW,417,285,1,1,0,0,0,258,29,0,0,0,0,0,287,120,45,11,8,11,11,6,2,13,8,2,48,0
,Borne,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gemeenschapsruimte de Wanne,0147::SB12,7623 HD,1531,1005,4,1,0,1,0,928,83,0,0,1,0,0,1011,159,191,80,115,65,53,18,1,115,46,36,125,1
,Borne,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau De Wiekslag,0147::SB13,7621 EK,974,638,1,2,0,0,0,591,50,0,0,0,0,0,641,99,65,65,78,30,67,18,5,48,37,16,107,3
,Borne,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gezondheidscentrum Fleminghof,0147::SB14,7622 MB,829,685,6,1,0,0,1,642,49,0,0,0,0,0,692,154,100,40,88,44,40,26,4,68,29,11,78,3
,Borne,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau De Veste 2,0147::SB15,7623 AH,1429,652,1,1,0,0,0,574,80,0,0,0,0,0,654,96,202,25,58,54,39,19,3,55,4,14,83,0
