contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,50PLUS/PARTIJ VAN DE OUDEREN,Ouderenpartij Noord-Holland,NIDA,Code Oranje,Forum voor Democratie,DENK,ChristenUnie
Haarlem,Bloemendaal,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Gemeentehuis,0377::SB1,2051 GJ,1686,1226,2,2,0,4,0,1079,147,0,4,0,0,0,1226,355,251,100,12,14,86,175,79,13,10,0,11,93,0,27
Haarlem,Bloemendaal,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Centrum voor Jeugd en Gezin,0377::SB2,2061 HW,1151,767,4,1,0,0,0,684,88,0,0,0,0,0,772,170,102,65,21,33,49,115,53,17,8,0,5,98,2,29
Haarlem,Bloemendaal,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Kerkelijk Centrum,0377::SB3,2061 JD,1510,897,0,4,0,0,2,811,88,0,0,0,0,0,901,250,143,64,27,26,76,121,55,18,5,0,11,69,2,30
Haarlem,Bloemendaal,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Woonzorgcentrum De Rijp,0377::SB4,2061 SC,1776,1198,0,0,3,0,3,1077,121,0,0,3,0,0,1201,357,183,103,19,19,131,151,69,25,8,0,16,85,0,32
Haarlem,Bloemendaal,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Bloemendaalse Schoolvereniging,0377::SB5,2061 BB,495,461,0,0,0,0,1,403,57,0,0,0,0,0,461,214,63,15,11,5,30,42,21,7,2,0,3,37,0,11
Haarlem,Bloemendaal,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Gebouw Tinholt,0377::SB6,2051 LA,1505,1127,3,14,0,1,0,999,144,0,1,0,0,0,1143,263,217,100,12,9,62,237,74,12,7,4,8,80,0,42
Haarlem,Bloemendaal,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Vondelschool,0377::SB7,2111 CJ,1145,936,2,2,5,0,0,844,101,0,0,5,0,0,945,345,138,68,20,11,63,100,44,17,4,0,8,100,0,18
Haarlem,Bloemendaal,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau De Nieuwe Kring,0377::SB8,2111 AS,1173,840,0,0,0,1,1,838,0,0,1,0,0,0,839,331,100,45,17,2,73,65,53,11,1,0,3,98,0,41
Haarlem,Bloemendaal,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Adventskerk,0377::SB9,2111 HA,1131,787,1,3,0,0,3,652,136,0,0,0,0,0,791,335,109,23,14,2,88,47,20,7,3,1,8,104,0,26
Haarlem,Bloemendaal,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau De Voghelsanck,0377::SB10,2114 ES,890,542,2,2,0,0,0,500,46,0,0,0,0,0,546,94,57,36,26,19,88,46,28,16,6,0,11,94,1,20
Haarlem,Bloemendaal,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Dorpshuis Vogelenzang,0377::SB11,2114 ER,879,623,0,0,0,0,1,562,60,0,0,0,0,0,623,89,53,56,33,31,73,92,39,15,7,1,15,104,0,15
Haarlem,Bloemendaal,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Sparrenbosschool,0377::SB12,2121 CJ,993,593,0,0,0,0,0,536,57,0,0,0,0,0,593,179,75,33,7,12,55,71,27,13,2,0,4,95,0,20
Haarlem,Bloemendaal,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Het Trefpunt,0377::SB13,2121 AJ,1153,772,7,4,0,0,1,730,52,0,0,0,0,0,783,157,85,64,29,30,96,106,44,23,9,0,2,92,2,33
Haarlem,Bloemendaal,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Jagershuis,0377::SB14,2121 GW,981,473,1,3,0,1,0,435,41,0,1,0,0,0,476,95,35,33,23,10,54,69,28,19,5,0,6,80,1,15
Haarlem,Bloemendaal,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Centraal Servicepunt Bennebroek,0377::SB15,2121 VE,1039,843,6,4,0,1,0,787,65,0,1,0,0,0,852,166,80,89,25,33,92,120,43,30,10,1,16,104,1,33
