contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH),JEZUS LEEFT
Dordrecht,Maassluis,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Stadhuis,0556::SB1,3144 BA,1588,1138,6,5,0,3,1,1032,119,0,0,3,0,0,1152,138,96,72,111,112,45,8,46,65,37,88,112,6,0,189,13,0
Dordrecht,Maassluis,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Stroomopwaarts,0556::SB2,3144 CH,1891,1025,3,2,0,0,0,909,121,0,0,0,0,0,1030,181,74,69,96,70,42,4,56,53,31,36,27,1,1,274,8,2
Dordrecht,Maassluis,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Museum Maassluis,0556::SB3,3143 AS,1637,802,2,1,0,0,2,725,78,0,0,0,0,0,805,96,51,51,74,82,48,11,49,48,43,45,33,2,1,160,6,2
Dordrecht,Maassluis,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Stembureau Pr Christinaschool, loca. Startpunt",0556::SB4,3141 KS,1467,812,0,2,0,0,0,731,83,0,0,0,0,0,814,102,44,39,77,65,28,16,63,68,48,41,106,4,1,108,1,1
Dordrecht,Maassluis,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Restaurant De Ridderhof,0556::SB5,3141 XN,1430,785,3,2,0,0,0,712,78,0,0,0,0,0,790,137,59,42,91,60,19,7,65,47,26,42,15,1,4,163,6,1
Dordrecht,Maassluis,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau IKC de Kindertuin,0556::SB6,3141 BH,1346,577,2,1,0,0,0,529,51,0,0,0,0,0,580,64,37,33,53,48,26,5,53,43,28,19,58,10,4,95,1,0
Dordrecht,Maassluis,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Dienstencentrum De Vliet,0556::SB7,3141 AS,1519,839,3,3,0,6,0,792,59,0,0,6,0,0,851,98,84,43,113,90,37,7,63,63,30,58,16,2,3,125,7,0
Dordrecht,Maassluis,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Immanuëlkerk,0556::SB8,3142 CC,1757,863,8,4,0,0,0,816,58,0,0,0,0,0,874,74,90,47,120,70,43,10,55,43,22,49,50,9,1,175,4,1
Dordrecht,Maassluis,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Lentiz | Revius MAVO,0556::SB9,3142 AP,1551,860,6,1,0,1,0,782,86,0,0,1,0,0,868,141,75,48,113,82,35,12,57,39,29,51,19,3,1,152,2,1
Dordrecht,Maassluis,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Ontmoetingscentrum De Vloot,0556::SB10,3144 PC,1712,852,6,1,0,3,0,771,85,0,3,0,0,0,856,101,82,39,117,90,33,11,43,40,31,66,30,0,3,162,4,0
