contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,50PLUS/PARTIJ VAN DE OUDEREN,Ouderenpartij Noord-Holland,NIDA,Code Oranje,Forum voor Democratie,DENK,ChristenUnie
Amsterdam,Amsterdam,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau Stadhuis,0363::SB1,1011 PN,639,659,0,1,0,1,0,607,54,0,0,1,0,0,661,58,90,69,10,42,8,226,89,0,3,0,6,38,6,14
Amsterdam,Amsterdam,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau Stadhuis,0363::SB2,1011 PN,632,675,4,3,0,0,1,624,57,0,0,0,0,0,682,58,96,88,12,33,8,208,73,8,0,3,8,49,11,20
Amsterdam,Amsterdam,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau Universiteitsbibliotheek Amsterdam,0363::SB3,1012 WP,399,616,0,0,0,0,1,568,47,0,0,0,0,0,616,84,132,50,7,11,9,181,68,5,0,11,6,35,7,10
Amsterdam,Amsterdam,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau Leger des Heils,0363::SB4,1012 DB,1488,823,6,1,2,0,1,770,57,0,2,0,0,0,828,86,115,74,11,34,17,245,99,7,0,3,14,86,3,29
Amsterdam,Amsterdam,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau Kensho Premium Fitness,0363::SB5,1018 PR,885,940,0,6,0,0,83,863,0,0,0,0,0,0,946,92,156,132,21,31,16,273,87,12,3,10,12,53,32,10
Amsterdam,Amsterdam,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau OBS De Witte Olifant,0363::SB6,1011 LX,1029,843,0,1,0,0,0,773,71,0,0,0,0,0,844,72,112,106,13,43,6,287,116,7,0,2,7,62,3,7
Amsterdam,Amsterdam,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau Voormalige Stadstimmertuin,0363::SB7,1018 ET,765,605,2,0,0,0,0,562,45,0,0,0,0,0,607,68,117,61,7,25,14,188,64,7,1,1,7,36,0,9
Amsterdam,Amsterdam,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau OBS De Witte Olifant,0363::SB8,1011 DB,746,577,0,3,0,0,0,532,48,0,0,0,0,0,580,45,82,76,7,33,9,193,75,6,0,0,2,34,1,14
Amsterdam,Amsterdam,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau Brandweer Kazerne Hendrik,0363::SB9,1016 TG,1214,983,3,3,1,0,0,904,83,0,2,0,1,0,987,134,177,99,19,34,12,261,129,8,1,2,12,59,20,16
Amsterdam,Amsterdam,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stembureau Cultura Nederland,0363::SB10,1015 AB,947,522,2,4,0,0,0,482,46,0,0,0,0,0,528,115,101,51,8,17,13,113,58,3,0,0,1,33,1,8
