contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH),JEZUS LEEFT
Dordrecht,Brielle,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Zalencentrum,0501::SB1,3231 VJ,1389,761,0,2,0,4,1,704,62,0,0,4,0,0,767,152,36,55,60,72,40,3,10,70,42,51,0,0,2,151,14,3
Dordrecht,Brielle,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stadskantoor,0501::SB2,3231 AP,1782,946,2,2,0,0,0,853,97,0,0,0,0,0,950,193,66,80,57,92,31,9,26,64,38,48,0,1,4,222,15,0
Dordrecht,Brielle,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Scheepvaart & Transportcollege,0501::SB3,3232 AE,940,510,2,0,0,0,0,477,35,0,0,0,0,0,512,83,63,29,41,29,31,2,13,27,15,39,2,1,1,127,7,0
Dordrecht,Brielle,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Vlinderhof,0501::SB4,3232 SX,1105,710,1,2,0,1,0,666,48,0,0,1,0,0,714,150,47,49,82,69,26,0,30,31,28,45,0,0,0,135,17,1
Dordrecht,Brielle,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Dukdalf,0501::SB5,3232 CV,1366,816,2,0,0,1,0,757,62,0,0,1,0,0,819,142,83,51,47,61,35,7,22,49,37,50,1,0,3,196,32,0
Dordrecht,Brielle,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 't Dijckhuis,0501::SB6,3237 AK,1408,859,5,2,0,0,0,787,79,0,0,0,0,0,866,189,66,33,64,79,39,7,22,48,20,42,0,1,0,237,12,0
Dordrecht,Brielle,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Gaffelaar,0501::SB7,3238 AD,1538,865,2,1,0,0,0,791,77,0,0,0,0,0,868,160,81,54,73,57,33,0,17,32,32,39,0,1,3,256,26,1
Dordrecht,Brielle,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Plantage,0501::SB8,3232 LE,1176,628,2,0,0,1,0,563,68,0,0,1,0,0,631,134,42,44,59,54,29,2,20,31,16,41,2,1,2,138,13,0
Dordrecht,Brielle,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wellantcollege,0501::SB9,3232 VL,1110,549,2,3,0,0,0,512,42,0,0,0,0,0,554,62,74,24,36,42,37,6,16,31,23,29,2,0,0,155,12,0
Dordrecht,Brielle,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Les Rives,0501::SB10,3232 GN,840,500,0,2,0,4,0,454,44,0,4,0,0,0,498,89,33,35,27,61,31,1,19,22,19,28,0,1,1,127,6,0
Dordrecht,Brielle,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Maerlant,0501::SB11,3232 PX,989,596,3,2,0,0,0,529,72,0,0,0,0,0,601,159,48,41,35,33,17,2,9,20,21,22,5,0,0,181,2,1
