contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH),JEZUS LEEFT
Dordrecht,Dordrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stadhuis,0505::SB1,3311 CR,1978,1212,2,3,0,0,0,1119,98,0,0,0,0,0,1217,197,44,114,64,123,84,16,49,189,129,36,7,3,1,149,6,1
Dordrecht,Dordrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stadskantoor,0505::SB2,3311 GR,2022,1260,3,3,3,0,5,1113,151,0,0,3,0,0,1269,181,77,126,66,108,62,40,72,167,78,50,36,0,6,183,4,4
Dordrecht,Dordrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 't Zeepaert,0505::SB3,3311 BT,783,466,0,0,0,0,3,419,44,0,0,0,0,0,466,80,12,66,19,48,25,11,30,80,34,7,2,0,1,46,4,1
Dordrecht,Dordrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Centrum Stapal,0505::SB4,3311 TV,1343,744,3,4,0,0,0,682,69,0,0,0,0,0,751,84,58,57,43,66,42,5,32,84,49,47,32,0,2,134,8,1
Dordrecht,Dordrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Dordrechts Museum,0505::SB5,3311 XP,1414,752,5,0,0,0,0,690,67,0,0,0,0,0,757,56,41,88,45,79,38,9,23,148,54,25,42,2,2,94,6,0
Dordrecht,Dordrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau 't Klockhuys, bij toren Grote Kerk",0505::SB6,3311 CJ,677,380,1,0,0,0,2,339,39,0,1,0,1,0,380,75,17,54,25,22,15,21,31,52,23,8,0,0,0,33,3,1
Dordrecht,Dordrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau School Vest,0505::SB7,3311 LG,1545,840,2,2,0,0,0,738,106,0,0,0,0,0,844,86,42,101,59,81,54,20,41,148,66,24,26,3,3,84,1,1
Dordrecht,Dordrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Hogeschool InHolland,0505::SB8,3311 KB,1530,346,0,0,0,0,0,311,35,0,0,0,0,0,346,59,26,33,10,34,14,3,20,59,31,19,3,0,3,30,2,0
Dordrecht,Dordrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Energiehuis,0505::SB9,3311 RR,1705,748,1,2,0,0,0,660,91,0,0,0,0,0,751,104,15,76,31,69,41,3,29,126,40,18,123,6,3,58,4,2
Dordrecht,Dordrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Centraal Station, Portacabin op bordes",0505::SB10,3311 JV,2414,1103,4,4,0,0,4,1031,76,0,0,0,0,0,1111,119,39,159,43,99,46,36,73,217,90,18,23,6,5,123,6,1
Dordrecht,Dordrecht,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau School Noordhove,0505::SB14,3312 EP,1136,544,1,0,0,0,0,496,49,0,0,0,0,0,545,47,34,38,27,50,38,16,37,81,52,13,26,4,2,73,4,2
