contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Deventer,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Het Stadhuis,0150::SB1,7411 NW,1872,1435,6,4,0,0,4,1352,84,0,5,0,5,0,1440,59,190,90,186,190,36,41,4,339,21,148,124,7
,Deventer,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Groote-en Voorster Gasthuis,0150::SB2,7411 RA,1984,1135,2,6,0,3,0,1067,79,0,0,3,0,0,1146,61,189,65,136,136,31,35,6,262,28,98,85,3
,Deventer,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Biljartcentrum De Dam,0150::SB3,7411 GL,1535,1031,4,2,0,0,0,990,47,0,0,0,0,0,1037,52,156,48,139,123,26,40,0,234,24,102,85,2
,Deventer,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Buurthuis 't Hovenhuus,0150::SB4,7419 CT,1777,1139,3,0,0,0,0,1074,68,0,0,0,0,0,1142,75,127,92,162,87,47,27,2,302,38,74,103,3
,Deventer,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Basisschool Adwaita,0150::SB5,7412 EV,1493,840,0,1,0,0,0,777,64,0,0,0,0,0,841,43,83,57,142,67,62,28,3,180,17,46,92,20
,Deventer,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Speeltuinvereniging De IJssel,0150::SB6,7412 BV,1698,912,2,1,0,0,3,845,67,0,0,0,0,0,915,33,72,83,156,84,36,38,1,187,32,77,79,34
,Deventer,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Partycentrum De Horst,0150::SB7,7412 XM,1971,1131,6,3,0,0,0,1071,69,0,0,0,0,0,1140,52,117,50,196,106,28,50,1,294,23,91,93,30
,Deventer,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Cees Wilkeshuisschool,0150::SB8,7412 SM,1941,997,9,1,0,0,1,931,75,0,0,0,0,0,1007,37,87,102,161,72,89,38,5,118,62,66,122,38
,Deventer,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Woon- en zorgcentrum St.Jurriën,0150::SB9,7412 PL,1739,755,3,0,0,0,0,717,41,0,0,0,0,0,758,46,83,62,102,68,72,37,4,95,24,54,102,6
,Deventer,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Het Enkhuis,0150::SB11,7413 TX,2673,1099,7,3,0,0,0,1003,107,1,0,1,0,0,1110,45,92,66,168,100,66,24,5,228,16,73,95,121
,Deventer,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau De Kleine Planeet,0150::SB13,7413 BA,1946,977,0,0,0,0,0,908,69,0,0,0,0,0,977,32,72,61,175,63,64,22,3,228,14,73,67,103
,Deventer,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Speeltuin De Driehoek,0150::SB14,7416 ZJ,1760,905,0,4,0,3,0,853,59,0,0,3,0,0,912,36,96,65,122,72,61,44,2,186,28,69,91,33
,Deventer,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Basisschool De Kleine Planeet,0150::SB15,7416 WV,1092,411,0,5,0,0,0,383,33,0,0,0,0,0,416,22,40,36,49,46,37,15,1,71,15,24,42,13
,Deventer,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Woon- en zorgcentrum De Bloemendal,0150::SB16,7414 BJ,1408,712,2,3,0,0,0,672,45,0,0,0,0,0,717,71,71,67,131,52,45,27,2,99,35,22,78,12
,Deventer,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Thomas Wildey,0150::SB17,7414 AE,1937,922,3,3,0,0,0,807,121,0,0,0,0,0,928,50,138,78,158,94,57,29,3,132,32,38,110,3
,Deventer,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Wijkcentrum De Schalm,0150::SB18,7414 EA,1226,702,7,3,0,1,0,676,37,0,0,1,0,0,713,55,68,73,103,38,61,34,9,104,42,31,76,8
