contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Venlo,Maasgouw,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Gemeentehuis,1641::SB1,6051 DZ,2042,1101,6,3,0,0,0,994,116,0,0,0,0,0,1110,337,130,50,86,30,43,54,60,42,27,211,23,8
Venlo,Maasgouw,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Basisschool 't Breerke,1641::SB2,6051 GG,2552,1188,3,2,0,0,0,1051,142,0,0,0,0,0,1193,294,164,66,87,54,44,53,69,37,58,249,13,0
Venlo,Maasgouw,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis Baekerhoes,1641::SB3,6051 JG,1058,625,7,2,0,0,0,571,63,0,0,0,0,0,634,229,75,27,67,24,24,38,14,9,21,90,5,2
Venlo,Maasgouw,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Sportzaal Linne,1641::SB4,6067 CG,1299,854,1,2,0,0,0,773,84,0,0,0,0,0,857,155,99,38,115,25,39,54,90,42,48,142,7,0
Venlo,Maasgouw,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Trefcentrum Stevensweert,1641::SB5,6107 BZ,1350,738,3,0,0,0,0,668,73,0,0,0,0,0,741,208,115,44,78,22,29,33,36,44,27,100,1,1
Venlo,Maasgouw,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Verenigingszaal Lakerhoes,1641::SB6,6109 AR,690,359,5,2,0,0,0,333,33,0,0,0,0,0,366,117,46,14,37,17,7,19,14,33,8,46,0,1
Venlo,Maasgouw,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Kantine BMV Sporthal Reutsdael,1641::SB7,6097 BH,1479,1062,4,3,0,0,0,992,77,0,0,0,0,0,1069,251,111,73,96,76,64,68,33,50,69,153,10,8
Venlo,Maasgouw,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Proteion St. Jozef,1641::SB8,6019 AN,1680,800,6,2,0,0,0,728,80,0,0,0,0,0,808,181,100,58,74,34,39,47,51,22,48,142,4,0
Venlo,Maasgouw,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis 't Leuke,1641::SB9,6099 AR,1462,810,9,0,0,0,0,751,68,0,0,0,0,0,819,144,106,57,94,64,44,48,40,26,62,116,8,1
Venlo,Maasgouw,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Proteion Sterrebosch,1641::SB10,6017 AL,1992,1070,9,3,0,0,0,963,119,0,0,0,0,0,1082,256,120,85,86,66,57,76,43,46,50,173,11,1
Venlo,Maasgouw,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Koraal locatie St. Anna,1641::SB11,6097 AH,2280,681,1,2,0,0,0,612,72,0,0,0,0,0,684,137,65,37,105,45,22,57,32,45,34,96,5,1
Venlo,Maasgouw,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Stembureau Kantine TC Linne,1641::SB12,6067 JA,1654,767,6,1,0,0,1,701,72,0,0,0,0,0,774,131,114,50,78,24,37,46,97,12,32,138,7,1
