contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH),JEZUS LEEFT
Dordrecht,Rijswijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau OBS Nicolaas Beets,0603::SB1,2281 TH,1553,878,2,0,0,0,2,804,74,0,0,0,0,0,880,124,32,112,28,90,48,7,37,188,63,21,4,2,3,113,6,0
Dordrecht,Rijswijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Amicitia,0603::SB2,2281 GA,1747,1321,1,6,0,4,0,1170,162,0,0,4,0,0,1332,309,35,237,110,119,12,9,50,214,66,35,0,0,8,109,7,1
Dordrecht,Rijswijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Dienstencentrum Het Oude Raadhuis,0603::SB3,2282 AL,1361,796,9,4,0,4,0,740,65,0,4,0,0,0,805,104,81,76,42,68,32,2,25,93,62,35,3,1,4,165,3,0
Dordrecht,Rijswijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wijkcentrum Oud Rijswijk,0603::SB4,2282 RZ,2032,1235,2,3,0,8,1,1144,103,0,0,8,0,0,1248,194,78,158,75,114,55,2,45,181,63,50,5,4,6,200,5,0
Dordrecht,Rijswijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Sportcentrum De Schilp,0603::SB5,2285 SP,1590,809,1,2,0,1,1,748,64,0,0,1,0,0,813,156,83,71,58,70,26,3,16,74,33,47,0,0,1,165,6,0
Dordrecht,Rijswijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Woonzorgcentrum Vredenburch,0603::SB6,2282 SK,1917,959,8,6,0,0,0,903,70,0,0,0,0,0,973,171,108,95,79,77,47,2,25,102,57,46,4,0,2,138,4,2
Dordrecht,Rijswijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau speeltuinvereniging Inter Amicos,0603::SB7,2282 KV,1633,789,2,4,0,0,0,735,60,0,0,0,0,0,795,137,70,107,21,79,21,1,28,89,34,34,12,1,0,147,6,2
Dordrecht,Rijswijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Amateurspalet,0603::SB8,2282 HM,1609,764,2,1,0,0,0,717,50,0,0,0,0,0,767,108,83,61,36,78,34,4,25,66,42,40,6,0,1,169,11,0
Dordrecht,Rijswijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Gemeentehuis,0603::SB9,2284 DP,639,685,4,3,0,0,0,626,66,0,0,0,0,0,692,139,61,52,43,67,23,3,25,56,26,41,16,3,1,123,5,1
Dordrecht,Rijswijk,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Belvédère Rijswijk,0603::SB10,2283 XM,1845,827,4,4,0,0,0,776,60,0,0,1,1,0,836,125,113,53,46,72,44,4,17,58,50,49,13,2,2,167,10,2
