contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie-SGP,Lokaal Brabant,Ouderen Appèl - Hart voor Brabant,Forum voor Democratie,DENK,Senioren Brabant,Code Oranje
's-Hertogenbosch,Someren,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeentehuis,0847::SB1,5711 EK,1216,1052,9,0,0,0,0,947,113,0,1,0,1,0,1060,168,278,59,71,36,61,53,36,23,3,47,6,180,5,25,1
's-Hertogenbosch,Someren,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Kantine De Postel,0847::SB2,5711 ET,1828,970,2,2,0,1,0,859,116,0,0,1,0,0,975,123,209,86,83,69,61,58,44,23,13,39,1,133,2,25,1
's-Hertogenbosch,Someren,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Sonnehove,0847::SB3,5711 HA,1899,859,3,0,0,1,0,775,86,0,1,0,0,0,861,144,244,48,70,31,50,40,50,15,5,33,6,101,0,19,3
's-Hertogenbosch,Someren,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Weijers,0847::SB4,5711 VV,1836,846,2,7,0,0,0,752,105,2,0,2,0,0,857,147,226,41,60,32,67,50,35,14,6,34,2,108,2,20,2
's-Hertogenbosch,Someren,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Eegelshoeve,0847::SB5,5711 VG,1569,656,1,1,0,1,0,589,68,0,1,0,0,0,657,84,126,46,79,32,35,27,50,21,6,25,6,99,3,15,2
's-Hertogenbosch,Someren,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Bunt,0847::SB6,5712 GC,1126,664,4,2,0,0,0,577,92,0,1,0,1,0,669,105,201,22,71,31,21,19,16,17,3,19,2,116,0,20,1
's-Hertogenbosch,Someren,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Vurherd,0847::SB7,5715 AN,1814,1053,14,1,0,0,0,933,134,0,1,0,1,0,1067,163,270,64,70,77,61,67,42,35,7,29,3,150,1,13,1
's-Hertogenbosch,Someren,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Einder,0847::SB8,5712 CE,1118,782,0,0,0,0,0,663,119,0,0,0,0,0,782,92,176,50,69,23,33,21,29,15,4,82,3,135,0,49,1
's-Hertogenbosch,Someren,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Café Zaal Jan van Tieskes,0847::SB9,5712 EK,1447,470,3,2,0,0,0,426,49,0,0,0,0,0,475,78,102,19,39,27,20,13,21,11,4,43,2,73,0,18,0
's-Hertogenbosch,Someren,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Basisschool De Ranonkel,0847::SB10,5711 KT,1235,511,4,0,0,0,0,448,67,0,0,0,0,0,515,106,94,34,37,43,40,24,9,10,1,24,2,72,6,7,2
