contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,50PLUS/PARTIJ VAN DE OUDEREN,Ouderenpartij Noord-Holland,NIDA,Code Oranje,Forum voor Democratie,DENK,ChristenUnie
Haarlem,Weesp,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Stadhuis,0457::SB1,1381 BB,1292,1251,3,5,0,0,4,1132,123,0,0,0,0,0,1259,208,166,106,30,91,101,281,78,22,5,2,9,113,2,37
Haarlem,Weesp,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Gebouw Papelaan 99,0457::SB2,1382 RK,1571,747,1,6,0,0,0,686,68,0,0,0,0,0,754,61,66,88,64,50,54,114,37,32,4,7,16,95,41,18
Haarlem,Weesp,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau De Hogeweyk,0457::SB3,1382 GV,1509,634,4,2,0,0,1,587,52,0,0,0,0,0,640,70,50,66,67,38,37,83,37,26,6,1,15,100,15,23
Haarlem,Weesp,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Vechtstede college,0457::SB4,1382 CD,1591,916,3,3,0,0,0,834,89,0,0,1,0,0,923,146,84,88,42,34,73,111,42,40,14,5,5,142,65,25
Haarlem,Weesp,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Brede school Kors Breijer,0457::SB5,1382 RP,1490,669,2,1,0,0,0,603,69,0,0,0,0,0,672,71,80,73,30,38,47,112,31,16,3,2,14,107,25,20
Haarlem,Weesp,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Verzorgingshuis Oversingel,0457::SB6,1381 DE,1525,881,5,4,0,0,0,810,80,0,0,0,0,0,890,131,94,92,42,67,111,140,33,36,10,1,7,86,1,30
Haarlem,Weesp,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Sporth. Aetsveld,0457::SB7,1383 ED,1422,910,3,0,0,0,0,834,79,0,0,0,0,0,913,142,76,86,60,59,84,110,55,55,10,1,7,138,1,26
Haarlem,Weesp,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Sporthal Aetsveld,0457::SB8,1383 ED,1447,856,3,6,0,0,0,790,75,0,0,0,0,0,865,124,64,96,50,62,73,112,48,55,10,0,16,127,2,17
Haarlem,Weesp,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Brandweerkazerne,0457::SB9,1381 CZ,1274,822,2,0,0,0,0,745,79,0,0,0,0,0,824,128,81,76,51,37,88,122,50,19,10,3,11,117,1,28
Haarlem,Weesp,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Svala Auto Weesp,0457::SB10,1382 LE,1358,880,1,2,0,0,0,783,100,0,0,0,0,0,883,163,149,77,28,28,63,162,37,27,1,2,15,104,6,18
