contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH),JEZUS LEEFT
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Oostdam,1924::SB1,,1798,1185,2,2,0,0,0,1038,151,0,0,0,0,0,1189,201,43,45,117,63,40,217,140,44,27,31,0,2,0,203,10,2
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Dorpstienden,1924::SB2,,1468,1326,4,0,0,0,13,1132,185,0,0,0,0,0,1330,214,43,36,120,43,24,423,98,23,31,32,0,0,1,231,7,0
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Eben Haëzer,1924::SB3,,1865,1148,1,3,0,2,0,1003,151,0,0,2,0,0,1154,106,53,12,79,42,25,504,107,19,11,22,1,0,0,162,4,1
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Vliedberg,1924::SB4,,1404,850,0,3,0,0,0,748,105,0,0,0,0,0,853,71,49,13,77,34,23,273,106,15,17,19,0,0,0,145,5,3
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Rank,1924::SB5,,1481,848,1,0,0,0,1,756,92,0,0,0,0,0,849,72,72,24,112,47,22,146,61,13,27,36,0,0,2,203,5,6
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 't Haegse Huus,1924::SB6,,1281,835,3,4,0,2,2,763,75,0,2,0,0,0,840,53,78,8,100,68,29,159,73,18,17,31,0,1,3,192,5,0
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Schakel,1924::SB7,,2087,1398,1,6,0,0,1,1215,189,0,0,0,0,0,1405,149,94,14,103,66,38,375,186,29,21,50,0,0,1,261,8,3
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Geldershof,1924::SB9,,2276,1354,1,4,0,1,0,1161,199,0,0,1,0,0,1360,145,86,20,126,81,37,352,174,22,15,24,0,0,2,251,13,6
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Ons Huis,1924::SB10,,972,653,1,1,0,0,1,595,59,0,0,0,0,0,655,84,61,7,45,37,26,169,54,11,20,19,0,0,0,120,0,0
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Melishof,1924::SB11,,1661,1012,0,1,0,0,0,913,100,0,0,0,0,0,1013,119,86,23,90,53,56,177,69,19,39,52,0,0,4,215,8,2
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Sjem,1924::SB12,,1269,522,1,2,0,0,0,451,74,0,0,0,0,0,525,91,22,18,55,40,11,79,53,24,9,20,0,0,0,97,2,1
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wijkcentrum,1924::SB13,,1323,1030,0,3,0,0,0,928,106,1,0,1,0,0,1034,84,68,16,81,115,55,218,112,35,21,31,1,1,8,176,7,1
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Jongeren Activiteiten Centrum (JAC),1924::SB14,,1817,912,3,3,0,0,0,811,107,0,0,0,0,0,918,139,66,25,80,65,33,94,66,27,37,45,0,0,3,223,9,0
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Hoeksteen,1924::SB15,,1894,1152,4,1,0,0,0,972,185,0,0,0,0,0,1157,202,47,34,100,80,32,195,140,49,15,23,1,1,2,219,12,0
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Vita Nova,1924::SB16,,1860,1373,7,2,0,0,0,1184,198,0,0,0,0,0,1382,197,87,60,121,75,52,234,176,60,31,44,0,0,2,228,6,0
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Nieuw Rijsenburgh,1924::SB17,,1744,934,0,8,0,2,0,844,100,0,0,2,0,0,944,106,86,17,81,79,25,195,110,37,22,44,0,1,7,116,7,1
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Exoduskerk,1924::SB18,,1661,1232,2,2,0,0,0,1077,159,0,0,0,0,0,1236,164,70,43,103,83,43,221,163,44,28,38,0,0,7,219,6,0
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Ons Dorpshuis,1924::SB19,,1873,1197,3,1,0,0,2,1067,132,0,0,0,0,0,1201,149,97,35,62,61,30,299,111,47,29,54,3,1,5,202,12,0
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Trefpunt,1924::SB20,,1094,641,0,1,0,1,0,591,50,0,1,0,0,0,641,97,65,18,68,33,17,73,76,16,22,22,1,0,2,125,6,0
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 't Centrum,1924::SB21,,2071,1230,4,4,0,0,2,1087,149,0,0,0,0,0,1238,159,108,22,63,116,43,245,116,24,35,37,2,0,4,234,18,4
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Bommelstee,1924::SB22,,1231,739,0,2,0,0,0,653,88,0,0,0,0,0,741,82,70,20,74,48,29,52,66,29,37,25,0,0,2,190,14,1
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau 't Buurthuus,1924::SB23,,1066,550,1,5,0,0,0,492,64,0,0,0,0,0,556,90,67,10,57,34,25,24,25,11,21,40,1,0,7,131,5,2
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Grutterswei,1924::SB24,,1916,1303,5,4,0,0,0,1172,140,0,0,0,0,0,1312,217,102,35,104,163,58,72,87,56,46,78,1,0,5,254,25,0
Dordrecht,Goeree-Overflakkee,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Ebbe en Vloed,1924::SB25,,1977,1052,0,3,0,10,0,922,143,0,0,10,0,0,1065,193,92,32,88,97,49,84,77,40,30,72,1,1,0,187,9,0
