contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),CDA,GROENLINKS,Partij voor de Dieren,50PLUS/PARTIJ VAN DE OUDEREN,Ouderenpartij Noord-Holland,NIDA,Code Oranje,Forum voor Democratie,DENK,ChristenUnie
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Gemeentehuis,0383::SB1,1902 CA,1923,1309,5,1,0,0,3,1208,104,0,0,0,0,0,1315,200,166,115,43,81,123,223,72,33,26,1,18,163,2,43
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Juliana van Stolbergschool,0383::SB3,1901 CE,1906,1132,0,2,0,0,0,1023,111,0,0,0,0,0,1134,150,165,93,38,62,88,264,82,34,9,5,18,99,3,22
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau De Kern,0383::SB4,1901 EW,1912,1116,3,7,0,0,0,1028,98,0,0,0,0,0,1126,169,99,109,45,64,92,187,66,29,25,3,17,183,3,25
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Pastorie RK kerk,0383::SB5,1901 EK,1498,729,3,3,0,0,0,680,55,0,0,0,0,0,735,106,89,78,14,37,106,119,37,20,14,1,9,75,0,24
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Helmgras,0383::SB6,1902 BA,1276,1010,1,5,0,0,0,922,94,0,0,0,0,0,1016,160,138,84,37,42,85,184,54,24,9,3,21,137,2,30
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau De Klimop,0383::SB7,1902 DH,1895,1152,4,5,0,0,0,1086,75,0,0,0,0,0,1161,198,155,130,41,63,89,194,61,17,20,2,11,148,0,23
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Visser 't Hooftschool,0383::SB9,1902 KA,1863,1172,2,4,0,0,1,1094,83,0,0,0,0,0,1178,220,128,93,61,65,113,199,54,38,14,3,8,137,3,36
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Clusius College,0383::SB10,1901 TX,1733,1150,2,3,0,0,0,1076,79,0,0,0,0,0,1155,133,145,128,46,66,109,193,59,26,22,0,21,157,1,44
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau De Santmark,0383::SB11,1901 WZ,1704,880,5,1,0,1,0,834,51,0,1,0,0,0,885,120,85,86,51,50,86,143,65,29,21,1,11,117,2,13
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau De Oude Keuken,0383::SB12,1901 ZZ,1242,556,0,1,0,0,1,508,48,0,0,0,0,0,557,102,79,44,12,17,33,128,48,5,1,1,11,55,1,19
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau FASE FIER,0383::SB13,1901 KA,1481,1262,8,2,0,0,2,1168,102,0,0,0,0,0,1272,206,142,115,49,74,114,255,80,30,12,3,6,148,7,21
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau 't Kruispunt,0383::SB14,1921 XC,1404,1143,3,4,0,0,0,1063,87,0,0,0,0,0,1150,178,66,103,72,57,136,99,51,44,33,5,16,252,3,28
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Bibliotheek,0383::SB15,1921 EK,1430,756,0,2,0,0,1,697,60,0,0,0,0,0,758,144,62,64,44,40,99,54,36,31,15,0,10,147,0,10
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau De Storey Club,0383::SB16,1921 CV,1300,500,0,1,0,0,0,450,51,0,0,0,0,0,501,95,33,39,29,16,77,29,15,14,10,0,13,115,0,15
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau het Kleurenorkest,0383::SB17,1906 CC,2132,1329,4,4,0,0,0,1220,117,0,0,0,0,0,1337,214,114,109,70,68,185,172,50,26,23,1,23,239,2,33
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Vredeburg,0383::SB18,1906 AL,1838,1324,2,4,0,0,0,1218,112,0,0,0,0,0,1330,283,117,93,72,49,175,129,36,28,18,0,22,273,0,29
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau De Cameren,0383::SB19,1906 XA,1932,1026,4,5,0,0,0,939,96,0,0,0,0,0,1035,240,75,67,47,40,148,90,47,31,34,1,20,169,2,15
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau mobiel stembureau,0383::SB20,1901 GP,0,215,0,0,0,0,0,189,26,0,0,0,0,0,215,46,21,30,4,11,22,19,10,10,9,0,4,29,0,0
Den Helder,Castricum,PS2019_NoordHolland,Provinciale Staten Noord-Holland 2019,,Noord-Holland,2019-03-20,Stembureau Aangepast stembureau NS station,0383::SB21,1901 AA,0,1014,2,2,0,0,0,949,66,0,3,0,3,0,1015,110,128,99,26,43,53,278,88,12,13,4,18,113,1,28
