contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),FNP,PVV (Partij voor de Vrijheid),ChristenUnie,Democraten 66 (D66),GROENLINKS,Partij voor de Dieren,50PLUS,Provinciaal Belang Fryslân,Natuurlijk Fryslân,DENK,Staatkundig Gereformeerde Partij (SGP),Forum voor Democratie
,Opsterland,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Beetsterzwaag, Gemeentehuis",0086::SB1,9244 CR,1627,909,4,1,0,0,0,829,85,0,0,0,0,0,914,109,170,131,37,57,33,49,62,117,35,16,9,4,0,4,76
,Opsterland,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Beetsterzwaag, Dorpshuis",0086::SB2,9244 CH,1397,983,3,1,0,0,0,918,69,0,0,0,0,0,987,125,198,104,47,71,15,46,72,138,40,24,24,11,0,0,68
,Opsterland,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Bakkeveen, Dúndelle",0086::SB3,9243 SK,1531,936,0,2,0,0,0,836,102,0,0,0,0,0,938,182,149,106,63,33,43,44,30,85,33,14,19,12,1,12,110
,Opsterland,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Frieschepalen, De Dobber",0086::SB4,9249 MC,758,512,0,1,0,0,1,474,38,0,0,0,0,0,513,95,47,27,16,25,27,161,7,18,7,6,7,4,0,22,43
,Opsterland,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Gorredijk, De Miente",0086::SB5,8401 AC,1370,684,4,0,0,0,0,637,51,0,0,0,0,0,688,90,136,77,57,44,36,17,55,56,13,10,15,9,1,1,67
,Opsterland,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Gorredijk, De Skâns",0086::SB6,8401 DV,1596,938,1,6,0,3,0,887,61,0,0,3,0,0,948,81,136,94,83,66,63,37,64,97,34,27,20,2,3,11,120
,Opsterland,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Gorredijk, R.K.-kerk",0086::SB7,8401 RV,1295,510,1,0,0,0,0,479,32,0,0,0,0,0,511,38,81,39,43,43,49,19,28,38,11,15,14,1,0,7,84
,Opsterland,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Hemrik, Dorpshuis",0086::SB8,8409 JW,604,419,0,0,0,0,0,382,37,0,0,0,0,0,419,42,68,44,18,43,25,15,21,50,12,9,20,4,1,5,42
,Opsterland,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Langezwaag, Dorpshuis",0086::SB9,8404 BV,1210,709,1,2,0,0,0,634,75,0,3,0,3,0,709,93,103,93,46,62,41,11,42,51,25,15,19,8,0,5,95
,Opsterland,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Lippenhuizen, MFA It Kobunderhús",0086::SB10,8408 JA,1046,637,0,2,0,0,0,597,40,0,2,0,2,0,637,55,120,81,56,48,29,19,37,68,21,9,31,9,1,0,53
,Opsterland,PS2019_Fryslan,Provinciale Staten Fryslân 2019,,Fryslân,2019-03-20,"Stembureau Nij Beets, Dorpshuis",0086::SB11,9245 HP,1323,846,1,4,0,0,0,760,91,0,0,0,0,0,851,167,108,70,43,67,31,86,37,90,29,15,18,7,0,6,72
