contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie-SGP,Lokaal Brabant,Ouderen Appèl - Hart voor Brabant,Forum voor Democratie,DENK,Senioren Brabant,Code Oranje
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Het Klooster Raadszaal,0820::SB1,5671 GA,1361,1282,8,1,0,0,1,1183,108,1,0,1,0,0,1292,224,179,141,75,86,81,154,71,46,28,38,12,132,1,13,1
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau BS De Dassenburcht,0820::SB3,5671 VP,1471,1131,2,1,0,0,0,1013,111,0,10,0,10,0,1124,205,171,99,52,109,87,131,51,51,10,29,5,113,0,15,3
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau BS De Nieuwe Linde,0820::SB5,5673 AP,1368,1009,5,2,0,0,2,896,118,0,0,0,0,0,1016,214,119,85,39,87,65,132,36,34,10,30,2,144,0,8,4
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Brede School De Wentelwiek,0820::SB6,5672 HZ,1460,1090,8,1,0,0,0,984,115,0,0,0,0,0,1099,221,133,94,60,95,83,133,42,49,14,19,7,134,0,5,1
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Nuenenscollege,0820::SB7,5671 GR,2226,572,1,1,0,0,0,525,49,0,0,0,0,0,574,94,86,69,29,48,42,48,47,27,4,9,5,58,0,6,0
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Wijkgebouw Scarabee,0820::SB8,5672 EA,748,507,0,0,0,0,0,452,55,0,0,0,0,0,507,50,39,71,41,46,42,63,33,24,4,13,0,77,1,2,1
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gasterij Jo van Dijkhof,0820::SB9,5672 DA,1256,1014,8,1,0,0,2,945,76,0,0,0,0,0,1023,154,132,124,45,71,67,141,80,36,16,38,15,84,5,5,1
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau BS De Crijnsschool,0820::SB10,5672 ST,1312,829,4,1,0,0,0,756,78,0,0,0,0,0,834,153,87,83,32,86,62,107,32,37,10,13,3,118,2,2,2
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeenschapshuis De Koppelaar,0820::SB11,5674 NW,689,462,4,0,0,0,0,415,51,0,0,0,0,0,466,80,87,55,20,31,24,41,18,25,6,16,1,55,0,2,1
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeenschapshuis D'n Heuvel,0820::SB12,5674 RR,1614,935,7,3,0,1,0,814,132,0,0,1,0,0,946,156,171,91,50,72,46,99,48,32,15,25,4,115,1,10,0
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeenschapshuis Enode,0820::SB13,5674 VR,605,384,2,2,0,0,0,363,25,0,0,0,0,0,388,72,44,26,30,36,28,33,18,11,6,16,4,57,0,3,0
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Locatie Brede School Oude Landen,0820::SB14,5673 PS,2873,1442,3,0,0,0,1,1265,179,0,0,0,0,0,1445,308,188,124,55,135,99,149,45,64,23,39,13,192,0,6,2
's-Hertogenbosch,"Nuenen, Gerwen en Nederwetten",PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gemeentehuis,0820::SB15,5671 CK,1238,577,4,0,0,1,1,514,69,1,0,3,0,1,584,159,97,41,16,54,41,58,10,12,12,6,2,65,1,1,2
