contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH)
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Werkkamer,0502::SB1,2903 AS,1126,1157,5,5,0,0,1,1059,107,0,0,0,0,0,1167,140,70,94,75,107,57,129,82,83,59,58,18,0,2,174,9
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Protestantse kerk “De Hoeksteen”,0502::SB2,2903 AJ,1464,241,0,1,0,0,0,205,37,0,0,0,0,0,242,20,20,5,13,19,17,25,27,17,13,15,5,2,0,38,5
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Vergaderzaal,0502::SB3,2902 TA,1873,663,5,4,0,0,0,609,63,0,0,0,0,0,672,130,45,27,39,45,40,35,35,35,32,30,6,1,2,157,4
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Zorgcentrum De Rozenburcht,0502::SB4,2902 BW,1821,1610,4,3,0,1,1,1428,189,0,0,1,0,0,1618,234,118,95,92,120,73,171,96,77,51,105,17,1,3,338,19
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Nieuwe Westerkerk,0502::SB5,2902 CT,1468,573,3,1,0,0,0,530,47,0,0,0,0,0,577,62,49,17,29,42,25,67,50,26,21,36,4,5,1,129,10
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau PCB De Horizon,0502::SB6,2903 TJ,1445,521,1,2,0,0,0,470,54,0,0,0,0,0,524,60,42,38,21,51,27,37,29,39,21,34,7,2,1,109,3
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Verzorgingshuis De Vijverhof,0502::SB7,2903 LJ,2164,1158,6,8,0,0,1,1070,103,2,0,2,0,0,1174,128,110,48,88,115,55,116,87,76,44,80,4,3,3,186,15
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Woonzorgcentrum d'Amandelhof,0502::SB8,2903 RL,1486,922,1,3,0,3,1,811,117,0,0,3,0,0,929,104,73,35,57,74,36,209,62,52,25,44,10,1,3,129,8
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau OBS de Tweemaster,0502::SB9,2904 VA,1173,586,1,0,0,1,0,522,64,0,1,0,0,0,586,82,46,58,34,61,31,22,21,41,25,34,5,1,1,117,7
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Senioren Residentie IJsselzicht,0502::SB10,2904 AE,1778,1090,7,2,0,0,0,962,137,0,0,0,0,0,1099,234,57,93,65,91,30,43,45,69,56,56,4,1,2,234,10
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Kerkelijk Centrum De Oosterkerk,0502::SB11,2905 NP,1518,499,0,1,0,0,0,464,37,0,0,1,0,1,501,60,35,40,34,38,17,13,30,39,29,46,1,1,2,106,8
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau PCB De Horizon,0502::SB12,2904 SC,1621,942,1,0,0,2,0,849,92,0,2,0,0,0,941,197,62,105,56,82,33,13,46,87,39,44,4,0,5,164,5
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Kerkelijk Centrum De Oosterkerk,0502::SB13,2905 NP,1558,635,3,4,0,0,0,579,63,0,0,0,0,0,642,85,52,53,51,45,31,16,33,56,32,30,3,1,2,135,10
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Buurtcentrum De Trefhoek,0502::SB14,2905 TW,1545,697,5,0,0,0,0,635,67,0,0,0,0,0,702,81,63,46,23,74,47,12,29,51,32,45,14,2,0,170,8
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau De Serre,0502::SB15,2905 XT,1773,657,4,9,0,1,0,611,60,0,0,1,0,0,671,69,89,30,24,61,51,16,26,52,33,58,9,4,0,126,9
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Het Kinderlab,0502::SB16,2907 WD,1877,842,3,3,0,0,0,756,92,0,0,0,0,0,848,86,104,34,34,59,54,12,37,53,40,58,24,4,6,228,9
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Wooncomplex Spinoza,0502::SB17,2907 KE,1921,622,1,1,0,1,0,579,46,0,0,1,0,0,625,54,79,34,22,68,46,7,27,64,49,43,4,1,4,109,11
Leiden,Capelle aan den IJssel,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Ontmoetingsruimte De Vogeltuinen,0502::SB18,2908 CC,1449,1101,0,0,0,0,0,995,106,0,0,0,0,0,1101,131,96,69,37,113,80,15,43,98,43,94,4,1,2,258,17
