contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH),JEZUS LEEFT
Dordrecht,Vlaardingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Stadskantoor,0622::SB1,3131 VX,2634,1520,4,3,0,0,2,1369,156,0,0,0,0,0,1527,142,157,89,81,159,104,13,51,137,83,81,69,7,11,326,9,1
Dordrecht,Vlaardingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Stadsgehoorzaal,0622::SB2,3134 BB,1548,950,3,1,0,0,0,909,45,0,0,0,0,0,954,124,67,91,44,78,54,17,38,119,49,32,9,0,8,212,7,1
Dordrecht,Vlaardingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Watertoren,0622::SB3,3134 AE,1083,662,3,2,0,1,0,605,63,0,0,1,0,0,668,129,18,78,42,57,29,5,43,119,30,15,0,0,3,89,5,0
Dordrecht,Vlaardingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Kerkgebouw De Fontein,0622::SB4,3131 HA,1674,744,3,1,0,2,1,673,76,0,0,2,0,0,750,90,70,51,39,49,56,18,39,54,31,34,32,1,3,171,4,2
Dordrecht,Vlaardingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Rehobothkerk,0622::SB5,3131 LL,1872,940,2,3,0,0,0,851,95,0,0,1,0,1,946,123,95,46,75,71,50,36,44,50,37,53,32,0,1,221,4,2
Dordrecht,Vlaardingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Zorgcentrum Soenda,0622::SB6,3131 LV,2157,1107,5,2,0,0,0,1025,89,0,0,0,0,0,1114,111,118,58,71,90,74,57,53,59,39,62,36,3,3,265,5,3
Dordrecht,Vlaardingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Basisschool Het Visnet,0622::SB7,3131 PS,2638,918,1,2,0,0,0,829,92,0,0,0,0,0,921,55,104,44,24,71,67,12,43,86,47,36,97,11,3,211,4,3
Dordrecht,Vlaardingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Wooncentrum De Bolder,0622::SB8,3133 BA,835,421,6,1,0,0,1,427,0,0,0,0,0,0,428,51,50,11,25,45,42,11,11,16,11,31,3,0,1,112,0,1
Dordrecht,Vlaardingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Johannes Calvijnschool,0622::SB9,3132 JB,1145,464,2,1,0,0,0,406,61,0,0,0,0,0,467,49,38,17,29,35,14,45,47,25,17,30,22,1,2,92,1,0
Dordrecht,Vlaardingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau CBS De Schakel,0622::SB10,3132 XT,2122,926,5,7,0,4,1,846,95,0,0,4,0,0,942,81,108,41,46,62,62,15,44,47,48,44,98,3,4,221,2,0
