contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,PVV (Partij voor de Vrijheid),SP (Socialistische Partij),VVD,Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,LOKAAL-LIMBURG,Forum voor Democratie,ChristenUnie,DENK
Maastricht,Eijsden-Margraten,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis Bemelen,1903::SB1,6268 NE,462,349,0,0,0,0,0,298,51,0,0,0,0,0,349,69,14,12,35,35,14,82,17,21,9,39,2,0
Maastricht,Eijsden-Margraten,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Harmoniezaal Banholt,1903::SB2,6262 NX,799,502,1,2,0,0,0,442,63,0,0,0,0,0,505,249,49,17,27,14,11,38,15,12,23,43,4,0
Maastricht,Eijsden-Margraten,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Harmoniezaal Mheer,1903::SB3,6261 NH,728,541,1,2,0,0,0,478,66,0,0,0,0,0,544,285,14,8,36,23,21,64,8,32,6,40,4,0
Maastricht,Eijsden-Margraten,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Paviljoen Berggalm,1903::SB4,6255 AH,880,594,0,0,0,0,0,520,74,0,0,0,0,0,594,248,33,20,70,32,27,61,14,18,7,54,10,0
Maastricht,Eijsden-Margraten,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Fanfarezaal,1903::SB5,6265 AK,1139,717,2,0,0,0,1,611,107,0,0,0,0,0,719,300,51,30,51,38,31,72,23,23,23,66,8,1
Maastricht,Eijsden-Margraten,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Harmoniezaal Eckelrade,1903::SB6,6251 NB,568,375,2,1,0,0,0,331,47,0,0,0,0,0,378,91,26,17,54,23,17,46,10,24,9,45,10,3
Maastricht,Eijsden-Margraten,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeenschapshuis Scheulder,1903::SB7,6307 PC,267,169,0,0,0,0,0,151,18,0,0,0,0,0,169,50,14,9,13,13,16,13,3,3,14,20,1,0
Maastricht,Eijsden-Margraten,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zaal-café Riékelt,1903::SB8,6247 AN,548,330,2,1,0,0,0,288,44,0,1,0,1,0,332,68,26,15,42,19,19,30,14,13,21,61,2,0
Maastricht,Eijsden-Margraten,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Feesthoeve De Laathof,1903::SB9,6245 KK,336,208,1,0,0,0,0,186,23,0,0,0,0,0,209,51,14,11,24,13,14,27,5,7,7,35,0,0
Maastricht,Eijsden-Margraten,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Gemeentehuis,1903::SB10,6269 DA,3057,1760,6,6,0,0,1,1546,225,0,0,0,0,0,1772,490,141,115,166,100,128,166,53,62,112,208,18,1
Maastricht,Eijsden-Margraten,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau 't Keerhoes,1903::SB11,6267 CG,2769,1653,5,6,0,0,0,1482,182,0,0,0,0,0,1664,313,151,95,233,126,115,181,55,81,50,238,11,4
Maastricht,Eijsden-Margraten,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau M.F.A. Gronsveld,1903::SB12,6247 CM,1893,1060,1,3,0,0,0,967,97,0,0,0,0,0,1064,189,118,58,159,65,42,115,42,48,56,162,6,0
Maastricht,Eijsden-Margraten,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Brede School Op de Cour,1903::SB13,6245 RE,2096,1106,2,0,0,3,0,980,131,0,0,3,0,0,1111,127,92,72,137,84,66,112,23,58,94,220,18,3
Maastricht,Eijsden-Margraten,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Café Du Commerce,1903::SB14,6245 LD,722,390,1,3,0,0,0,334,60,0,0,0,0,0,394,99,38,17,33,19,32,44,5,26,23,53,1,0
Maastricht,Eijsden-Margraten,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Cultureel Centrum,1903::SB15,6245 EG,1918,1165,4,5,0,0,0,1062,112,0,0,0,0,0,1174,223,113,64,124,70,90,115,36,50,119,149,12,0
Maastricht,Eijsden-Margraten,PS2019_Limburg,Provinciale Staten Limburg 2019,,Limburg,2019-03-20,Stembureau Zaal K.O.H.,1903::SB16,6245 BH,2346,1087,0,4,0,0,2,963,126,0,0,0,0,0,1091,183,79,50,108,84,57,115,39,68,107,185,7,5
