contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK,JEZUS LEEFT
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stadhuis Arnhem,0202::SB1,6811DG,1969,1262,4,5,0,2,7,1172,94,0,0,2,0,0,1273,179,53,137,73,58,129,34,3,250,150,9,19,146,21,1
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Huis der Provincie,0202::SB2,6811CG,1474,780,2,0,0,2,3,724,53,0,2,0,0,0,780,114,38,72,33,32,101,21,2,174,80,12,11,86,3,1
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Introdans (hoofdgebouw),0202::SB3,6811LN,1373,521,2,2,0,0,0,490,33,0,2,0,2,0,523,51,24,68,24,11,70,13,2,109,79,10,6,51,1,2
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Buurtcentrum 't Huukske,0202::SB4,6812BS,1176,809,2,3,0,0,1,758,55,0,0,0,0,0,814,85,25,96,51,32,80,21,4,210,94,16,11,82,2,0
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Woonzorgcentrum Klingelpoort,0202::SB5,6812DV,1090,657,1,0,0,0,0,592,65,0,0,0,0,0,657,120,28,93,21,8,80,30,0,158,56,10,4,47,1,1
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Kerkelijk Kultureel Centrum (SIZA),0202::SB6,6813CD,1006,601,1,1,0,0,0,540,63,0,0,0,0,0,603,65,39,74,39,14,70,35,3,153,53,15,4,37,0,0
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Rijn IJssel,0202::SB7,6813EE,1464,723,3,0,0,0,0,674,52,0,0,0,0,0,726,65,16,74,52,16,101,27,3,208,91,16,7,38,9,0
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Molenplaats Sonsbeek,0202::SB8,6814CL,1646,931,3,1,0,1,0,868,66,0,1,0,0,0,934,165,36,139,30,17,122,50,1,202,94,9,5,57,3,1
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Wijkcentrum De Bakermat,0202::SB9,6814JA,1686,1235,2,6,0,0,0,1127,116,0,0,0,0,0,1243,267,90,225,18,29,126,50,1,234,82,18,6,88,1,0
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Pieter Brueghelschool,0202::SB11,6813KZ,1169,987,5,1,0,1,0,911,84,0,0,2,0,1,995,217,74,215,18,5,104,48,3,180,44,12,12,54,1,0
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Basisschool 't Panorama,0202::SB12,6813GS,1264,1072,1,0,0,0,0,963,108,0,2,0,2,0,1071,277,58,202,16,15,111,40,4,195,74,14,7,59,0,0
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Siza,0202::SB13,6816RP,1570,809,2,1,0,0,0,720,93,0,0,1,0,1,813,216,76,92,22,23,45,39,2,114,50,26,6,96,2,0
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Craneveer,0202::SB14,6815GB,1050,684,3,0,0,0,2,632,53,0,0,0,0,0,687,110,49,83,38,15,70,42,3,135,58,17,7,56,0,1
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Rode Kruisgebouw,0202::SB15,6815CD,1515,1211,0,1,0,0,0,1108,101,0,3,0,1,0,1209,180,97,145,62,40,140,51,3,242,84,38,14,114,1,0
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Rijn IJssel (Vaksch Wageningen),0202::SB16,6814BS,1407,914,2,1,1,0,0,843,75,0,0,1,0,0,918,138,54,138,35,15,122,28,0,201,91,7,7,77,1,0
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Jan Ligthartschool (dependance),0202::SB18,6821CJ,1433,851,3,2,0,0,0,794,62,0,0,0,0,0,856,104,25,132,44,14,106,25,1,216,103,5,7,55,13,1
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Nieuwe Hommel,0202::SB19,6821CE,1886,943,3,2,0,2,0,881,65,0,2,0,0,0,946,102,28,125,43,19,102,16,3,248,147,7,12,63,27,1
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau MFC Klarendal,0202::SB21,6822ET,1467,589,3,2,0,0,1,556,37,0,0,0,0,0,594,39,14,53,42,39,55,17,1,132,81,9,9,50,47,1
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Klarendalse molen,0202::SB22,6822GC,2047,996,2,4,1,0,1,935,67,0,0,1,0,0,1003,59,17,78,81,68,75,20,2,254,167,12,8,81,67,7
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Dansschool Yasalsa,0202::SB24,6822ET,2226,1030,4,5,0,0,0,943,96,0,0,0,0,0,1039,59,30,117,64,79,111,29,1,244,129,19,11,92,45,0
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Rijn IJssel (Techniek & ICT),0202::SB25,6824BG,1358,905,1,0,0,0,0,835,71,0,0,0,0,0,906,127,61,150,39,17,108,31,3,209,67,14,3,69,6,1
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Jozef Sartoschool,0202::SB26,6824EG,1384,759,1,0,0,0,0,716,44,0,0,0,0,0,760,101,42,95,45,34,74,24,2,165,78,8,8,71,12,0
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Woonzorgcentrum Drie Gasthuizen,0202::SB27,6824KK,1909,1363,4,0,0,0,0,1232,135,0,0,0,0,0,1367,268,100,249,47,45,162,53,3,226,81,19,10,92,8,0
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Opstandingskerk (hoofdingang),0202::SB29,6824KL,1366,920,0,5,0,1,0,864,60,0,1,0,0,0,924,83,55,120,49,57,103,26,1,183,87,20,6,116,12,2
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Rijn IJssel CIOS Arnhem,0202::SB30,6823MA,2205,999,4,3,0,0,0,900,106,0,0,0,0,0,1006,93,44,98,59,97,124,37,3,197,97,19,7,111,13,0
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau MFC De Wetering,0202::SB32,6823JC,2459,1034,8,8,0,3,0,991,62,0,0,3,0,0,1053,53,39,57,94,169,109,26,0,139,108,44,17,163,14,2
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Villa Paasberg (ingang Tollensstraat),0202::SB34,6824NT,1421,951,2,4,0,0,0,864,94,1,0,1,0,0,958,144,56,148,34,24,123,35,0,209,80,19,8,71,0,0
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Woonzorgcentrum Vreedenhoff,0202::SB35,6824LV,1050,592,3,4,0,1,0,557,41,0,1,0,0,0,598,91,95,56,29,23,57,27,2,92,47,23,5,41,2,2
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau De Parkschool,0202::SB37,6825JA,2425,1061,5,6,0,3,0,999,76,0,0,3,0,0,1075,100,102,78,67,104,102,52,1,103,58,54,15,160,63,2
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Kantine AV & AC Eendracht,0202::SB38,6825EX,1492,612,2,1,0,1,0,569,45,0,1,0,0,0,614,56,34,48,45,63,76,22,0,55,40,43,3,93,34,0
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Kantine HAN,0202::SB39,6826CC,624,461,1,1,0,0,1,427,35,0,0,0,0,0,463,79,49,38,11,16,45,7,1,71,29,23,2,85,4,1
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau De Overkant, Huis voor de wijk",0202::SB42,6826TJ,1725,494,3,3,0,1,0,460,38,0,2,0,1,0,498,27,22,19,47,66,42,8,1,50,16,21,6,56,111,2
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau MFC Presikhaven,0202::SB43,6826HA,3430,1349,5,16,0,0,1,1229,142,2,0,2,0,0,1372,94,72,84,96,97,116,39,7,146,65,45,11,133,340,4
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Woonzorgcentrum Waalstaete,0202::SB47,6826BR,1707,758,7,3,0,12,0,695,85,0,0,12,0,0,780,41,52,31,53,70,84,14,4,83,47,34,10,84,148,3
Arnhem,Arnhem,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Wijkcentrum Symfonie,0202::SB49,6828RM,1433,690,4,3,0,0,0,632,65,0,0,0,0,0,697,32,10,40,48,59,50,20,1,108,51,11,3,41,216,0
