contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stadhuis,0141::SB1,7607 EW,1647,1069,4,4,0,0,0,1008,69,0,0,0,0,0,1077,109,154,89,110,76,96,45,3,149,41,37,146,14
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau MFA Centrum 't Dok,0141::SB2,7607 WC,1547,635,3,0,0,0,0,584,54,0,0,0,0,0,638,58,73,65,62,34,96,22,1,52,26,28,113,5
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Serviceflat De Swanehof,0141::SB4,7607 GP,1555,719,0,0,0,0,0,667,56,4,0,4,0,0,723,69,91,64,87,46,81,30,0,68,24,27,112,20
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wonen met een Plus De Koppel,0141::SB5,7601 BK,1213,660,3,2,0,0,0,604,61,0,0,0,0,0,665,52,56,64,59,22,133,22,6,33,32,22,148,11
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dienstencentrum De Riet,0141::SB6,7601 CR,1506,496,0,3,0,0,0,456,44,1,0,1,0,0,500,26,21,51,50,10,124,15,0,29,4,19,96,51
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wijkcentrum De Schöppe,0141::SB7,7601 EJ,2180,921,4,7,0,3,0,856,79,0,0,3,0,0,935,90,75,87,79,31,153,34,9,66,41,29,149,78
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau AVC Heracles,0141::SB8,7607 ZM,1342,546,3,0,0,0,0,487,62,0,0,0,0,0,549,84,129,22,43,33,39,22,3,54,9,10,97,1
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Pinkstergemeente De Banier,0141::SB9,7607 NG,1820,1194,1,3,0,0,0,1081,117,0,0,0,0,0,1198,139,307,65,110,83,77,51,14,110,25,30,171,12
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Carint Reggeland (Eugeria),0141::SB10,7602 JT,1719,681,0,2,0,0,1,609,74,0,0,1,0,1,684,93,140,36,58,57,61,30,7,68,24,19,79,9
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau v.v. Luctor et Emergo,0141::SB11,7602 AM,1547,737,0,0,0,0,0,681,56,0,0,0,0,0,737,103,88,59,62,37,85,46,4,55,31,30,133,4
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Wijkcentrum De Trefhoek,0141::SB12,7603 AD,1905,1273,3,5,0,0,0,1153,129,1,0,1,0,0,1282,166,154,92,125,70,196,64,9,71,59,41,206,20
,Almelo,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Scholengemeenschap Canisius,0141::SB13,7608 ND,2589,1076,1,2,0,0,0,959,120,0,0,0,0,0,1079,192,225,51,78,70,77,33,4,90,43,26,185,2
