contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),Partij van de Arbeid (P.v.d.A.),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie-SGP,Lokaal Brabant,Ouderen Appèl - Hart voor Brabant,Forum voor Democratie,DENK,Senioren Brabant,Code Oranje
Tilburg,Loon op Zand,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Het Klavier,0809::SB1,5171 CV,1845,995,5,2,0,0,0,904,98,0,0,0,0,0,1002,115,109,99,111,46,65,97,38,35,8,63,5,203,0,0,1
Tilburg,Loon op Zand,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gezondheidscentrum Rozet,0809::SB2,5171 KX,1550,856,5,2,0,0,1,778,84,0,0,0,0,0,863,216,120,56,57,60,31,61,33,24,11,38,2,143,0,4,0
Tilburg,Loon op Zand,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Gildenbond,0809::SB3,5171 JM,1753,749,4,1,0,0,0,690,64,0,0,0,0,0,754,105,73,77,70,39,39,46,32,28,18,56,5,148,3,7,3
Tilburg,Loon op Zand,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Vossenberg Stembureau,0809::SB4,5171 DA,2777,1116,12,0,0,0,0,994,134,0,0,0,0,0,1128,176,157,72,118,53,48,54,41,40,77,72,0,187,5,14,2
Tilburg,Loon op Zand,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Buurthuis Pannehoef,0809::SB6,5171 ZC,1542,680,1,4,0,0,0,612,73,0,0,0,0,0,685,53,77,83,103,24,54,52,40,12,2,45,2,114,8,7,4
Tilburg,Loon op Zand,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Touwladder,0809::SB7,5171 WS,1644,848,1,6,0,0,1,772,82,0,0,0,0,0,855,135,100,70,74,58,58,60,52,16,6,54,7,141,7,7,3
Tilburg,Loon op Zand,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Crossroads,0809::SB8,5172 EA,1868,1006,5,1,0,0,0,906,106,0,0,0,0,0,1012,202,104,94,101,69,72,53,33,35,5,39,6,184,3,6,0
Tilburg,Loon op Zand,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Venloene,0809::SB9,5175 CX,1627,938,8,4,0,0,0,857,93,0,0,0,0,0,950,142,214,67,76,56,56,67,36,36,14,27,11,128,0,5,3
Tilburg,Loon op Zand,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau De Wetering,0809::SB10,5175 BZ,1610,928,1,3,0,0,0,851,80,0,1,0,0,0,931,203,154,73,49,100,64,69,31,31,13,18,2,112,0,8,1
Tilburg,Loon op Zand,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau Residentie Molenwijck,0809::SB11,5175 WB,1650,910,2,1,0,0,0,844,69,0,0,0,0,0,913,199,147,65,41,93,84,79,37,27,7,10,4,108,0,9,0
Tilburg,Loon op Zand,PS2019_NoordBrabant,Provinciale Staten Noord-Brabant 2019,,Noord-Brabant,2019-03-20,Stembureau 't Maoske,0809::SB12,5176 NJ,451,317,1,2,0,0,0,282,38,0,0,0,0,0,320,55,101,14,21,21,10,10,4,8,7,9,2,53,0,1,1
