contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,PVV (Partij voor de Vrijheid),Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),Staatkundig Gereformeerde Partij (SGP),ChristenUnie,GROENLINKS,Partij voor de Dieren,50PLUS,DENK,NIDA,Code Oranje,Forum voor Democratie,Lokale Partijen Zuid Holland (LPZH)
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Julianakerk,1525::SB1,2171 CZ,1861,1055,3,6,0,0,0,970,94,0,0,0,0,0,1064,233,64,92,140,74,36,5,47,88,40,56,8,0,7,154,11
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Gemeentekantoor Teylingen,1525::SB2,2171 CS,2351,1551,4,8,0,0,0,1413,150,0,0,0,0,0,1563,410,58,153,204,90,31,10,45,104,55,94,4,0,3,273,17
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Stembureau Openb. Basisschool ""Het Bolwerk""",1525::SB3,2172 HD,2199,1394,2,1,1,0,0,1241,155,0,1,0,0,0,1396,356,61,112,179,68,34,7,55,97,51,79,16,2,1,258,18
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Stembureau RK Basisschool ""De Springplank""",1525::SB4,2172 EA,1653,987,4,1,0,0,0,902,90,0,0,0,0,0,992,163,50,113,111,72,35,1,35,86,30,59,19,1,0,194,18
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Zorggroep Marente loc. Bernardus,1525::SB5,2171 AV,1991,1079,4,5,0,0,0,986,102,0,0,0,0,0,1088,209,70,86,133,81,41,7,35,80,42,70,5,1,1,210,8
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau obs Het Bolwerk locatie Diligence,1525::SB6,2171 MA,1998,1148,4,0,1,0,2,1044,108,1,0,2,0,0,1154,236,80,106,102,75,41,6,40,111,33,60,5,1,3,232,17
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Stembureau Soc. Cult. Centrum ""Het Trefpunt""",1525::SB9,2361 ET,1821,1229,3,3,0,0,1,1091,143,0,0,0,0,0,1235,276,46,154,169,76,39,3,40,111,61,55,3,0,0,191,5
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Soc. Cult. Centrum Het Trefpunt 2,1525::SB10,2361 ET,1976,1170,9,4,0,0,0,1058,125,0,0,0,0,0,1183,243,55,154,160,85,35,0,35,116,47,37,0,0,3,192,8
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Bestuurscentrum Teylingen,1525::SB14,2215 MA,2543,1240,2,2,0,0,0,1119,123,0,2,0,0,0,1242,286,42,157,108,92,37,5,57,134,52,55,3,0,2,193,17
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau De Roef (bij St. Bartholomeuskerk),1525::SB15,2215 KE,1932,1179,2,3,0,1,2,1086,97,0,0,1,0,0,1185,285,66,93,191,75,30,7,43,87,29,55,1,0,2,196,19
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Stembureau Jeugdcentrum ""De Spelewey""",1525::SB16,2215 AB,1727,975,1,5,0,0,2,899,81,0,0,1,0,0,982,151,51,78,132,74,48,5,30,104,33,63,1,0,2,194,9
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Jongerencentrum @hok,1525::SB17,2215 KZ,1964,1035,1,1,0,0,0,930,108,0,0,1,0,0,1038,294,49,111,111,58,27,2,27,77,24,33,2,0,1,214,5
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Stembureau RK Basisschool ""Emmaus""",1525::SB18,2215 BG,2081,1216,5,1,0,0,1,1098,123,0,0,0,0,0,1222,272,46,135,131,85,45,5,60,103,51,56,0,1,1,212,13
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,"Stembureau Stembureau Cluster ""Hoogh Teylingen""",1525::SB19,2215 SZ,1939,1129,1,0,3,0,0,1006,127,0,0,3,0,0,1133,326,64,149,82,63,31,3,52,96,34,28,9,0,1,174,17
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Mobiel stemb. Sassembourg,1525::SB20,2171 HC,1,266,2,2,0,0,0,244,26,0,0,0,0,0,270,64,12,13,78,12,4,0,9,16,5,14,1,0,0,37,1
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Mobiel stembureau  BNS en BC,1525::SB22,2215 RA,1,720,0,0,0,0,1,659,65,0,0,5,0,0,725,161,29,83,77,64,26,0,39,86,22,26,2,0,2,95,8
Leiden,Teylingen,PS2019_ZuidHolland,Provinciale Staten Zuid-Holland 2019,,Zuid-Holland,2019-03-20,Stembureau Stembureau Mob.st.bureau Camping Spijkerboor,1525::SB23,2362 AH,1,73,0,0,0,0,2,61,10,0,0,0,0,0,73,10,0,3,26,1,0,0,3,6,6,3,0,0,0,14,1
