contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Partij van de Arbeid (P.v.d.A.),CDA,SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Democraten 66 (D66),ChristenUnie,GROENLINKS,50PLUS,Sterk Lokaal,Forum voor Democratie,Partij voor de Dieren,Onafhankelijke Partij Drenthe,DENK,Staatkundig Gereformeerde Partij (SGP),Senioren Belang
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Hof van Coevorden Coevorden,0109::SB1,,1088,813,4,4,0,0,1,759,61,0,0,0,0,0,821,109,115,105,76,57,39,22,66,40,28,126,19,5,0,1,5
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Het Nieuwe Bastion Coevorden,0109::SB2,,1202,583,1,3,0,0,0,549,38,0,0,0,0,0,587,88,72,103,48,48,13,22,26,16,11,100,18,3,2,6,7
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Voorde Coevorden,0109::SB3,,1240,787,0,3,0,0,0,726,64,0,0,0,0,0,790,102,145,95,58,63,26,31,41,31,28,139,11,8,1,3,5
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Zaal De Loo Coevorden,0109::SB4,,1826,1015,2,2,0,0,0,932,87,0,0,0,0,0,1019,109,114,114,96,116,28,40,52,53,40,208,21,12,0,3,9
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau BSV Tuindorp Coevorden,0109::SB5,,1431,343,1,1,0,0,0,315,30,0,0,0,0,0,345,24,44,43,42,52,9,12,17,19,11,46,8,8,1,2,5
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Sint Franciscus Coevorden,0109::SB6,,1612,818,2,3,0,0,0,760,63,0,0,0,0,0,823,100,93,166,51,66,36,27,42,34,31,136,15,15,1,0,5
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Drostenhal Coevorden,0109::SB7,,2169,1033,3,0,0,0,0,943,92,0,1,0,1,0,1035,116,133,97,103,98,48,32,76,42,45,192,18,11,3,2,17
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Schutse Coevorden,0109::SB8,,951,457,2,3,0,0,0,432,30,0,0,0,0,0,462,36,80,63,29,102,8,18,18,19,12,52,6,9,0,4,1
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis De Schalm Steenwijksmoer,0109::SB9,,749,452,3,4,0,0,0,408,51,0,0,0,0,0,459,57,31,110,37,30,3,7,11,16,18,104,19,4,0,4,1
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis De Breiberg Dalerpeel,0109::SB10,,715,415,0,0,0,0,0,383,32,0,0,0,0,0,415,22,50,60,41,47,8,15,16,13,11,109,17,2,0,3,1
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau MFC De Spinde Dalen,0109::SB11,,1583,1038,2,0,0,0,1,936,102,0,1,0,1,0,1039,305,138,157,52,36,50,28,52,33,31,108,20,16,0,2,10
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis Boerhoorn Dalerveen,0109::SB12,,577,360,0,0,0,0,0,319,41,0,0,0,0,0,360,98,25,46,14,21,19,13,17,8,29,53,11,5,0,1,0
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Selkersgoorn Dalen,0109::SB13,,1522,846,1,1,0,0,0,781,67,0,0,0,0,0,848,181,173,82,53,37,53,12,64,28,42,83,20,13,1,1,3
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis De Kom Wachtum,0109::SB14,,290,200,1,0,0,0,0,187,14,0,0,0,0,0,201,63,16,34,11,10,9,5,4,1,14,23,6,4,0,0,0
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Etgaarde Oosterhesselen,0109::SB15,,1526,1031,2,1,0,0,0,943,91,0,0,0,0,0,1034,206,173,137,51,54,48,37,70,41,61,86,37,17,0,9,4
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Het Pluspunt Gees,0109::SB16,,749,531,0,1,0,0,0,487,45,0,0,0,0,0,532,72,51,121,18,18,17,60,44,11,24,36,29,8,1,21,0
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Tiphof Geesbrug,0109::SB17,,1103,565,0,2,0,0,0,505,62,0,0,0,0,0,567,67,37,82,23,110,18,35,16,9,16,110,10,5,0,24,3
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau MFC De Brink Sleen,0109::SB18,,1840,1232,1,0,0,0,0,1140,93,0,0,0,0,0,1233,258,210,196,67,34,86,57,76,35,61,91,32,11,1,4,13
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau OBS De Vlinderhof Noord Sleen,0109::SB19,,683,491,1,0,0,0,0,445,47,0,0,0,0,0,492,112,75,73,31,11,33,12,28,10,30,43,22,9,1,0,1
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Het Ellertsveld Schoonoord,0109::SB20,,1749,924,0,2,0,0,1,843,82,0,0,0,0,0,926,99,190,76,73,100,29,21,33,37,44,171,19,14,1,10,7
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Dorpshuis De Kiel,0109::SB21,,321,227,0,1,0,0,0,208,20,0,0,0,0,0,228,26,31,15,24,24,8,14,17,12,9,32,11,3,0,1,0
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau d' Aol Schoelstee Wezuperbrug,0109::SB22,,339,224,0,1,0,0,0,197,28,0,0,0,0,0,225,55,24,22,10,5,15,5,14,6,15,25,19,5,0,3,1
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Steakhouse Route 34 Erm,0109::SB23,,789,472,1,1,0,0,1,435,38,0,0,0,0,0,474,72,55,84,23,39,24,14,20,11,11,83,18,6,0,7,5
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau De Korenhof Aalden,0109::SB24,,1805,1243,1,2,0,0,0,1075,171,0,0,0,0,0,1246,209,179,180,52,36,79,43,83,18,185,110,52,9,1,3,4
,Coevorden,PS2019_Drenthe,Provinciale Staten Drenthe 2019,,Drenthe,2019-03-20,Stembureau Brassserie Tramlokaal Meppen,0109::SB25,,342,274,0,0,0,0,0,249,25,0,0,0,0,0,274,51,32,18,16,11,18,11,28,5,23,36,14,10,1,0,0
