contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Voormalig gemeentehuis Gramsbergen,0160::SB14,7783 CG,1761,989,2,1,0,0,0,924,68,0,0,0,0,0,992,278,132,51,79,31,69,113,15,51,39,11,120,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau MFC de Binder,0160::SB15,7783 HA,1178,848,2,1,0,0,0,775,76,0,0,0,0,0,851,255,85,49,91,17,56,64,12,45,42,6,126,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Dorpshuis De Krim,0160::SB16,7782 RN,1525,878,5,0,0,0,0,816,67,0,0,0,0,0,883,212,49,25,64,13,110,71,21,33,72,18,187,3
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Oude basisschool  Ane,0160::SB17,7784 CG,654,436,3,0,0,0,0,393,46,0,0,0,0,0,439,173,41,20,14,7,18,52,8,15,21,11,56,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau 't Haarschut  Kloosterhaar,0160::SB18,7694 AA,1159,649,1,1,0,0,1,595,55,0,0,0,0,0,651,124,70,58,66,6,104,19,7,21,38,12,124,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau 't Uilenest,0160::SB19,7771 AC,1071,639,3,0,0,0,0,600,42,0,0,0,0,0,642,161,33,38,56,13,35,110,14,32,49,19,79,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Ver. gebouw  de Esch,0160::SB20,7771 RD,1322,862,3,0,0,0,0,785,80,0,0,0,0,0,865,217,81,19,47,27,50,232,25,40,21,14,89,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau De Smidse,0160::SB21,7771 CV,1547,1057,0,5,0,0,1,953,108,0,0,0,0,0,1062,156,68,31,57,15,52,450,52,58,28,22,68,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Stembureau ""De Schoutenhof """,0160::SB22,7773 CC,1523,947,3,2,0,0,1,842,109,0,0,0,0,0,952,180,169,22,48,38,58,195,26,45,23,24,119,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Stembureau Dorpshuis ""De Heugte""  Radewijk",0160::SB23,7791 RK,518,332,0,0,0,0,0,302,30,0,0,0,0,0,332,118,32,16,19,4,24,21,0,13,16,11,58,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau De Horst Sibculo,0160::SB24,7693 PH,1106,603,1,0,0,0,0,565,39,0,0,0,0,0,604,183,45,28,30,9,78,52,17,26,19,13,101,2
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau R.K. kerk H. Alphonsus de Liguori,0160::SB25,7776 AG,1080,557,1,1,0,1,0,512,48,0,0,1,0,0,560,129,47,44,42,14,60,7,0,22,66,7,119,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Ons Trefpunt Schuinesloot,0160::SB28,7777 RN,747,442,2,2,0,3,0,405,44,0,0,3,0,0,449,114,32,10,31,10,45,19,15,17,30,15,104,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Zorgcentrum  Oostloorn,0160::SB29,7772 ZC,1284,769,4,1,0,0,0,709,65,0,0,0,0,0,774,255,63,31,44,17,53,145,5,29,42,15,68,2
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Ver.gebouw Pro Rege,0160::SB30,7775 AS,1432,842,1,3,0,0,0,789,58,1,0,1,0,0,847,167,36,47,47,20,78,152,19,37,54,12,170,3
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau MFC De Baron,0160::SB31,7701 GM ,946,769,1,3,0,0,0,717,56,0,0,0,0,0,773,154,82,56,66,35,90,38,9,38,32,14,155,0
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Chr. Geref. Kerk.,0160::SB32,7701 EA,1259,767,0,1,0,0,3,710,55,0,0,0,0,0,768,162,85,42,47,22,86,71,13,38,57,20,123,1
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Kerkelijk Centrum De Fontein,0160::SB34,7701 JE,1303,573,1,2,0,0,0,528,48,0,0,0,0,0,576,121,36,38,63,29,72,47,7,31,40,12,76,1
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau Zwembad De Kiefer,0160::SB35,7701 PZ,1153,798,0,4,0,0,0,739,63,0,0,0,0,0,802,162,164,31,55,27,47,63,11,44,32,15,146,1
,Hardenberg,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stembureau van Dedem Marke,0160::SB36,7701 LR,1358,764,1,3,0,0,1,712,55,0,0,0,0,0,768,187,90,46,52,30,67,58,9,22,57,14,131,1
