contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Democraten 66 (D66),SP (Socialistische Partij),PVV (Partij voor de Vrijheid),Partij van de Arbeid (P.v.d.A.),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,Partij voor de Dieren,50PLUS,Lokale Partijen Gelderland-Code Oranje,Forum voor Democratie,DENK,JEZUS LEEFT
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,"Stembureau Stembureau Het Raadhuis, Hoofdingang",0228::SB1,6711 DD,1982,1730,4,2,0,0,1,1581,156,2,0,2,0,0,1738,260,186,124,57,82,97,270,101,168,71,58,18,229,7,2
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Verzorgingshuis Bethanië,0228::SB2,6711 JK,1985,1222,1,3,0,2,0,1127,101,0,0,2,0,0,1228,201,147,98,27,35,64,183,95,128,57,23,10,154,0,0
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Pannenkoekenhuis de Langenberg,0228::SB3,6711 HJ,1969,1006,2,1,0,0,0,894,115,0,0,0,0,0,1009,163,95,83,26,47,53,137,40,127,50,23,16,137,8,1
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Vilente St.Barbara,0228::SB4,6711 NT,1837,1003,2,3,1,0,0,910,97,0,1,0,0,0,1007,179,152,57,22,49,63,104,56,108,42,40,8,120,1,2
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau De Wonewij,0228::SB6,6716 SL,1847,885,1,0,0,0,0,797,89,0,0,0,0,0,886,103,71,68,30,54,61,169,37,111,33,23,6,103,12,4
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau De Petrakerk,0228::SB7,6718 WB,1359,614,2,4,3,0,0,525,93,1,2,0,0,0,618,62,59,18,5,33,15,71,216,31,22,8,4,67,2,1
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Elim,0228::SB8,6718 DG,1804,1109,0,1,0,5,0,1002,103,0,5,0,0,0,1105,170,86,91,29,49,59,185,97,106,24,23,8,131,46,5
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau CNS-basisschool De Vuursteen,0228::SB9,6718 MJ,1842,1091,0,5,0,6,0,969,133,0,0,6,0,0,1102,163,96,62,33,51,62,194,106,82,29,13,13,134,49,4
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Vester College,0228::SB10,6712 EA,1618,676,0,1,0,0,0,622,55,0,0,0,0,0,677,97,75,41,14,34,34,85,78,61,34,28,7,84,2,2
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Basisschool De Lettertuin,0228::SB11,6712 DR,1685,1184,5,0,0,1,0,1049,141,0,0,1,0,0,1190,136,122,50,40,42,47,203,195,100,30,40,5,167,5,2
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Cultura,0228::SB12,6711 AW,1794,1623,1,6,0,4,1,1499,135,1,0,5,0,0,1635,191,200,76,47,86,106,251,120,126,49,78,19,265,7,2
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau de Proosdijkerk (aan de rotonde),0228::SB13,6713 AG,1616,868,3,5,0,0,2,800,74,0,0,0,0,0,876,51,59,30,43,93,47,146,85,58,31,25,10,130,60,0
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Buurtcentrum De Kolk,0228::SB14,6713 BA,1890,1051,0,9,0,0,1,980,79,0,0,0,0,0,1060,130,94,50,41,82,56,112,92,77,50,35,11,207,12,2
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Speeltuin De Korenbloem,0228::SB15,6713 DW,1722,870,3,1,0,11,1,800,62,0,11,0,0,0,863,108,72,56,36,59,51,117,94,69,33,28,6,134,1,6
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Verzorgingshuis Het Maanderzand,0228::SB16,6713 MG,1481,918,0,0,0,0,0,844,75,0,0,1,0,0,919,124,135,67,26,40,56,126,52,102,47,25,9,102,5,2
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau De Gelderhorst,0228::SB17,6716 RK,1459,811,5,6,0,0,0,762,60,0,0,0,0,0,822,129,92,42,31,50,46,130,40,63,17,49,7,108,7,0
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Kerkelijk Centrum Emmaüs,0228::SB18,6716 JE,2865,1730,5,2,0,0,0,1549,182,0,6,0,0,0,1731,207,193,123,81,94,108,307,58,149,52,52,16,276,12,2
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Vilente De Pleinen,0228::SB20,6714 DH,1672,922,2,5,0,0,0,830,96,0,3,0,0,0,926,75,59,28,58,92,58,125,45,70,46,55,10,133,64,4
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Kantoor Nationale Nederlanden,0228::SB21,6714 BS,1783,680,1,1,0,0,1,637,45,0,0,1,0,0,683,61,58,31,29,48,39,138,53,69,27,29,6,84,7,1
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Ons Eigen Honk,0228::SB22,6713 GX,1617,916,2,1,0,30,0,949,0,0,0,30,0,0,949,75,69,32,40,71,64,121,59,71,33,51,4,156,68,2
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau De Ark,0228::SB23,6715 JM,1635,1135,3,3,0,1,0,1043,99,0,0,1,0,0,1142,105,132,67,39,40,75,271,59,129,42,28,16,115,16,1
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Wijkcentrum De Velder,0228::SB24,6715 EC,1629,1047,2,2,0,2,0,1006,47,0,0,2,0,0,1053,100,93,61,52,59,88,182,54,90,34,44,12,147,25,6
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau De Open Hof,0228::SB26,6715 AJ,1547,900,2,0,0,0,0,828,74,0,0,0,0,0,902,83,113,50,33,56,66,140,29,116,37,39,14,110,14,0
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Het Kernhuis,0228::SB29,6714 GN,1867,880,0,3,0,0,0,772,111,0,0,0,0,0,883,68,43,42,34,55,42,186,50,65,31,21,7,94,134,8
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau de Bethelkerk,0228::SB30,6717 KD,1350,1269,1,7,0,2,0,1156,119,0,2,0,0,0,1275,127,95,87,41,67,64,263,111,138,55,28,9,162,21,1
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Poortgebouw Enka,0228::SB31,6717 XN,1579,854,0,1,0,0,3,787,82,0,0,17,0,0,872,113,54,85,18,33,43,186,28,131,47,5,5,93,11,2
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau de Koepelschool,0228::SB33,6717 AS,1922,623,1,4,0,3,0,570,55,0,3,0,0,0,625,46,44,30,35,45,27,114,50,40,18,16,9,88,61,0
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau De Meerpaal,0228::SB34,6717 EL,1737,1072,3,5,0,0,1,964,115,0,0,0,0,0,1080,75,92,59,53,74,62,126,39,94,38,35,10,148,167,0
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau de Koningin Beatrixschool,0228::SB35,6717 SB,1736,876,0,0,1,2,1,793,85,0,0,3,1,0,879,88,70,42,57,62,61,128,44,78,25,47,10,129,34,1
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Dulon College,0228::SB36,6717 LG,1724,908,8,1,0,0,0,837,80,0,0,0,0,0,917,67,63,56,36,47,62,183,80,109,34,31,7,111,20,2
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Dependance Beatrixschool,0228::SB37,6717 VV,1564,693,2,0,0,1,0,638,58,0,0,1,0,0,696,95,68,47,28,39,40,107,31,62,20,33,10,111,1,1
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Cultura Stadspoort,0228::SB38,6716 RH,1557,1055,4,4,0,0,0,952,111,0,0,0,0,0,1063,94,82,66,63,67,48,174,73,88,43,47,16,155,36,3
Arnhem,Ede,PS2019_Gelderland,Provinciale Staten Gelderland 2019,,Gelderland,2019-03-20,Stembureau Stembureau Ziekenhuis Gelderse Vallei,0228::SB39,6716 RP,0,499,2,0,0,0,0,458,44,0,0,1,0,1,502,58,54,34,21,20,28,81,47,58,11,22,6,54,4,1
