contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Democraten 66 (D66),CDA,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),SP (Socialistische Partij),GROENLINKS,ChristenUnie,Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),50PLUS,DENK,U26 GEMEENTEN,Forum voor Democratie
,De Bilt,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau Gemeentehuis Jagtlust,0310::SB1,3721 AB,1181,986,5,0,0,0,5,887,99,0,0,0,0,0,991,200,126,67,92,35,32,186,55,51,7,28,1,14,92
,De Bilt,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau Brandweer,0310::SB2,3721 BD,1268,852,2,1,0,1,0,781,75,0,0,1,0,0,856,134,96,54,70,44,41,169,31,51,4,23,0,30,105
,De Bilt,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau Woonzorgcentrum d'Amandelboom,0310::SB3,3722 BT,858,562,4,1,0,0,0,507,60,0,0,0,0,0,567,118,92,50,36,3,10,88,72,27,23,6,0,10,27
,De Bilt,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau Woon- en zorgcentrum De Koperwiek,0310::SB4,3722 CA,2831,1949,4,4,0,3,2,1761,191,0,3,0,0,0,1954,443,216,205,131,84,55,278,102,121,18,48,7,29,212
,De Bilt,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau VvSo WVT,0310::SB6,3721 EA,1287,651,0,3,0,0,0,611,43,0,0,0,0,0,654,75,52,34,70,51,55,106,31,41,2,22,4,14,94
,De Bilt,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau Kunstenhuis (locatie Lichtruim),0310::SB7,3721 LH,1283,862,1,2,0,0,0,803,62,0,0,0,0,0,865,100,88,76,95,42,57,150,42,36,4,40,22,15,95
,De Bilt,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau Opstandingskerk,0310::SB8,3721 MJ,1330,816,5,6,0,0,1,756,70,0,0,0,0,0,827,135,106,49,78,45,31,180,32,34,6,22,7,8,83
,De Bilt,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau HF Witte Centrum,0310::SB9,3731 CL,2705,1876,2,8,0,0,0,1692,195,1,0,1,0,0,1887,296,239,143,180,49,76,390,92,111,23,50,15,31,181
,De Bilt,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau MENS Servicecentrum De Bilt/Weltevreden,0310::SB10,3731 MA,1465,893,4,2,0,1,0,822,76,0,1,0,0,0,898,121,108,78,91,33,40,198,29,52,9,32,15,26,61
,De Bilt,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau Gebouw van het Rode Kruis,0310::SB11,3732 BA,1810,1096,0,5,0,0,0,1000,101,0,0,0,0,0,1101,150,133,86,74,61,42,231,62,67,14,32,7,14,123
,De Bilt,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau De Voorhof,0310::SB14,3732 EJ,2073,1485,0,4,0,0,2,1350,138,1,0,1,0,0,1490,206,162,126,125,63,67,318,68,138,26,28,9,24,125
,De Bilt,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau De Woudkapel,0310::SB15,3723 JG,883,719,0,0,0,0,0,616,103,0,0,0,0,0,719,312,120,74,32,9,5,65,15,20,5,4,0,9,49
,De Bilt,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau Wooncentrum Schutsmantel,0310::SB16,3723 KR,1149,903,1,2,0,0,0,787,116,0,3,0,3,0,903,389,144,100,41,13,9,83,31,17,3,8,0,9,56
,De Bilt,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau Serviceflat Hobbemaflat,0310::SB17,3723 ES,1251,854,0,0,0,0,1,740,113,0,0,0,0,0,854,338,150,67,39,16,3,67,41,44,3,9,2,14,61
,De Bilt,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau Huize het Oosten,0310::SB18,3723 BM,1784,1116,1,5,0,1,1,964,158,0,0,1,0,0,1123,298,149,79,92,34,31,160,42,58,5,23,1,33,111
,De Bilt,PS2019_Utrecht,Provinciale Staten Utrecht 2019,,Utrecht,2019-03-20,Stembureau Stembureau Woon- en zorgcentrum De Bremhorst,0310::SB19,3723 BC,1095,934,2,6,0,1,0,847,94,0,1,0,0,0,941,115,118,68,107,32,33,177,30,64,7,32,5,37,109
