contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,VVD,SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),Democraten 66 (D66),PVV (Partij voor de Vrijheid),ChristenUnie,Staatkundig Gereformeerde Partij (SGP),GROENLINKS,50PLUS,Partij voor de Dieren,Forum voor Democratie,DENK
,Olst-Wijhe,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Huize ""Westervoorde""",1773::SB1,8121 AW,1741,844,1,1,0,1,0,778,69,0,0,1,0,0,847,101,89,71,126,58,71,17,2,123,49,35,93,9
,Olst-Wijhe,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau ""Het Averbergen""",1773::SB2,8121 CA,1235,453,1,2,0,0,0,419,37,0,0,0,0,0,456,74,70,26,54,31,20,14,1,77,18,17,49,2
,Olst-Wijhe,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau ""Sint Willibrord""",1773::SB3,8121 CW,1422,797,0,3,0,0,0,737,63,0,0,0,0,0,800,235,120,40,64,36,42,15,3,101,27,31,83,0
,Olst-Wijhe,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Buurthuis Den Nul,1773::SB4,8121 EJ,790,432,1,0,0,0,0,393,40,0,0,0,0,0,433,68,52,21,48,18,30,10,10,63,14,15,83,0
,Olst-Wijhe,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau Dorpshuis ""De Bongerd""",1773::SB5,8196 KW,506,339,1,0,0,0,0,305,35,0,0,0,0,0,340,57,53,15,28,21,12,11,16,56,7,20,43,0
,Olst-Wijhe,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Het Wapen van Wesepe,1773::SB6,8124 AP,993,591,1,0,0,0,1,559,32,0,0,0,0,0,592,141,124,31,36,35,31,15,5,58,21,25,69,0
,Olst-Wijhe,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Holstohus,1773::SB7,8121 CM,1242,1174,3,0,0,0,4,1090,83,0,0,0,0,0,1177,146,162,70,157,115,51,34,6,239,39,41,111,3
,Olst-Wijhe,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Gemeentehuis Wijhe,1773::SB8,8131 BN,1323,854,0,4,0,0,0,784,74,0,0,0,0,0,858,175,91,75,116,56,49,19,3,130,22,27,90,1
,Olst-Wijhe,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau ""Het Weijtendaal""",1773::SB9,8131 DW,915,604,1,1,0,0,0,563,43,0,0,0,0,0,606,198,68,42,59,32,26,14,5,75,19,17,48,1
,Olst-Wijhe,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau OBS ""de Peperhof""",1773::SB10,8131 GN,1545,865,0,0,0,0,0,799,66,0,0,0,0,0,865,159,89,73,111,43,56,24,8,124,35,21,121,1
,Olst-Wijhe,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Stichting gemeenschapshuis Pinokkio,1773::SB11,8131 ST,1541,823,0,1,0,0,0,739,85,0,0,0,0,0,824,262,119,36,65,50,26,23,1,112,21,20,88,0
,Olst-Wijhe,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Buurthuis Elshof,1773::SB12,8131 RR,676,438,0,0,0,0,0,391,47,0,0,0,0,0,438,169,57,15,22,21,17,8,5,47,19,18,40,0
,Olst-Wijhe,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,Stembureau Dorpshuis Herxen,1773::SB13,8131 PC,366,223,0,0,0,0,2,201,20,0,0,0,0,0,223,81,32,10,6,7,10,14,1,35,8,10,9,0
,Olst-Wijhe,PS2019_Overijssel,Provinciale Staten Overijssel 2019,,Overijssel,2019-03-20,"Stembureau ""Westhoff""",1773::SB14,8198 KP,50,63,1,0,0,0,0,60,4,0,0,0,0,0,64,22,7,0,3,5,0,8,0,10,0,5,3,0
